Dates,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
10/07/2024,Himachal Pradesh,41.25,22,33.67,91.42,177,136.58,115.75,89.92,46.18,53.91,219.5,164.18,138.09,126.22,137.25,112,49.91,274.64,27.64,36.91,48.45,55
10/07/2024,Jammu and Kashmir,45.33,31.2,38,91.17,171.6,129.67,123.33,99.83,50.17,55.33,,151.17,130.83,128.33,141,117.75,56.33,306.67,27.5,38,46,58.33
10/07/2024,Jharkhand,39.33,30.92,34.38,85.67,163.25,115.83,111.31,82.08,45.92,59.18,180.9,140.31,122.92,123.08,140.5,102.92,53.42,265.92,23.25,34.77,41.15,56.54
10/07/2024,Karnataka,54.69,42,43.03,89.83,164.93,134.76,120.28,95.59,43.15,51.04,175.2,156.92,116.73,126.62,114.15,94.59,51.63,238.48,18.59,41.22,43.19,31.27
10/07/2024,Kerala,50.36,45.82,44.18,98.38,177.8,143.13,133.78,98.5,44.6,53.6,221.4,167.44,138,131,120.64,101.1,61.11,234.11,15.6,49.56,45.22,35.22
10/07/2024,Madhya Pradesh,38.11,28.62,33,84.67,162.84,118.64,109,86.67,42.64,56.86,183.77,135.37,117.4,109.57,126.24,100.2,49.62,239.24,18,34.49,37.29,43.69
10/07/2024,Maharashtra,47.79,39.05,43.26,91,171.37,132.16,122,94.11,43.42,60.06,181.26,155.78,126.47,111.37,120.47,101.5,55.11,306.05,24.05,39.78,38.94,44.67
10/07/2024,Manipur,52,42,40,100,190,140,130,95,55,,,150,150,145,,140,80,220,25,43,50,60
10/07/2024,Meghalaya,46.5,38.89,37.9,98,178.4,138.5,123.3,90.6,49.44,74,,136.2,141,124.7,154.5,101.5,75.75,368.22,21.78,42.1,52.3,64.7
10/07/2024,Mizoram,48.64,42.6,47,104.22,162.14,128.14,128,99,51.27,78.45,171.33,172.25,132.75,121.33,184,122.6,116,440.33,29.45,45.64,54.09,86.1
10/07/2024,Nagaland,43.14,43.57,47.36,93.7,169.5,123.38,124.46,97.14,50.38,73,200,132.86,142.67,141.57,177.67,152.5,78.33,316.5,17.92,42.14,58.71,72.57
10/07/2024,Odisha,37.9,36.94,41.11,85.85,160.4,122.37,110.65,81.65,44.8,53.21,173.4,142.5,116.53,120.29,117.06,96.11,52,286.25,26.33,38.63,39.88,46.19
10/07/2024,Puducherry,65,48,41,90,181,151,121,86,49,48,221,144,140,,120,105,60,321,26,45,45,22
10/07/2024,Punjab,39.55,26,30.91,93.45,169.27,130,118.64,93.73,44.27,59.1,205.33,131.27,120.45,117.91,128.38,98.43,53.3,264.5,26.64,31.36,43.45,57.8
10/07/2024,Rajasthan,40.5,28.5,32.25,84,169.13,118,105.88,88.75,42.33,54.17,180.14,144.29,124.17,122.5,140.75,101,44.5,288.8,20.4,35,38.33,58.5
10/07/2024,Sikkim,51.2,37.8,38.2,90.4,170,127.67,126.4,97,50.4,63.4,,159.4,120.2,133.8,145.67,,64,416,20.6,39.4,56,80
10/07/2024,Tamil Nadu,57.38,45.28,54.26,93.84,173.84,140.44,122.4,91.39,44.35,47.85,207.04,171.65,126.04,,115.73,94.5,56.15,283.2,24.38,48.07,44.96,27.63
10/07/2024,Telangana,55.3,40.3,44.5,84.4,163.6,128.3,114.5,93.2,40,59.2,152.1,148.11,100.11,108.71,112.56,95,53.4,285.11,20.67,35.4,40.6,38.7
10/07/2024,Tripura,38,,38.25,92.67,156.33,128.67,111.75,105.75,48.67,70.67,,143,127,116.75,140,103,70.67,206,10.67,38,49,66
10/07/2024,Uttar Pradesh,39.78,26.74,32.4,85.47,161.75,120.63,113.63,88.05,43.71,63.1,188.45,140.33,125.72,125.79,141.52,107.62,51.51,240.43,26.95,33.1,41.21,53.03
10/07/2024,Uttarakhand,35.5,29.5,33.5,88,169.5,127.5,130.5,98.5,43,59.5,147.5,134.5,134.5,131.5,154,147,54,269,28,40,47,68.5
10/07/2024,West Bengal,43.1,30,38.1,85,164.9,124.48,118.14,98.81,45.71,55.48,194.64,132.86,113.8,113.43,127.48,99.06,52.71,268.57,22.71,30.71,42.48,54.9
11/07/2024,Andaman and Nicobar,50,,68,98.67,178.67,156.67,136.67,100.67,56.33,73.33,236,176,164.33,,130,115.67,79,308.33,21.33,61.67,60.67,110
11/07/2024,Andhra Pradesh,52.4,43.8,47.8,88.8,172.4,137.8,125.8,100.4,43,60,164.6,163.4,108.4,146,112.4,90.6,59.2,272,21,35.8,41.4,43.2
11/07/2024,Arunachal pradesh,46.5,45,44.5,103,169.25,128,123.25,105.5,55,80,143.5,180,163.5,138.33,181,,72.5,327,20,39.33,49,89
11/07/2024,Assam,43,33.54,37,91.96,168.33,116.95,118.24,93.08,47.52,72.13,212.83,151.68,136.95,136.28,146.2,113.94,60.44,255.76,13.72,34.4,45.4,71.52
11/07/2024,Bihar,38.05,27.39,33.29,83.08,158.24,121.58,114.68,80.29,44.66,56.24,185.25,138.32,123.97,127.5,156.48,104.9,47.92,278.19,23.34,30.47,39.16,61.68
11/07/2024,Chandigarh,40,32,35,95,178,130,125,98,44,62,190,148,120,129,135,105,55,253,28,32,40,43
11/07/2024,Chhattisgarh,42.78,37.89,40,87.67,167.11,116,113,92.22,43.63,60,202.25,157.5,121.88,123.75,135,107.5,49.5,266,24,38.14,42.86,50.71
11/07/2024,Delhi,40,29,32,97,178,143,125,90,44,56,207,150,128,128,139,104,58,245,26,40,57,72
11/07/2024,DNH and DD,51.33,41.67,47.67,96,177.67,150.33,133,96.67,43.67,65.67,204.33,164.33,143.67,144.67,136,114,61.67,354.33,27.33,37.33,45,78.67
11/07/2024,Goa,53.5,49,46.5,97,190,151.5,135,97.5,44,57.5,220.5,161.5,145,148,116.5,97.5,60.5,329,24.5,47.5,47.5,64
11/07/2024,Gujarat,41,40.6,41.8,88.4,171.8,132.8,120,98.6,43.4,60.8,174.4,145.6,130.4,127.6,125.4,104.8,54,267,14.4,40.4,39.8,63
11/07/2024,Haryana,37.5,30.75,33.5,88.25,162,113.75,114.25,84.75,44.5,61.5,187.5,136.75,117.5,118,133.25,94,51,233.25,24.25,32,42.5,45.75
11/07/2024,Himachal Pradesh,40.92,22,33.42,91.75,172.5,134.67,115.92,91.17,46.92,52.75,218.75,167.25,139.25,130.7,140.5,115.5,49.58,271.42,27.67,34.92,49.75,59
11/07/2024,Jammu and Kashmir,47.5,31,37.5,94.83,176.4,127,122.17,100.17,49.83,51.83,,149.17,132.33,126.83,136.5,117.67,54.5,310.5,27.5,35.83,48.17,66
11/07/2024,Jharkhand,39.33,31.76,35.39,86.44,159.67,121.56,113.44,83.67,45.81,59.2,171.25,141.76,125,127.63,147.79,105.59,51.31,272.44,25.38,32.72,40.22,55.72
11/07/2024,Karnataka,59.66,43.22,47.25,94.78,171.13,141.13,126.41,106.75,42.77,51.06,178.35,163.03,120.13,136.07,120.35,97.26,52.1,283.16,19.9,40.09,42.06,51.44
11/07/2024,Kerala,50.5,45,47.21,104.43,189.77,150.08,136.23,113.21,43.86,54.21,224.29,162.63,145.93,129,118.57,100.46,61.36,231.29,15.14,50.07,44.07,60
11/07/2024,Madhya Pradesh,40.08,29.5,33.96,88.83,170.31,121.77,114.15,90.58,43.31,57.92,188.54,136.5,120.29,111.23,134.3,108.58,50.04,254.63,19.22,35.81,41.25,73.58
11/07/2024,Maharashtra,52.21,39.26,43.21,93.58,177.42,135.26,126.21,96.95,43.26,59.84,184.05,160.39,129.89,112.79,123.32,102.63,55.68,303.84,23.79,42.74,42,71.84
11/07/2024,Manipur,50,45,42,95,180,130,140,92,55,,,150,150,145,,140,85,220,25,40,50,40
11/07/2024,Meghalaya,46.3,38.6,37,95.5,171.33,135.4,122.5,89.8,49.6,73.7,,133.3,139.75,124.7,174,101.5,86.86,375.6,21.1,38.4,52.5,88.6
11/07/2024,Mizoram,48,42.4,46.3,106.9,155.86,125.88,127.78,100.36,51.09,77.91,159.5,185.55,170.8,126.4,190.25,130.83,124,478.56,29.18,43.73,54.45,84.27
11/07/2024,Nagaland,42.87,42.88,49.67,102,159,132.86,123.79,99.33,52,74,200,138.4,168.75,147.87,178.33,159,82.56,327.67,17.77,38.2,56.67,82.67
11/07/2024,Odisha,38.75,37.29,40.11,84,164.75,120.82,112.07,82.43,44.63,52.77,172.71,142.71,115.26,128,116.61,95.21,51.15,281.05,25.78,32.64,41.07,55.36
11/07/2024,Puducherry,67,47,40,94,185,144,125,92,48,48,202,146,142,,116,102,48,298,26,55,49,46
11/07/2024,Punjab,40.31,25.62,31.69,91.38,171.92,128.31,118.31,98.23,44.77,61.77,200.85,129.57,120.43,116.5,133.75,101.4,53.77,279.38,26.92,30.14,44.57,61.14
11/07/2024,Rajasthan,41.53,29.47,32.97,79.57,164.48,118.41,106.34,90.59,42.75,52.93,184.52,146.97,122.96,133.64,154,116.2,44.81,297.33,20.14,30.4,39.03,49.63
11/07/2024,Sikkim,54.2,37.4,37.8,90,161.67,124.25,126.4,101,51,63.4,,163.2,130.6,128.25,163.25,,65.2,422.6,19.8,39.6,59,98
11/07/2024,Tamil Nadu,61.52,46.16,54.91,95,182.45,145.06,124.33,93.83,44.03,47.3,204.64,173.84,125.82,,114.61,94.48,56.27,285.3,24.55,50.73,46.06,44.39
11/07/2024,Telangana,54.3,42.1,45.1,81.44,165.8,129.1,119.1,92.1,41.8,64.8,162.33,164.6,121.9,149.5,114.9,96.9,54.5,302.7,19.9,37.1,44,50.6
11/07/2024,Tripura,38,,38.75,89.67,155.33,128.33,113.75,106,48.75,71.5,,136.5,122.67,116,139.75,100,71,217.75,10.5,36.75,47,75.75
11/07/2024,Uttar Pradesh,39.29,26.78,32.67,85.72,166.96,123.11,115.68,93.71,43.79,63.03,190.81,142.04,127.32,129.25,150.35,110.3,50.89,239.52,26.85,33.48,44.76,71.72
11/07/2024,Uttarakhand,37,26.75,33.25,91.75,160.5,123,123.25,105.5,43.5,61.25,155,137.75,130.5,131,147,117.5,56.75,264,28,42.5,50.25,78
11/07/2024,West Bengal,44.65,30.4,38.09,85.26,160.52,127.17,129.87,108.57,46.35,55.13,194.82,133.26,115.13,114.43,127.78,100.1,52.78,273.87,22.09,32.87,43.96,68.52
12/07/2024,Andaman and Nicobar,53.5,,68.5,105.5,188.5,166,141.5,104.5,56.5,74,262,168.5,155,,133,114.5,82,305,21.5,62.5,60,100
12/07/2024,Andhra Pradesh,52,44.5,49.25,89.75,169.5,138.75,126.5,100.75,43,61.75,162.5,161,108,150,112.75,91.25,58,262.5,20.25,37.5,41,48.5
12/07/2024,Arunachal pradesh,48.5,,46,98.5,156,125,120,100,55,77,143.5,180,163.5,142.5,186.5,,76,298.5,20,41,51,86
12/07/2024,Assam,43.75,33.23,36.71,91.21,169.36,115.23,116.96,92.33,47,71.95,210.67,150.78,136,134.91,146.39,114.69,58.63,257.63,12.88,33.92,46.08,70.86
12/07/2024,Bihar,38.4,27.43,33.2,83.74,159.43,122.6,115.31,80.86,44.74,56.3,187.67,138.71,124.82,127.97,158.11,103.5,47.85,277.24,23.32,30.97,39.57,63.59
12/07/2024,Chandigarh,40,32,35,95,178,130,125,98,44,62,190,148,120,129,135,105,55,253,28,38,48,51
12/07/2024,Chhattisgarh,42.56,37.67,39.67,86.78,166.56,115.56,112.33,91.56,43.56,59,201,152.89,122.44,123.67,132.67,108.89,50,262.89,23,36.78,41.56,49.56
12/07/2024,Delhi,40,29,32,93,178,143,125,90,44,56,207,150,128,130,141,104,60,245,26,40,57,75
12/07/2024,DNH and DD,51.33,41.33,48,96.33,177.67,150.33,133,96.67,43.67,65.67,205,165.33,143.67,144.67,134.67,114.33,61.67,356.67,27.33,38,46,79
12/07/2024,Goa,53.5,49,46.5,97,190,151.5,135,97.5,44,57.5,220.5,161.5,145,148,116.5,97.5,60.5,329,24.5,47,47,65
12/07/2024,Gujarat,42.33,39.5,41.17,89.17,171.33,132.83,118.5,98.83,43.17,60.33,175.5,145.83,131.83,127.67,125,103.5,53.67,264,16.67,38.67,38.83,59.33
12/07/2024,Haryana,37.5,30.75,33.5,88.25,162,113.75,114.25,84.75,44.25,61.5,187.5,136.75,117.5,118,133.25,94,50.75,232,24.25,32,42.5,49
12/07/2024,Himachal Pradesh,40.83,22,33.42,91.33,172.5,134.67,116.33,91.17,46.92,52.75,218.75,167.42,139.33,130.6,140.5,114,49.58,271.42,27.67,34.92,50.08,61.33
12/07/2024,Jammu and Kashmir,45.2,30.75,38.2,94.4,176.75,128.8,122.6,99.6,49.8,50.2,,147,131.4,126.8,136.5,116.67,55,308.6,28,36,48,65
12/07/2024,Jharkhand,39.39,31.65,35.5,86.61,162,121.56,113.72,83.67,45.82,59,175.15,141.44,124.56,127.06,147.79,105.17,51.12,269.53,25.38,33.83,40.39,57.39
12/07/2024,Karnataka,59.94,43.26,46.68,94.77,171.52,141.19,126.55,106.74,42.74,51.13,178.23,163.06,120.03,136.07,120.13,97.13,52.03,282.71,19.84,40.23,42.52,51.77
12/07/2024,Kerala,50.5,45.07,47.21,104.43,189.77,150.08,136.23,113.36,43.79,54.21,227.29,163.89,145.64,129,118.64,100.38,61.21,231.36,15.14,50.29,44.21,60.43
12/07/2024,Madhya Pradesh,39.85,29.55,34.02,88.7,170.34,122.23,114.87,90.11,43.37,57.78,189.73,137.07,120.02,111.43,135.98,108.76,50.09,255.83,18.82,36.3,41.5,74.11
12/07/2024,Maharashtra,52.11,39.32,43.26,93.53,178.11,135.53,126.32,96.79,43.26,59.84,184.11,160.33,129.84,113,123.37,102.75,55.74,303.84,23.79,42.74,41.68,70.89
12/07/2024,Manipur,50,45,42,95,180,130,140,92,55,,,150,150,145,,140,85,220,25,40,50,40
12/07/2024,Meghalaya,46.3,38.6,37.1,95.5,171.33,136,122.8,89.8,49.7,73.7,,134.1,139.75,125,173.33,100,87.14,378.9,21.3,38.8,52.8,86.4
12/07/2024,Mizoram,47.8,43.22,44.78,106.9,157.29,125.88,127.78,100.2,51.2,77.7,159.5,186.1,170.8,126.6,190.25,130.83,116.71,473.38,29.1,42.1,51.9,85.9
12/07/2024,Nagaland,43,42.88,49.13,101.17,160.27,132.5,123.67,100,51.75,74.07,200,137.13,167,147.67,175,162.5,83.7,328.71,18.13,37.88,56.88,84.06
12/07/2024,Odisha,38.85,37.29,40.08,84.59,165.37,121.15,112,82.33,44.85,52.77,172.71,141.52,114.31,128,115.33,95.07,51.38,285.81,25.81,32.78,41.04,56.15
12/07/2024,Puducherry,67,47,40,93,183,139,121,92,48,48,199,146,142,,119,103,48,298,26,55,51,46
12/07/2024,Punjab,39.87,25.8,31.73,92,171.13,129.27,119.4,99.27,44.71,61.79,201.29,129.07,122.67,117.27,133.54,102.09,54.71,278.57,26.43,30.33,44.67,62.4
12/07/2024,Rajasthan,41.06,29.48,33.1,80.87,165.35,118.1,106.42,90.03,42.84,52.86,184.35,147.77,121.12,132.81,154.09,117.25,44.87,298.72,20.57,30.52,39.97,51.93
12/07/2024,Sikkim,51.2,37.4,37.8,90,156.67,121.75,126.4,101,51,63.4,,162.4,130.6,128.25,163.25,,65.2,363.6,19.8,39.6,59,98
12/07/2024,Tamil Nadu,61.42,45.38,54.45,95.32,182.26,144.39,124.68,94.25,44.06,47.57,204.16,175.93,125.93,,114.68,94.61,56.13,287.26,24.84,50.13,45.19,47.03
12/07/2024,Telangana,54.7,42.3,45.1,81.33,166.5,129.3,119.3,92.2,41.4,64.8,161.9,164.7,121.4,149.5,116,97.9,54.7,302.7,19.8,37.6,44,50.7
12/07/2024,Tripura,38,,38.75,89.67,155.33,128.33,113.75,106,48.75,71.5,,136.5,122.67,116,139.75,100,71,217.75,10.5,36.75,47,77
12/07/2024,Uttar Pradesh,39.27,26.85,32.6,85.79,167.64,122.9,115.62,93.34,43.81,62.9,190.55,141.79,127.06,128.96,149.9,110.31,51.18,239.58,26.89,33.77,44.73,72.81
12/07/2024,Uttarakhand,37,26.75,33.25,91.75,160.5,123,123.25,105.5,43.5,61.25,155,137.75,130.5,131,147,117.5,56.75,264,28,43.75,51.25,78
12/07/2024,West Bengal,44.55,30.56,38.27,85.64,161.64,128,130.59,109.32,46.36,55.55,193.91,133.41,115.41,114.73,128.18,100.5,53.23,271.32,22.59,33.23,44.59,71.32
13/07/2024,Andaman and Nicobar,47.5,,67,92.5,167.5,152.5,136.5,100,55.5,73,232.5,176,167.5,,133,116,79.5,300,19.5,62.5,60,115
13/07/2024,Andhra Pradesh,50,42.75,44,90.5,174.75,134.25,123.5,94,43.5,57.25,163.25,156.5,108,129.5,111.75,90.75,59,293.75,21,36.75,42.25,46.75
13/07/2024,Arunachal pradesh,47,45,44.5,103,169.75,128,123.25,105.5,53.33,76,143.5,180,163.5,138.33,181,,77.5,298.5,18.33,40.67,50.67,90.67
13/07/2024,Assam,41.9,33.5,37.05,92,169.25,116.24,117.35,93.8,47.4,73.1,215.25,148.35,133.6,131.35,144,106,60.85,253.4,14.05,33.65,45.4,73.83
13/07/2024,Bihar,38.05,27.41,33.22,83.03,159,122.05,114.86,80.46,44.65,56.22,187.6,138.11,124.22,127.39,156.73,104.55,47.81,278.94,23.47,31.78,40.27,66.81
13/07/2024,Chandigarh,40,32,35,95,178,130,125,98,44,62,190,148,120,129,135,105,55,255,28,43,55,59
13/07/2024,Chhattisgarh,43.83,38.83,39.17,87.67,166.33,118.33,114.67,86.67,43.5,61.17,208,142.5,119,115,128.17,101.83,51.83,254,23.83,39.17,43.33,49.83
13/07/2024,Delhi,40,29,32,93,178,143,125,90,44,56,206,149,129,129,140,104,60,245,26,40,55,77
13/07/2024,DNH and DD,51.33,41.33,48,96.33,177.67,150.33,133,96.67,43.67,65.67,205,165.33,143.67,144.67,134.67,114.33,61.67,356.67,27.33,38,46,79
13/07/2024,Gujarat,41,41,44,90.5,173.5,134.75,121.75,97.5,43.5,62.25,173.25,144,128.75,126.25,128.5,106,52,256,16.5,37.25,39.5,70
13/07/2024,Haryana,37.33,29,32,86,169.67,118.67,114,81.33,44.33,61.33,199.33,135.67,115.33,117.33,127.67,93.67,51.33,241,23.33,33.33,41.67,54.67
13/07/2024,Himachal Pradesh,40.83,22,33.42,91.33,173.17,134.58,116.33,91.08,46.92,52.75,218.75,167.25,139.25,130.7,140.5,115,49.58,271.42,27.67,34.92,50.58,62.58
13/07/2024,Jammu and Kashmir,49.8,30.75,36.4,94.6,179.25,129,122.6,102.8,50.2,52.8,,150,130.4,126,136.5,116.67,55.6,305.2,27.4,34.8,47.8,61.8
13/07/2024,Jharkhand,39.05,31.5,35.42,86.42,163.26,121.84,113.74,83.84,45.72,59.18,178.29,140.84,124.37,126.94,146.88,105.28,51.94,277.67,24.94,33.89,41,56.63
13/07/2024,Karnataka,60.06,43.29,46.81,94.84,171.68,141.19,126.61,106.77,42.77,51.23,178.23,163.19,120.13,136.07,120.16,97.32,52.06,282.23,19.81,40.32,42.61,52.13
13/07/2024,Madhya Pradesh,39.61,29.55,33.82,88.68,169.5,121.73,114.55,90.36,43.3,57.84,190.57,137.23,119.43,111.3,134.93,109.09,50.34,251.32,18.77,36.25,41.3,74.2
13/07/2024,Maharashtra,52,39.37,43.21,93.53,178.11,135.53,126.32,96.79,43.32,59.84,184.05,160.11,129.95,112.84,123,102.75,55.95,304.11,23.84,42.58,41.63,72.47
13/07/2024,Meghalaya,45.43,38.14,36.43,94.5,167,135,123.29,90,49.43,74.14,,130.29,139.25,121.86,195,,74,354.14,23.71,38.29,53.57,80.86
13/07/2024,Mizoram,50,35,60,,,,,102,50,80,,180,,130,,,175,520,30,60,80,73
13/07/2024,Nagaland,43.31,42.88,49.44,101.17,159.36,132.5,123.47,99.38,52.38,74.07,200,137.13,167,147.38,177,162.5,83.7,325.5,18.13,37.88,56.88,83.44
13/07/2024,Odisha,39.2,36.22,39.2,85.6,167.1,126.3,113,82.3,45.8,53,163.5,139,108.89,123.67,113.6,93.7,52.2,277.63,26.4,33.7,40.6,60.78
13/07/2024,Punjab,39.21,25.64,31.57,92,170.29,129.93,119.64,98.29,44.5,61,200.62,128.86,122.71,116.86,132.33,101.2,54.71,281,26.29,30.79,45.93,65.21
13/07/2024,Rajasthan,40.18,29.73,32.27,78.09,170.3,121.36,109.36,89.64,42.09,54.1,175.27,143.36,124.4,130.82,153,104,44.45,312,21,30.64,39.82,63.9
13/07/2024,Sikkim,49,37.75,38.25,92.5,164,115,125.5,98.75,51.25,64.25,,156.75,121.5,128.25,147.67,,65,367.5,20.5,39.5,58.75,97.5
13/07/2024,Tamil Nadu,62.55,44.85,55.14,94.45,181.18,144.91,124,95.05,44.05,47.71,204.27,179.15,126.32,,114.64,94.41,56.77,285.19,24.45,49.09,45.64,49.05
13/07/2024,Telangana,54.67,40.67,49,81.33,163.67,133.33,115.67,93,39.67,60,156.33,155.33,106,104,110.67,97,52.67,290,19.33,30.67,44.67,51
13/07/2024,Tripura,38,,38.75,89.67,155.33,128.33,113.75,106,48.75,71.5,,136.5,122.67,116,139.75,100,71,217.75,10.5,36.75,46.5,76.75
13/07/2024,Uttar Pradesh,39.39,26.86,32.65,85.75,167.35,123.1,115.9,93.26,43.86,63.13,191.13,141.72,126.89,128.78,150.28,109.66,51.31,238.04,26.94,33.9,44.79,74.64
13/07/2024,Uttarakhand,35,24,35,84,170,115,120,112,45,59,150,127,122,125,165,,57,280,28,40,59,61
13/07/2024,West Bengal,43.94,30,38.29,84.35,162.82,125.94,125.06,107.06,46.29,55.12,190.4,133.12,113.82,113.24,126.41,100.06,52.41,267.88,21.06,31.59,43,71.35
14/07/2024,Andhra Pradesh,52,44.25,49,89.25,169.5,138.25,126,100,42.75,61.25,162.5,161.5,108,150,113,91.25,57.25,262.5,20.25,37,43.5,50.75
14/07/2024,Arunachal pradesh,55,45,49,105,175.5,131,120,110,60,80,167,170,127,140,163,,80,327,20,51,57,127
14/07/2024,Assam,42.35,33.67,37.06,89.41,168.35,113.57,118.82,93.59,47.29,72.82,233,148.53,133.36,132.47,146,106.4,61.35,260.29,14.53,34.59,46.47,76.25
14/07/2024,Bihar,37.8,27.7,32.95,84.85,161.6,125.45,114.9,80.7,44.95,57.2,175,137.42,121.16,124.85,156.18,101.4,48.05,288.79,22.11,32.25,41.7,64.3
14/07/2024,Chandigarh,40,32,35,95,178,130,125,98,44,62,190,148,120,129,135,105,55,253,28,43,55,59
14/07/2024,Chhattisgarh,43.83,38.83,39.17,87.67,166.33,118.33,114.67,86.67,43.5,61.17,208,140.8,119,115,128.17,101.83,51.83,254.33,23.83,39.17,43.33,50.33
14/07/2024,Delhi,40,30,32,90,178,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,55,78
14/07/2024,DNH and DD,51.33,41.33,48,96.33,177.67,150.33,133,96.67,43.67,65.67,205,165.33,143.67,144.67,134.67,114.33,61.67,356.67,27.33,38,46.33,79.33
14/07/2024,Gujarat,40.67,39.33,43.33,89.33,173.67,134.33,122.67,98.33,42.33,63.67,174,144,124.33,122.67,127,104,50.67,258.67,17.67,37,41.33,69.67
14/07/2024,Haryana,37.33,29,32,86,169.67,118.67,114,81.33,44.33,61.33,199.33,135.67,115.33,117.33,127.67,93.67,51.33,241,23.33,33.33,41.67,56.33
14/07/2024,Himachal Pradesh,40.83,22,33.42,91.33,173.17,134.58,116.33,91.08,46.92,52.75,218.75,167.25,139.25,130.7,140.5,112,49.58,271.42,27.67,34.92,50.58,63.92
14/07/2024,Jammu and Kashmir,45,38,45,100,160,140,128,100,50,50,,155,125,123,153,,60,300,28,40,50,55
14/07/2024,Jharkhand,38.63,32.5,35.25,88,163.5,117.88,113.13,85.25,45.29,59.67,182,143.63,127.63,130.71,155.86,110.25,51.86,274.86,23.86,34.88,42.63,60.13
14/07/2024,Karnataka,59.93,43.14,46.93,94.96,172.21,140.68,126.07,105.36,42.82,51.18,178.86,163.61,118.79,136.7,119.39,97.39,52.14,284.36,19.64,40.68,42.29,52.46
14/07/2024,Madhya Pradesh,40.27,29.52,33.73,88.75,169.72,122.13,114.28,90.65,43.38,57.77,190,136.97,119.7,111.53,133.33,109.11,50.83,251.18,18.87,36.52,41.4,76.03
14/07/2024,Maharashtra,52.05,39.32,43.26,93.74,178.11,135.53,126.32,96.79,43.26,59.89,183.84,160.11,129.95,112.89,122.95,102.69,55.89,303.84,23.84,42.47,41.58,71.68
14/07/2024,Meghalaya,44.33,37.67,35.33,95.67,162.67,130,122,93.33,48.67,74.33,,142.67,132.5,122,210,,64.33,329,30,38.33,53.33,77.67
14/07/2024,Mizoram,50,35,60,,,,,105,50,80,,180,,130,,,175,520,30,60,80,73
14/07/2024,Odisha,38.33,36.63,39.89,85.44,166.78,124.56,111.11,83.11,45.5,53.13,180,139.38,112.29,119.5,115.13,94.13,51.75,289,26.63,33.38,39.88,62
14/07/2024,Puducherry,67,47,40,93,183,139,121,92,48,48,199,146,142,,119,103,48,298,26,55,51,46
14/07/2024,Punjab,39.25,26.08,31.42,92,168.5,128,118.67,96.83,44.67,61.67,197.33,128,122.42,116.75,131.73,101,54.25,281.92,26.17,31,45.17,65.58
14/07/2024,Rajasthan,41.29,29,31.71,75.86,170.71,116,104.57,85.43,41.83,55.83,165,145.43,124.29,129.29,146.33,104,43.83,322.33,20.17,32.33,40.17,70
14/07/2024,Sikkim,57,40,40,95,,,120,100,50,65,,160,120,120,140,,70,350,22,40,60,100
14/07/2024,Tamil Nadu,61.62,44.47,55.19,95.14,181.67,143.95,124.1,95.11,44.14,46.24,203.9,176.26,127.95,,114.48,94.19,57.14,289.79,24.86,49.1,45.52,52.38
14/07/2024,Telangana,55,41,49.33,81.67,165.33,133.67,116,93.33,40,60,156.33,155.33,106,105,111,97.33,52.67,291,19.33,31,45,51.33
14/07/2024,Uttar Pradesh,39.33,26.88,32.92,86.28,166.46,123.23,115.22,93.17,44,63.29,191.38,141.57,127.62,129.45,152.14,110.71,51.42,238.8,27,33.98,44.92,75.53
14/07/2024,West Bengal,43.15,30.29,38.69,84.85,166.38,126.62,127.15,108.85,46.38,55.46,190.33,133.46,114.69,114.46,127.08,100.77,54.23,259.54,20.92,31.54,43.85,74.23
15/07/2024,Andaman and Nicobar,49.67,,68,99,177.33,156.67,136.67,100,55.33,73,232.5,172.33,165,,128.67,115,78,308.33,21,61.67,61.67,116
15/07/2024,Andhra Pradesh,49.75,42.25,44,90.5,173.5,134,123.5,93.25,43.5,57,163.25,156.5,108,129.5,111.75,90.75,58.75,293.75,21,36.75,42.25,56.5
15/07/2024,Arunachal pradesh,47,45,44.5,103,169.75,128,123.25,105.5,53.33,76,143.5,180,163.5,138.33,181,,75,298.5,18.33,39,50.67,90.67
15/07/2024,Assam,42.78,33.54,36.63,90.63,168.19,115.83,117.56,92.81,47.56,72.28,212.83,150.37,135.33,136.81,146.36,113.33,60.15,253.85,13.52,34.19,46.19,70.56
15/07/2024,Bihar,37.97,27.42,33.19,82.75,159.44,122,114.56,79.94,44.64,56.39,189.57,138.61,123.89,126.67,157.5,104.32,47.92,279.31,23.63,32.22,39.97,68.57
15/07/2024,Chandigarh,40,32,35,95,178,130,125,98,44,62,190,148,120,129,135,105,55,253,28,43,55,71
15/07/2024,Chhattisgarh,42.25,38,39.63,86.38,167.38,116.25,112,91.13,43.75,57.75,204.88,150.25,124,124.75,135.5,109.38,49.25,268.63,22.38,39.5,43.13,50.75
15/07/2024,Delhi,40,30,32,90,178,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,53,83
15/07/2024,DNH and DD,52,42,48,96.33,177.67,150.33,133,96.67,43.67,65.67,205,165.33,143.67,145.67,134.67,114.33,62.33,359,27.33,37.67,46.33,80
