DATE,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil,Mustard Oil (Packed),Vanaspati,Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Potato_Lag_7,Potato_Lag_30,Potato_Rolling_Avg_7,Onion_Lag_7,Onion_Rolling_Avg_7
2024-06-16,Assam,42.73,32.43,37.07,86.4,159.4,111.42,116.47,93.33,47.0,71.13,215.0,149.8,135.18,132.87,146.0,109.0,60.0,247.67,14.93,30.07,38.0,47.07,33.2,23.49,33.18285714285714,37.0,36.94571428571429
2024-06-16,Bihar,36.81,27.5,32.31,82.69,156.81,122.31,115.06,80.19,44.81,57.0,170.29,135.19,118.5,122.06,155.79,102.92,47.44,274.25,22.69,24.75,31.56,31.31,34.5,24.0,31.789999999999996,39.0,35.88285714285714
2024-06-16,Chandigarh,40.0,32.0,34.0,95.0,179.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,253.0,28.0,24.0,32.0,35.0,25.71,30.6,31.545714285714286,31.81,35.910000000000004
2024-06-16,Chhattisgarh,40.8,38.6,38.6,87.2,160.6,118.4,119.0,87.2,43.2,61.8,197.0,141.8,120.6,125.2,143.8,109.6,50.2,289.6,24.2,31.6,33.8,39.8,28.25,30.0,32.02428571428572,30.25,36.417142857142856
2024-06-16,Delhi,40.0,29.0,31.0,97.0,177.0,147.0,127.0,90.0,44.0,56.0,209.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,30.0,48.0,32.0,28.25,32.67,32.27428571428572,35.06,38.26571428571429
2024-06-16,DNH and DD,50.0,41.33,47.67,91.67,177.0,148.0,132.67,95.67,43.67,65.0,192.33,150.33,134.0,135.0,127.33,107.33,63.67,350.0,27.33,32.67,32.33,47.67,35.5,29.86,31.87,34.5,37.955714285714286
2024-06-16,Gujarat,46.67,39.33,43.33,89.33,170.67,132.67,129.33,99.33,42.67,63.0,180.0,145.0,130.67,133.0,130.33,115.33,49.33,252.33,17.67,30.33,32.0,33.0,50.0,18.33,29.060000000000002,50.0,35.38428571428572
2024-06-16,Haryana,36.5,26.0,31.5,70.5,128.5,103.0,99.0,82.0,43.0,56.5,188.5,144.0,119.0,126.5,143.0,100.5,46.5,216.0,22.5,15.0,22.5,17.0,30.07,31.5,26.907142857142862,38.0,33.17
2024-06-16,Himachal Pradesh,40.75,22.0,33.33,87.92,167.25,135.25,116.67,89.5,47.08,52.17,219.5,162.25,138.0,129.4,143.5,118.0,48.67,270.33,27.5,31.67,41.42,29.5,24.75,30.67,27.895714285714288,31.56,34.57857142857143
2024-06-16,Jammu and Kashmir,38.5,35.0,43.0,94.0,147.5,132.5,130.0,100.0,50.0,47.0,219.5,145.0,137.5,134.0,163.0,140.0,54.0,333.5,28.0,35.0,37.5,41.5,24.0,26.79,29.467142857142854,32.0,35.364285714285714
2024-06-16,Jharkhand,39.75,32.18,35.17,82.25,157.75,117.17,111.58,83.67,45.36,58.9,187.75,140.17,119.67,126.64,154.33,106.73,49.55,281.73,23.36,26.5,32.67,32.42,31.6,37.16,28.738571428571426,33.8,35.20285714285714
2024-06-16,Karnataka,59.83,43.6,46.87,94.73,167.9,141.33,127.07,105.6,42.97,50.47,179.8,163.47,119.03,136.07,119.03,97.3,52.4,289.23,19.93,38.23,36.7,47.8,30.0,50.0,29.91428571428571,48.0,33.58857142857143
2024-06-16,Madhya Pradesh,41.47,28.71,34.18,86.03,166.37,120.42,115.21,92.45,43.45,57.84,190.61,134.92,119.61,112.11,136.76,111.72,47.82,254.24,18.61,27.92,29.95,30.47,32.67,27.09,29.235714285714288,32.33,33.24857142857143
2024-06-16,Maharashtra,51.84,38.42,42.47,91.0,176.74,135.47,128.0,96.32,43.05,59.95,182.74,158.06,128.05,111.84,120.89,102.69,55.32,298.68,23.47,38.11,36.0,48.37,30.33,38.11,30.34714285714286,32.0,33.82
2024-06-16,Meghalaya,44.33,37.33,35.33,92.67,153.33,127.67,121.0,93.67,48.33,74.0,182.74,144.33,133.5,124.0,210.0,102.69,64.33,329.0,30.0,34.33,44.33,50.0,15.0,34.63,33.10857142857143,22.5,36.93857142857143
2024-06-16,Mizoram,50.0,37.5,52.5,98.0,153.33,127.67,120.0,105.0,50.0,77.5,182.74,185.0,220.0,140.0,210.0,102.69,137.5,520.0,27.5,50.0,65.0,66.5,31.67,50.0,35.72714285714286,41.42,40.30714285714286
2024-06-16,Odisha,38.22,37.25,40.56,84.78,164.11,125.44,111.22,83.56,45.78,52.67,172.5,139.89,114.13,120.33,115.44,95.78,51.67,282.75,26.67,28.0,35.78,44.78,35.0,33.06,34.72714285714286,37.5,40.06142857142857
2024-06-16,Puducherry,64.0,45.0,40.0,91.0,177.0,137.0,120.0,90.0,43.0,48.0,195.0,146.0,142.0,120.33,110.0,98.0,48.0,298.0,26.0,45.0,36.0,28.0,26.5,28.0,37.370000000000005,32.67,40.537142857142854
2024-06-16,Punjab,38.75,25.67,31.08,91.83,160.08,127.17,116.67,96.92,44.75,61.5,196.27,129.75,122.42,116.67,132.91,101.89,53.83,272.08,26.08,26.33,37.25,21.42,38.23,45.0,35.67,36.7,40.61571428571428
2024-06-16,Rajasthan,40.5,29.5,31.33,73.67,138.33,107.5,101.83,86.33,41.17,52.17,153.67,144.0,122.33,127.33,142.67,101.89,42.17,282.17,16.5,23.0,26.5,31.0,27.92,26.29,34.96714285714285,29.95,40.12285714285714
2024-06-16,Sikkim,49.5,33.5,40.5,87.5,150.0,130.0,116.5,97.5,47.5,65.0,153.67,166.5,112.0,148.5,175.0,101.89,57.5,350.0,20.5,37.5,60.0,55.0,38.11,24.2,34.879999999999995,36.0,43.55142857142857
2024-06-16,Tamil Nadu,61.6,45.0,54.85,93.0,181.2,145.6,124.7,95.06,44.21,47.0,204.47,177.28,129.68,148.5,112.32,92.95,56.16,301.29,23.84,47.26,45.95,60.0,34.33,37.0,36.72714285714285,44.33,43.78285714285715
2024-06-16,Telangana,50.0,38.33,49.33,81.67,162.0,131.33,115.33,94.0,40.0,60.0,157.67,155.0,106.67,103.0,111.0,97.0,55.33,290.0,19.33,25.33,36.67,40.67,50.0,46.08,33.20285714285714,65.0,39.73571428571429
2024-06-16,Uttar Pradesh,38.62,26.05,32.47,83.98,157.6,121.28,114.6,93.88,43.81,62.49,189.96,139.67,127.43,131.24,153.91,111.14,49.71,235.0,26.6,25.76,32.53,28.21,28.0,33.2,32.88285714285714,35.78,39.271428571428565
2024-06-16,Uttarakhand,36.0,24.0,31.0,82.0,170.0,115.0,120.0,111.0,44.0,57.0,150.0,127.0,120.0,125.0,165.0,111.14,57.0,280.0,28.0,30.0,30.0,23.0,45.0,34.5,30.740000000000002,36.0,38.41428571428571
2024-06-16,West Bengal,42.46,30.0,37.31,81.77,156.08,119.92,127.23,106.23,45.77,55.46,196.33,131.38,112.31,111.08,126.69,99.31,52.38,257.31,21.38,28.15,36.62,41.54,26.33,25.71,31.0,37.25,38.324285714285715
2024-06-17,Andaman and Nicobar,52.0,30.0,67.0,105.0,178.0,170.0,145.0,112.0,58.0,75.0,262.0,173.0,148.0,111.08,145.0,118.0,87.0,285.0,20.0,60.0,60.0,80.0,23.0,28.25,36.285714285714285,26.5,43.11
2024-06-17,Andhra Pradesh,60.6,44.4,47.2,88.0,176.6,138.6,126.0,101.6,42.8,60.4,166.8,169.4,111.0,146.33,111.4,90.2,58.8,327.0,21.8,34.6,33.2,40.6,37.5,28.25,35.871428571428574,60.0,39.28142857142857
2024-06-17,Arunachal pradesh,48.0,45.0,45.67,102.33,149.67,129.33,120.0,106.67,55.0,77.0,143.5,176.5,168.5,144.0,186.5,90.2,75.0,298.5,20.0,50.0,50.0,70.0,47.26,35.5,36.26285714285714,45.95,39.86
2024-06-17,Assam,40.0,32.75,36.05,87.74,164.26,112.13,116.32,92.0,47.58,72.21,232.25,147.95,131.86,128.42,141.53,109.0,60.16,244.53,14.42,31.21,36.58,48.56,25.33,50.0,37.10285714285715,36.67,39.847142857142856
2024-06-17,Bihar,37.44,26.81,32.19,83.0,155.63,122.44,115.63,80.69,44.5,57.25,175.33,134.06,120.31,123.69,158.93,102.46,48.5,271.63,22.69,24.69,31.0,28.69,25.76,30.07,36.949999999999996,32.53,39.62857142857143
2024-06-17,Chandigarh,40.0,32.0,34.0,95.0,179.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,253.0,28.0,24.0,32.0,35.0,30.0,24.75,36.09285714285714,30.0,39.91428571428572
2024-06-17,Chhattisgarh,39.0,38.75,38.75,87.0,157.0,116.0,119.25,89.5,43.0,59.0,188.25,141.75,122.75,129.25,151.25,113.5,48.0,222.25,23.25,32.5,36.25,42.0,28.15,24.0,36.714285714285715,36.62,39.861428571428576
2024-06-17,Delhi,40.0,29.0,31.0,97.0,177.0,147.0,127.0,90.0,44.0,56.0,209.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,30.0,48.0,32.0,60.0,31.6,32.42857142857143,60.0,38.14714285714286
2024-06-17,DNH and DD,50.0,41.33,47.67,91.67,177.0,148.67,131.67,95.33,43.67,65.0,192.67,150.33,134.0,135.0,127.0,107.0,63.67,350.0,27.33,32.67,32.33,50.0,34.6,30.0,32.152857142857144,33.2,38.02285714285714
2024-06-17,Gujarat,44.75,40.75,43.75,90.5,171.0,132.5,126.75,95.75,43.25,61.75,177.75,144.75,133.5,134.25,131.0,114.0,55.0,245.5,16.5,32.0,32.0,35.5,50.0,32.67,29.58142857142857,50.0,35.45142857142857
2024-06-17,Haryana,43.25,30.0,34.25,77.5,128.75,107.0,107.75,96.25,43.75,60.0,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,20.0,33.5,23.75,31.21,30.33,27.98,36.58,35.011428571428574
2024-06-17,Himachal Pradesh,40.75,22.0,33.33,87.92,167.25,135.25,116.58,89.58,47.17,52.17,219.5,162.25,138.0,129.4,143.5,118.0,48.75,270.33,27.5,31.5,41.25,29.58,24.69,15.0,28.95285714285714,31.0,36.47571428571429
2024-06-17,Jammu and Kashmir,36.0,30.0,36.0,90.0,140.0,120.0,120.0,100.0,50.0,49.0,219.5,145.0,137.0,133.0,148.0,140.0,48.0,367.0,28.0,30.0,37.0,45.0,24.0,31.67,29.81,32.0,37.19
2024-06-17,Jharkhand,40.31,31.87,35.25,82.31,159.44,123.38,115.13,83.44,45.75,59.27,175.18,138.31,124.94,125.67,148.67,103.47,49.81,276.94,24.5,26.88,32.31,31.19,32.5,35.0,29.00714285714286,36.25,36.62714285714286
2024-06-17,Karnataka,59.9,43.74,47.16,94.65,167.77,142.1,127.87,107.29,42.77,50.35,179.06,163.9,119.9,136.43,120.42,97.52,52.23,289.87,20.26,38.32,36.84,48.52,30.0,26.5,30.195714285714285,48.0,35.03285714285715
2024-06-17,Madhya Pradesh,41.39,28.9,34.44,86.8,166.76,120.9,115.83,91.71,43.41,58.05,190.98,135.78,119.68,113.02,137.05,110.85,47.9,257.35,19.07,27.46,30.2,31.22,32.67,38.23,29.451428571428572,32.33,34.72857142857143
2024-06-17,Maharashtra,51.89,38.47,42.26,91.05,176.47,135.68,128.11,96.42,43.21,59.95,182.68,158.17,128.05,112.05,121.11,102.56,55.58,298.68,23.47,38.26,35.74,49.05,32.0,27.92,30.345714285714287,32.0,35.26285714285714
2024-06-17,Meghalaya,45.57,38.43,36.86,92.75,156.0,132.6,121.14,91.43,49.43,74.29,182.68,133.0,138.0,125.5,185.33,175.0,73.2,350.0,23.14,34.86,44.57,51.14,20.0,38.11,32.46857142857143,33.5,36.84428571428572
2024-06-17,Mizoram,47.13,41.57,45.0,108.17,152.5,125.0,126.67,100.13,50.38,78.88,150.0,187.13,186.67,122.88,202.33,127.67,127.0,461.17,28.88,42.5,53.5,75.13,31.5,34.33,34.04,41.25,38.59428571428572
2024-06-17,Nagaland,41.75,42.88,48.0,102.5,130.67,132.5,121.67,97.38,50.06,73.29,200.0,138.88,166.0,149.88,195.0,142.5,84.0,322.67,17.88,33.06,52.06,57.5,30.0,50.0,34.47714285714286,37.0,40.74571428571429
2024-06-17,Odisha,39.5,37.11,39.5,85.4,164.8,127.2,111.2,82.7,45.7,52.6,165.0,140.2,111.33,115.0,114.9,95.7,51.5,275.56,26.5,28.0,35.0,44.6,26.88,28.0,34.637142857142855,32.31,41.13
2024-06-17,Puducherry,65.0,45.0,40.0,91.0,177.0,137.0,120.0,90.0,43.0,48.0,195.0,146.0,142.0,115.0,110.0,98.0,48.0,298.0,26.0,45.0,36.0,28.0,38.32,45.0,35.59142857142857,36.84,41.01
2024-06-17,Punjab,38.86,25.29,31.14,92.14,162.86,128.79,118.5,98.14,44.64,60.71,199.25,129.36,122.0,116.64,132.67,101.5,54.21,272.57,26.36,26.57,37.29,21.64,27.46,26.33,35.464285714285715,30.2,42.02285714285715
2024-06-17,Rajasthan,38.22,30.33,32.33,73.67,130.78,114.0,106.44,89.22,41.56,51.44,169.89,138.0,121.11,135.44,151.63,111.0,43.44,284.22,19.0,22.33,32.33,33.33,38.26,23.0,33.18857142857143,35.74,41.535714285714285
2024-06-17,Sikkim,54.67,35.0,40.33,86.67,145.0,129.33,121.0,96.67,48.33,64.0,169.89,164.0,113.0,139.33,164.33,111.0,58.33,409.0,18.67,37.67,55.0,56.0,34.86,37.5,33.589999999999996,44.57,43.02571428571429
2024-06-17,Tamil Nadu,60.65,44.56,54.65,93.4,180.85,145.5,124.35,90.71,44.35,46.4,205.6,176.39,128.75,139.33,113.8,93.45,54.85,298.4,25.15,46.85,46.1,59.55,42.5,47.26,34.21142857142858,53.5,41.96857142857143
2024-06-17,Telangana,50.0,38.33,49.33,81.67,162.0,131.33,115.33,94.0,40.0,60.0,157.67,155.0,106.67,103.0,111.0,97.0,55.33,290.0,19.33,26.0,37.33,42.67,33.06,25.33,33.20285714285715,52.06,39.864285714285714
2024-06-17,Tripura,38.5,38.33,39.0,87.0,144.33,128.0,111.25,103.75,48.0,70.25,157.67,132.25,122.67,116.0,139.75,100.25,69.25,221.5,10.0,34.5,40.25,49.5,28.0,25.76,34.13142857142857,35.0,40.614285714285714
2024-06-17,Uttar Pradesh,38.86,26.27,32.59,84.21,158.38,121.71,114.95,93.35,43.76,62.98,192.25,140.13,127.15,129.97,151.74,110.5,49.97,238.29,26.67,26.78,32.6,28.57,45.0,30.0,31.52857142857143,36.0,40.128571428571426
2024-06-17,Uttarakhand,39.5,24.5,32.5,87.0,155.0,115.5,114.5,100.5,44.5,61.0,151.0,134.0,122.0,128.5,156.5,110.5,60.5,290.0,28.0,30.0,35.0,20.5,26.57,28.15,32.01857142857143,37.29,39.80142857142857
2024-06-17,West Bengal,43.06,29.56,37.82,81.41,155.47,120.31,124.47,104.47,45.88,54.82,195.7,131.47,110.94,111.24,126.47,99.88,51.47,267.71,21.18,28.59,34.65,40.88,22.33,60.0,32.91285714285714,32.33,40.13285714285714
2024-06-18,Andaman and Nicobar,48.0,29.56,68.0,95.67,172.67,156.67,137.33,102.0,55.67,73.0,232.5,171.67,167.0,111.24,128.67,114.0,76.33,316.0,20.67,60.0,56.67,89.33,37.67,34.6,36.10285714285715,55.0,40.371428571428574
2024-06-18,Andhra Pradesh,60.6,44.4,47.4,88.0,176.8,138.0,125.8,101.6,42.8,60.4,166.8,167.2,111.0,146.33,111.4,90.2,58.6,327.0,21.8,36.6,37.6,49.0,46.85,50.0,34.63857142857143,46.1,39.15714285714286
2024-06-18,Arunachal pradesh,50.0,45.0,46.0,103.33,158.0,136.0,123.33,103.33,55.0,77.0,167.0,140.5,128.5,131.5,161.5,90.2,80.0,327.0,17.5,42.5,45.0,60.0,26.0,31.21,36.99571428571429,37.33,40.25285714285714
2024-06-18,Assam,42.42,32.75,36.54,89.65,162.19,114.68,116.23,92.62,47.58,71.31,214.8,149.15,136.1,136.69,146.05,113.76,59.69,254.54,13.5,30.92,37.46,46.0,34.5,24.69,36.48428571428572,40.25,39.854285714285716
2024-06-18,Bihar,37.97,27.19,33.29,81.68,154.52,120.58,114.16,80.42,44.38,56.07,175.93,135.23,122.1,126.23,162.96,103.85,47.21,278.61,23.62,23.93,31.37,31.33,26.78,24.0,36.07714285714286,32.6,39.67857142857143
2024-06-18,Chandigarh,40.0,32.0,34.0,95.0,179.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,253.0,28.0,24.0,32.0,35.0,30.0,32.5,35.220000000000006,35.0,39.25
2024-06-18,Chhattisgarh,42.29,39.29,40.57,95.57,165.29,117.14,113.71,96.0,43.57,55.43,204.43,152.86,133.14,130.57,138.57,114.29,48.57,313.57,22.71,31.14,37.29,36.14,28.59,30.0,35.58428571428572,34.65,39.62714285714286
2024-06-18,Delhi,40.0,29.0,31.0,97.0,177.0,147.0,127.0,90.0,44.0,56.0,209.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,30.0,48.0,32.0,60.0,32.67,31.29857142857143,56.67,38.38857142857143
2024-06-18,DNH and DD,50.0,41.33,47.67,91.67,177.0,148.67,131.67,95.33,43.67,65.0,192.67,150.33,134.0,135.0,127.0,107.0,63.67,350.0,27.33,33.33,33.33,51.67,36.6,32.0,30.83142857142857,37.6,37.778571428571425
2024-06-18,Goa,52.5,48.0,45.5,94.5,182.5,153.5,133.5,96.5,44.0,57.5,220.5,162.5,143.0,156.5,118.5,98.0,60.0,329.0,24.5,42.0,44.0,56.0,42.5,20.0,30.759999999999998,45.0,37.635714285714286
2024-06-18,Gujarat,42.33,38.5,41.67,90.17,169.67,125.17,118.17,93.0,43.17,59.67,176.83,148.0,135.0,133.17,127.33,104.67,58.5,257.0,17.67,33.0,33.67,37.5,30.92,31.5,31.057142857142857,37.46,37.09428571428572
2024-06-18,Haryana,44.0,30.25,34.5,78.25,129.75,108.25,109.25,97.0,44.5,60.25,180.75,137.0,127.25,126.5,152.75,105.5,49.25,229.25,25.25,20.75,33.75,24.25,23.93,30.0,30.602857142857143,31.37,37.434285714285714
2024-06-18,Himachal Pradesh,40.83,22.0,33.42,88.25,167.75,135.25,116.58,89.58,47.08,52.17,219.75,162.17,138.0,129.4,143.5,118.0,48.67,270.33,27.5,31.75,41.25,29.58,24.0,26.88,31.71,32.0,38.75571428571429
2024-06-18,Jammu and Kashmir,36.0,30.0,36.0,90.0,140.0,120.0,120.0,100.0,50.0,49.0,219.75,145.0,136.0,135.0,153.0,118.0,48.0,367.0,28.0,30.0,38.0,45.0,31.14,38.32,31.547142857142855,37.29,38.857142857142854
2024-06-18,Jharkhand,39.53,31.5,35.0,82.21,158.47,121.05,113.16,82.32,45.65,59.06,176.92,139.79,124.42,126.11,151.13,104.24,49.82,287.0,24.12,27.42,33.32,34.32,30.0,27.46,31.178571428571427,48.0,36.76
2024-06-18,Karnataka,60.33,43.43,47.57,93.7,169.83,141.93,127.93,106.97,42.86,51.75,181.57,162.93,121.47,135.62,120.27,97.13,52.43,285.57,20.64,38.38,36.93,51.52,33.33,38.26,31.900000000000002,33.33,37.27428571428572
2024-06-18,Kerala,50.69,44.85,46.08,103.42,189.1,150.44,137.7,111.4,44.36,54.21,221.0,163.14,145.0,135.62,117.69,99.36,62.79,234.21,14.91,50.14,42.43,75.86,42.0,34.86,33.06285714285714,44.0,37.050000000000004
2024-06-18,Madhya Pradesh,41.32,28.94,34.23,86.57,165.15,120.15,115.72,91.85,43.51,58.02,189.64,135.72,120.21,112.57,136.67,110.09,48.11,254.3,19.47,27.81,30.96,32.79,33.0,42.5,32.32142857142857,33.67,36.66285714285714
2024-06-18,Maharashtra,51.95,38.63,42.37,90.89,176.47,135.63,127.74,96.37,43.16,59.95,182.63,158.17,128.05,112.16,121.26,102.56,55.53,299.05,23.47,38.63,37.21,54.11,20.75,33.06,34.87571428571429,33.75,37.15714285714286
2024-06-18,Meghalaya,46.0,38.4,36.9,94.33,162.14,133.33,120.8,89.8,49.5,73.8,182.63,136.6,138.0,126.2,172.0,126.0,73.83,373.4,21.3,34.9,43.0,48.8,31.75,28.0,35.325714285714284,41.25,37.40714285714286
2024-06-18,Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100.27,50.55,78.0,159.5,185.55,170.8,127.82,190.25,130.83,121.5,479.67,29.18,42.36,53.0,77.18,30.0,45.0,37.09142857142857,38.0,39.550000000000004
2024-06-18,Nagaland,41.75,42.88,48.0,102.5,130.67,132.5,121.67,97.38,50.06,73.29,200.0,138.88,166.0,149.88,195.0,142.5,84.0,322.67,17.88,33.06,52.19,57.19,27.42,26.57,37.89714285714285,33.32,42.24571428571429
2024-06-18,Odisha,39.05,36.44,39.71,83.71,161.95,121.57,113.1,82.76,44.6,52.26,171.67,142.57,117.7,131.38,116.86,94.67,50.45,283.47,26.05,27.52,37.62,48.33,38.38,22.33,36.34571428571429,36.93,42.34428571428572
2024-06-18,Puducherry,65.0,45.0,40.0,91.0,177.0,137.0,120.0,90.0,43.0,48.0,195.0,146.0,142.0,131.38,110.0,100.0,48.0,298.0,26.0,45.0,36.0,28.0,50.14,37.67,35.611428571428576,42.43,41.425714285714285
2024-06-18,Punjab,39.4,25.27,31.2,91.53,159.8,127.87,117.73,98.6,44.73,60.8,199.23,129.33,121.87,117.0,135.92,102.64,53.93,270.27,26.33,26.47,37.47,23.47,27.81,46.85,35.42,30.96,42.355714285714285
2024-06-18,Rajasthan,42.35,29.6,33.4,75.35,129.55,113.1,106.15,91.5,42.3,52.68,181.7,144.63,125.24,134.56,157.4,107.33,43.5,308.84,20.94,24.47,34.53,33.37,38.63,26.0,33.39714285714286,37.21,41.972857142857144
2024-06-18,Sikkim,54.67,35.0,40.33,86.67,145.0,129.33,121.0,96.67,48.33,64.0,181.7,164.0,113.0,139.33,164.33,107.33,58.33,409.0,18.67,37.67,55.0,60.0,34.9,34.5,33.792857142857144,43.0,43.68714285714286
2024-06-18,Tamil Nadu,61.81,44.97,53.69,93.72,182.0,145.09,125.03,93.79,44.09,47.19,204.56,174.13,127.38,139.33,113.19,93.47,56.16,309.0,24.16,47.94,45.53,65.84,42.36,26.78,34.589999999999996,53.0,42.62
2024-06-18,Telangana,54.4,42.6,45.9,80.0,165.5,129.0,119.5,93.3,41.3,66.3,164.4,166.5,121.3,150.5,116.0,97.7,57.1,305.1,20.4,35.0,39.7,50.7,33.06,30.0,34.86714285714286,52.19,40.83571428571428
2024-06-18,Tripura,38.5,42.6,39.0,87.0,146.0,128.0,110.25,102.75,48.0,70.25,164.4,132.25,122.67,116.0,139.75,100.25,69.25,221.5,10.25,34.5,40.25,49.5,27.52,28.59,35.864285714285714,37.62,41.21142857142858
2024-06-18,Uttar Pradesh,38.81,26.14,32.47,83.33,157.67,120.56,114.77,93.8,43.76,62.89,189.19,140.08,127.92,130.66,152.86,110.74,49.5,239.16,26.66,26.43,32.84,30.65,45.0,60.0,33.21142857142858,36.0,40.76
2024-06-18,Uttarakhand,38.0,27.33,33.0,91.67,142.33,113.0,109.33,99.0,43.0,59.67,149.0,138.33,130.67,133.33,152.33,143.0,57.33,278.0,28.0,28.67,32.33,23.33,26.47,36.6,33.52571428571428,37.47,40.02571428571429
2024-06-18,West Bengal,44.73,30.1,37.5,84.86,155.5,124.43,130.55,106.59,46.0,54.18,198.82,133.45,114.18,113.36,127.41,100.3,52.14,276.05,22.68,29.18,35.77,44.5,24.47,42.5,34.19857142857143,34.53,40.20285714285715
2024-06-19,Andaman and Nicobar,48.0,30.1,68.0,96.33,173.33,156.67,138.0,102.0,55.33,73.0,232.5,172.33,165.67,113.36,128.0,114.33,77.0,316.0,20.33,60.0,56.67,94.33,37.67,30.92,37.38857142857143,55.0,40.441428571428574
2024-06-19,Andhra Pradesh,60.2,43.8,47.2,87.6,176.4,136.4,124.8,100.2,42.6,60.0,166.8,164.2,111.25,159.5,111.2,90.2,57.8,290.5,21.6,34.6,38.6,53.8,47.94,23.93,35.48285714285714,45.53,39.45142857142857
2024-06-19,Arunachal pradesh,48.0,45.0,45.67,102.33,150.33,129.33,120.0,106.67,55.0,77.0,143.5,176.5,168.5,144.0,186.5,90.2,75.0,298.5,20.0,37.5,45.0,55.0,35.0,24.0,35.839999999999996,39.7,40.208571428571425
2024-06-19,Assam,43.04,32.77,36.44,89.67,161.56,115.63,115.63,91.93,47.41,70.81,209.0,149.67,137.67,137.7,148.13,114.89,59.04,253.56,13.37,30.67,38.78,45.4,34.5,31.14,35.292857142857144,40.25,39.99857142857143
2024-06-19,Bihar,38.05,27.24,33.32,81.63,154.03,120.34,114.32,80.42,44.35,56.11,182.31,136.16,123.59,126.68,159.7,104.47,47.54,280.58,23.19,23.54,31.78,31.16,26.43,30.0,34.88,32.84,39.847142857142856
2024-06-19,Chandigarh,40.0,32.0,34.0,95.0,179.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,253.0,28.0,24.0,38.0,35.0,28.67,33.33,34.212857142857146,32.33,40.65714285714286
2024-06-19,Chhattisgarh,39.57,37.57,39.14,92.57,163.57,115.86,114.57,92.0,43.43,57.71,197.29,152.71,125.71,133.29,147.57,115.86,47.57,295.71,22.29,33.86,39.14,40.86,29.18,42.0,34.88142857142857,35.77,41.13857142857143
2024-06-19,Delhi,40.0,29.0,31.0,97.0,177.0,147.0,127.0,90.0,44.0,56.0,209.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,30.0,50.0,33.0,60.0,33.0,30.595714285714287,56.67,40.18571428571429
2024-06-19,DNH and DD,45.0,40.5,49.5,89.5,174.5,151.0,132.0,96.0,44.5,64.5,200.5,153.5,131.0,144.0,130.0,112.5,65.5,280.0,27.0,35.0,33.5,53.5,34.6,20.75,30.65285714285714,38.6,39.457142857142856
2024-06-19,Goa,52.5,48.0,45.5,95.0,183.5,153.5,133.5,96.5,44.0,57.5,220.5,162.5,143.0,156.5,118.5,98.0,60.5,329.0,24.5,42.0,43.0,61.5,37.5,31.75,31.295714285714286,45.0,39.17142857142857
2024-06-19,Gujarat,43.25,37.88,40.75,88.13,170.38,126.38,118.63,92.88,43.13,61.5,177.88,144.13,128.38,129.75,125.63,104.13,56.13,253.75,16.5,30.63,35.5,39.38,30.67,30.0,31.29,38.78,38.70285714285715
2024-06-19,Haryana,42.75,29.5,33.75,78.75,133.0,108.25,107.5,93.75,43.67,58.0,176.33,141.67,124.0,122.67,148.33,95.67,49.0,215.67,24.0,19.67,33.67,23.0,23.54,27.42,30.737142857142857,31.78,38.972857142857144
2024-06-19,Himachal Pradesh,40.75,22.0,33.33,88.25,167.67,135.25,116.58,89.58,47.0,52.17,221.67,162.18,138.73,130.56,145.67,118.0,48.75,270.42,27.58,31.92,41.25,30.08,24.0,38.38,31.868571428571432,38.0,39.43714285714286
2024-06-19,Jammu and Kashmir,46.25,30.5,36.75,93.75,158.25,133.5,126.0,100.75,52.5,50.5,221.67,144.75,133.5,132.25,145.25,121.33,57.5,297.25,28.0,32.25,39.75,36.5,33.86,50.14,31.63857142857143,39.14,39.52428571428572
2024-06-19,Jharkhand,39.74,31.56,35.26,81.89,159.11,120.58,113.53,82.58,45.61,59.18,178.15,140.05,124.95,126.11,151.2,104.59,50.33,285.83,24.39,27.68,33.63,37.16,30.0,27.81,31.307142857142857,50.0,37.18571428571429
2024-06-19,Karnataka,60.03,43.72,47.63,94.16,168.34,141.94,127.69,106.97,42.78,50.94,180.63,163.03,120.66,135.84,120.78,97.66,52.41,291.31,20.53,38.22,37.5,53.19,35.0,38.63,31.767142857142854,33.5,37.75714285714286
