DATE,States/UTs,Commodity,Price,Dates
2024-06-19,Telangana,Palm Oil (Packed),98.67,
2024-06-19,Tripura,Palm Oil (Packed),100.25,
2024-06-19,Uttar Pradesh,Palm Oil (Packed),110.66,
2024-06-19,Uttarakhand,Palm Oil (Packed),116.5,
2024-06-19,West Bengal,Palm Oil (Packed),99.15,
2024-06-20,Andaman and Nicobar,Palm Oil (Packed),114.33,
2024-06-20,Andhra Pradesh,Palm Oil (Packed),90.2,
2024-06-20,Arunachal pradesh,Palm Oil (Packed),90.2,
2024-06-20,Assam,Palm Oil (Packed),114.89,
2024-06-20,Bihar,Palm Oil (Packed),104.47,
2024-06-20,Chandigarh,Palm Oil (Packed),105.0,
2024-06-20,Chhattisgarh,Palm Oil (Packed),115.86,
2024-06-20,Delhi,Palm Oil (Packed),104.0,
2024-06-20,DNH and DD,Palm Oil (Packed),112.5,
2024-06-20,Goa,Palm Oil (Packed),98.0,
2024-06-20,Gujarat,Palm Oil (Packed),104.13,
2024-06-20,Haryana,Palm Oil (Packed),95.67,
2024-06-20,Himachal Pradesh,Palm Oil (Packed),118.0,
2024-06-20,Jammu and Kashmir,Palm Oil (Packed),121.33,
2024-06-20,Jharkhand,Palm Oil (Packed),104.59,
2024-06-20,Karnataka,Palm Oil (Packed),97.66,
2024-06-20,Kerala,Palm Oil (Packed),99.9,
2024-06-20,Madhya Pradesh,Palm Oil (Packed),111.57,
2024-06-20,Maharashtra,Palm Oil (Packed),102.88,
2024-06-20,Manipur,Palm Oil (Packed),140.0,
2024-06-20,Meghalaya,Palm Oil (Packed),126.0,
2024-06-20,Mizoram,Palm Oil (Packed),130.83,
2024-06-20,Nagaland,Palm Oil (Packed),142.5,
2024-06-20,Odisha,Palm Oil (Packed),94.9,
2024-06-20,Puducherry,Palm Oil (Packed),100.0,
2024-06-20,Punjab,Palm Oil (Packed),102.82,
2024-06-20,Rajasthan,Palm Oil (Packed),138.0,
2024-06-20,Sikkim,Palm Oil (Packed),138.0,
2024-06-20,Tamil Nadu,Palm Oil (Packed),93.56,
2024-06-20,Telangana,Palm Oil (Packed),98.67,
2024-06-20,Tripura,Palm Oil (Packed),100.25,
2024-06-20,Uttar Pradesh,Palm Oil (Packed),110.66,
2024-06-20,Uttarakhand,Palm Oil (Packed),116.5,
2024-06-20,West Bengal,Palm Oil (Packed),99.15,
2024-06-21,Andaman and Nicobar,Palm Oil (Packed),114.33,
2024-06-21,Andhra Pradesh,Palm Oil (Packed),89.5,
2024-06-21,Arunachal pradesh,Palm Oil (Packed),89.5,
2024-06-21,Assam,Palm Oil (Packed),116.47,
2024-06-21,Bihar,Palm Oil (Packed),103.44,
2024-06-21,Chandigarh,Palm Oil (Packed),105.0,
2024-06-21,Chhattisgarh,Palm Oil (Packed),113.75,
2024-06-21,Delhi,Palm Oil (Packed),104.0,
2024-06-21,DNH and DD,Palm Oil (Packed),107.0,
2024-06-21,Goa,Palm Oil (Packed),98.0,
2024-06-21,Gujarat,Palm Oil (Packed),102.33,
2024-06-21,Haryana,Palm Oil (Packed),96.0,
2024-06-21,Himachal Pradesh,Palm Oil (Packed),118.0,
2024-06-21,Jammu and Kashmir,Palm Oil (Packed),120.33,
2024-06-21,Jharkhand,Palm Oil (Packed),104.47,
2024-06-21,Karnataka,Palm Oil (Packed),97.61,
2024-06-21,Kerala,Palm Oil (Packed),100.56,
2024-06-21,Madhya Pradesh,Palm Oil (Packed),110.17,
2024-06-21,Maharashtra,Palm Oil (Packed),102.88,
2024-06-21,Manipur,Palm Oil (Packed),102.88,
2024-06-21,Meghalaya,Palm Oil (Packed),139.0,
2024-06-21,Mizoram,Palm Oil (Packed),130.83,
2024-06-21,Nagaland,Palm Oil (Packed),142.5,
2024-06-21,Odisha,Palm Oil (Packed),96.55,
2024-06-21,Puducherry,Palm Oil (Packed),100.0,
2024-06-21,Punjab,Palm Oil (Packed),101.2,
2024-06-21,Rajasthan,Palm Oil (Packed),115.5,
2024-06-21,Sikkim,Palm Oil (Packed),115.5,
2024-06-21,Tamil Nadu,Palm Oil (Packed),93.23,
2024-06-21,Telangana,Palm Oil (Packed),98.2,
2024-06-21,Tripura,Palm Oil (Packed),100.25,
2024-06-21,Uttar Pradesh,Palm Oil (Packed),110.49,
2024-06-21,Uttarakhand,Palm Oil (Packed),116.5,
2024-06-21,West Bengal,Palm Oil (Packed),100.3,
2024-06-22,Andaman and Nicobar,Palm Oil (Packed),114.67,
2024-06-22,Andhra Pradesh,Palm Oil (Packed),90.2,
2024-06-22,Arunachal pradesh,Palm Oil (Packed),90.2,
2024-06-22,Assam,Palm Oil (Packed),110.67,
2024-06-22,Bihar,Palm Oil (Packed),103.2,
2024-06-22,Chandigarh,Palm Oil (Packed),105.0,
2024-06-22,Chhattisgarh,Palm Oil (Packed),108.5,
2024-06-22,Delhi,Palm Oil (Packed),104.0,
2024-06-22,DNH and DD,Palm Oil (Packed),107.0,
2024-06-22,Gujarat,Palm Oil (Packed),112.67,
2024-06-22,Haryana,Palm Oil (Packed),95.5,
2024-06-22,Himachal Pradesh,Palm Oil (Packed),118.0,
2024-06-22,Jammu and Kashmir,Palm Oil (Packed),142.0,
2024-06-22,Jharkhand,Palm Oil (Packed),104.59,
2024-06-22,Karnataka,Palm Oil (Packed),97.47,
2024-06-22,Kerala,Palm Oil (Packed),99.64,
2024-06-22,Madhya Pradesh,Palm Oil (Packed),109.55,
2024-06-22,Maharashtra,Palm Oil (Packed),102.94,
2024-06-22,Meghalaya,Palm Oil (Packed),175.0,
2024-06-22,Mizoram,Palm Oil (Packed),175.0,
2024-06-22,Nagaland,Palm Oil (Packed),142.5,
2024-06-22,Odisha,Palm Oil (Packed),96.0,
2024-06-22,Puducherry,Palm Oil (Packed),100.0,
2024-06-22,Punjab,Palm Oil (Packed),101.2,
2024-06-22,Rajasthan,Palm Oil (Packed),111.0,
2024-06-22,Sikkim,Palm Oil (Packed),111.0,
2024-06-22,Tamil Nadu,Palm Oil (Packed),93.7,
2024-06-22,Telangana,Palm Oil (Packed),98.5,
2024-06-22,Tripura,Palm Oil (Packed),100.25,
2024-06-22,Uttar Pradesh,Palm Oil (Packed),110.24,
2024-06-22,Uttarakhand,Palm Oil (Packed),110.24,
2024-06-22,West Bengal,Palm Oil (Packed),98.94,
2024-06-23,Andhra Pradesh,Palm Oil (Packed),91.0,
2024-06-23,Arunachal pradesh,Palm Oil (Packed),91.0,
2024-06-23,Assam,Palm Oil (Packed),106.1,
2024-06-23,Bihar,Palm Oil (Packed),101.93,
2024-06-23,Chandigarh,Palm Oil (Packed),105.0,
2024-06-23,Chhattisgarh,Palm Oil (Packed),102.4,
2024-06-23,Delhi,Palm Oil (Packed),104.0,
2024-06-23,DNH and DD,Palm Oil (Packed),107.0,
2024-06-23,Gujarat,Palm Oil (Packed),108.25,
2024-06-23,Haryana,Palm Oil (Packed),95.67,
2024-06-23,Himachal Pradesh,Palm Oil (Packed),118.0,
2024-06-23,Jammu and Kashmir,Palm Oil (Packed),140.0,
2024-06-23,Jharkhand,Palm Oil (Packed),105.11,
2024-06-23,Karnataka,Palm Oil (Packed),97.14,
2024-06-23,Madhya Pradesh,Palm Oil (Packed),110.71,
2024-06-23,Maharashtra,Palm Oil (Packed),102.94,
2024-06-23,Meghalaya,Palm Oil (Packed),102.94,
2024-06-23,Mizoram,Palm Oil (Packed),102.94,
2024-06-23,Odisha,Palm Oil (Packed),92.63,
2024-06-23,Punjab,Palm Oil (Packed),101.56,
2024-06-23,Rajasthan,Palm Oil (Packed),101.56,
2024-06-23,Sikkim,Palm Oil (Packed),101.56,
2024-06-23,Tamil Nadu,Palm Oil (Packed),92.94,
2024-06-23,Telangana,Palm Oil (Packed),97.0,
2024-06-23,Uttar Pradesh,Palm Oil (Packed),111.52,
2024-06-23,West Bengal,Palm Oil (Packed),101.0,
2024-06-24,Andaman and Nicobar,Palm Oil (Packed),116.0,
2024-06-24,Andhra Pradesh,Palm Oil (Packed),90.2,
2024-06-24,Arunachal pradesh,Palm Oil (Packed),90.2,
2024-06-24,Assam,Palm Oil (Packed),115.16,
2024-06-24,Bihar,Palm Oil (Packed),104.53,
2024-06-24,Chandigarh,Palm Oil (Packed),105.0,
2024-06-24,Chhattisgarh,Palm Oil (Packed),116.83,
2024-06-24,Delhi,Palm Oil (Packed),104.0,
2024-06-24,DNH and DD,Palm Oil (Packed),107.67,
2024-06-24,Goa,Palm Oil (Packed),98.0,
2024-06-24,Gujarat,Palm Oil (Packed),106.14,
2024-06-24,Haryana,Palm Oil (Packed),95.75,
2024-06-24,Himachal Pradesh,Palm Oil (Packed),118.0,
2024-06-24,Jammu and Kashmir,Palm Oil (Packed),120.0,
2024-06-24,Jharkhand,Palm Oil (Packed),104.76,
2024-06-24,Karnataka,Palm Oil (Packed),97.74,
2024-06-24,Kerala,Palm Oil (Packed),100.1,
2024-06-24,Madhya Pradesh,Palm Oil (Packed),109.77,
2024-06-24,Maharashtra,Palm Oil (Packed),103.0,
2024-06-24,Manipur,Palm Oil (Packed),140.0,
2024-06-24,Meghalaya,Palm Oil (Packed),139.0,
2024-06-24,Mizoram,Palm Oil (Packed),130.83,
2024-06-24,Nagaland,Palm Oil (Packed),142.5,
2024-06-24,Odisha,Palm Oil (Packed),94.96,
2024-06-24,Puducherry,Palm Oil (Packed),100.0,
2024-06-24,Punjab,Palm Oil (Packed),102.45,
2024-06-24,Rajasthan,Palm Oil (Packed),110.5,
2024-06-24,Sikkim,Palm Oil (Packed),110.5,
2024-06-24,Tamil Nadu,Palm Oil (Packed),93.59,
2024-06-24,Telangana,Palm Oil (Packed),98.3,
2024-06-24,Tripura,Palm Oil (Packed),100.25,
2024-06-24,Uttar Pradesh,Palm Oil (Packed),110.42,
2024-06-24,Uttarakhand,Palm Oil (Packed),116.5,
2024-06-24,West Bengal,Palm Oil (Packed),100.33,
2024-06-25,Andaman and Nicobar,Palm Oil (Packed),114.33,
2024-06-25,Andhra Pradesh,Palm Oil (Packed),90.2,
2024-06-25,Arunachal pradesh,Palm Oil (Packed),90.2,
2024-06-25,Assam,Palm Oil (Packed),115.39,
2024-06-25,Bihar,Palm Oil (Packed),102.57,
2024-06-25,Chandigarh,Palm Oil (Packed),105.0,
2024-06-25,Chhattisgarh,Palm Oil (Packed),116.83,
2024-06-25,Delhi,Palm Oil (Packed),104.0,
2024-06-25,DNH and DD,Palm Oil (Packed),107.67,
2024-06-25,Goa,Palm Oil (Packed),98.0,
2024-06-25,Gujarat,Palm Oil (Packed),104.88,
2024-06-25,Haryana,Palm Oil (Packed),97.0,
2024-06-25,Himachal Pradesh,Palm Oil (Packed),118.0,
2024-06-25,Jammu and Kashmir,Palm Oil (Packed),125.25,
2024-06-25,Jharkhand,Palm Oil (Packed),104.76,
2024-06-25,Karnataka,Palm Oil (Packed),97.52,
2024-06-25,Kerala,Palm Oil (Packed),99.83,
2024-06-25,Madhya Pradesh,Palm Oil (Packed),111.63,
2024-06-25,Maharashtra,Palm Oil (Packed),103.13,
2024-06-25,Manipur,Palm Oil (Packed),140.0,
2024-06-25,Meghalaya,Palm Oil (Packed),126.0,
2024-06-25,Mizoram,Palm Oil (Packed),130.83,
2024-06-25,Nagaland,Palm Oil (Packed),142.5,
2024-06-25,Odisha,Palm Oil (Packed),95.0,
2024-06-25,Puducherry,Palm Oil (Packed),100.0,
2024-06-25,Punjab,Palm Oil (Packed),102.36,
2024-06-25,Rajasthan,Palm Oil (Packed),110.33,
2024-06-25,Sikkim,Palm Oil (Packed),110.33,
2024-06-25,Tamil Nadu,Palm Oil (Packed),94.0,
2024-06-25,Telangana,Palm Oil (Packed),98.0,
2024-06-25,Tripura,Palm Oil (Packed),100.25,
2024-06-25,Uttar Pradesh,Palm Oil (Packed),110.23,
2024-06-25,Uttarakhand,Palm Oil (Packed),116.5,
2024-06-25,West Bengal,Palm Oil (Packed),99.75,
2024-06-26,Andaman and Nicobar,Palm Oil (Packed),114.33,
2024-06-26,Andhra Pradesh,Palm Oil (Packed),90.2,
2024-06-26,Arunachal pradesh,Palm Oil (Packed),90.2,
2024-06-26,Assam,Palm Oil (Packed),115.39,
2024-06-26,Bihar,Palm Oil (Packed),102.57,
2024-06-26,Chandigarh,Palm Oil (Packed),105.0,
2024-06-26,Chhattisgarh,Palm Oil (Packed),116.83,
2024-06-26,Delhi,Palm Oil (Packed),104.0,
2024-06-26,DNH and DD,Palm Oil (Packed),107.67,
2024-06-26,Goa,Palm Oil (Packed),98.0,
2024-06-26,Gujarat,Palm Oil (Packed),104.88,
2024-06-26,Haryana,Palm Oil (Packed),97.0,
2024-06-26,Himachal Pradesh,Palm Oil (Packed),118.0,
2024-06-26,Jammu and Kashmir,Palm Oil (Packed),125.25,
2024-06-26,Jharkhand,Palm Oil (Packed),104.76,
2024-06-26,Karnataka,Palm Oil (Packed),97.52,
2024-06-26,Kerala,Palm Oil (Packed),99.83,
2024-06-26,Madhya Pradesh,Palm Oil (Packed),111.63,
2024-06-26,Maharashtra,Palm Oil (Packed),103.13,
2024-06-26,Manipur,Palm Oil (Packed),140.0,
2024-06-26,Meghalaya,Palm Oil (Packed),126.0,
2024-06-26,Mizoram,Palm Oil (Packed),130.83,
2024-06-26,Nagaland,Palm Oil (Packed),142.5,
2024-06-26,Odisha,Palm Oil (Packed),95.0,
2024-06-26,Puducherry,Palm Oil (Packed),100.0,
2024-06-26,Punjab,Palm Oil (Packed),102.36,
2024-06-26,Rajasthan,Palm Oil (Packed),110.33,
2024-06-26,Sikkim,Palm Oil (Packed),110.33,
2024-06-26,Tamil Nadu,Palm Oil (Packed),94.0,
2024-06-26,Telangana,Palm Oil (Packed),98.0,
2024-06-26,Tripura,Palm Oil (Packed),100.25,
2024-06-26,Uttar Pradesh,Palm Oil (Packed),110.23,
2024-06-26,Uttarakhand,Palm Oil (Packed),116.5,
2024-06-26,West Bengal,Palm Oil (Packed),99.75,
2024-06-27,Andaman and Nicobar,Palm Oil (Packed),114.0,
2024-06-27,Andhra Pradesh,Palm Oil (Packed),90.2,
2024-06-27,Arunachal pradesh,Palm Oil (Packed),90.2,
2024-06-27,Assam,Palm Oil (Packed),114.95,
2024-06-27,Bihar,Palm Oil (Packed),104.07,
2024-06-27,Chandigarh,Palm Oil (Packed),105.0,
2024-06-27,Chhattisgarh,Palm Oil (Packed),115.0,
2024-06-27,Delhi,Palm Oil (Packed),104.0,
2024-06-27,DNH and DD,Palm Oil (Packed),107.67,
2024-06-27,Goa,Palm Oil (Packed),98.0,
2024-06-27,Gujarat,Palm Oil (Packed),104.75,
2024-06-27,Haryana,Palm Oil (Packed),95.75,
2024-06-27,Himachal Pradesh,Palm Oil (Packed),115.5,
2024-06-27,Jammu and Kashmir,Palm Oil (Packed),120.33,
2024-06-27,Jharkhand,Palm Oil (Packed),106.47,
2024-06-27,Karnataka,Palm Oil (Packed),97.29,
2024-06-27,Kerala,Palm Oil (Packed),99.45,
2024-06-27,Madhya Pradesh,Palm Oil (Packed),110.39,
2024-06-27,Maharashtra,Palm Oil (Packed),102.81,
2024-06-27,Meghalaya,Palm Oil (Packed),126.0,
2024-06-27,Mizoram,Palm Oil (Packed),130.83,
2024-06-27,Nagaland,Palm Oil (Packed),142.5,
2024-06-27,Odisha,Palm Oil (Packed),94.77,
2024-06-27,Puducherry,Palm Oil (Packed),101.0,
2024-06-27,Punjab,Palm Oil (Packed),102.64,
2024-06-27,Rajasthan,Palm Oil (Packed),120.0,
2024-06-27,Sikkim,Palm Oil (Packed),120.0,
2024-06-27,Tamil Nadu,Palm Oil (Packed),93.59,
2024-06-27,Telangana,Palm Oil (Packed),97.7,
2024-06-27,Tripura,Palm Oil (Packed),100.25,
2024-06-27,Uttar Pradesh,Palm Oil (Packed),110.22,
2024-06-27,Uttarakhand,Palm Oil (Packed),116.5,
2024-06-27,West Bengal,Palm Oil (Packed),99.32,
2024-06-28,Andaman and Nicobar,Palm Oil (Packed),114.0,
2024-06-28,Andhra Pradesh,Palm Oil (Packed),90.2,
2024-06-28,Arunachal pradesh,Palm Oil (Packed),90.2,
2024-06-28,Assam,Palm Oil (Packed),113.41,
2024-06-28,Bihar,Palm Oil (Packed),104.82,
2024-06-28,Chandigarh,Palm Oil (Packed),105.0,
2024-06-28,Chhattisgarh,Palm Oil (Packed),119.83,
2024-06-28,Delhi,Palm Oil (Packed),104.0,
2024-06-28,DNH and DD,Palm Oil (Packed),107.67,
2024-06-28,Goa,Palm Oil (Packed),98.0,
2024-06-28,Gujarat,Palm Oil (Packed),105.57,
2024-06-28,Haryana,Palm Oil (Packed),95.75,
2024-06-28,Himachal Pradesh,Palm Oil (Packed),115.5,
2024-06-28,Jammu and Kashmir,Palm Oil (Packed),120.33,
2024-06-28,Jharkhand,Palm Oil (Packed),105.67,
2024-06-28,Karnataka,Palm Oil (Packed),96.97,
2024-06-28,Kerala,Palm Oil (Packed),99.5,
2024-06-28,Madhya Pradesh,Palm Oil (Packed),110.22,
2024-06-28,Maharashtra,Palm Oil (Packed),102.75,
2024-06-28,Meghalaya,Palm Oil (Packed),126.0,
2024-06-28,Mizoram,Palm Oil (Packed),129.4,
2024-06-28,Nagaland,Palm Oil (Packed),142.5,
2024-06-28,Odisha,Palm Oil (Packed),95.5,
2024-06-28,Puducherry,Palm Oil (Packed),101.0,
2024-06-28,Punjab,Palm Oil (Packed),102.27,
2024-06-28,Rajasthan,Palm Oil (Packed),108.75,
2024-06-28,Sikkim,Palm Oil (Packed),108.75,
2024-06-28,Tamil Nadu,Palm Oil (Packed),93.87,
2024-06-28,Telangana,Palm Oil (Packed),96.8,
2024-06-28,Tripura,Palm Oil (Packed),100.25,
2024-06-28,Uttar Pradesh,Palm Oil (Packed),110.34,
2024-06-28,Uttarakhand,Palm Oil (Packed),116.5,
2024-06-28,West Bengal,Palm Oil (Packed),100.3,
2024-06-29,Andaman and Nicobar,Palm Oil (Packed),115.0,
2024-06-29,Andhra Pradesh,Palm Oil (Packed),90.2,
2024-06-29,Arunachal pradesh,Palm Oil (Packed),90.2,
2024-06-29,Assam,Palm Oil (Packed),106.47,
2024-06-29,Bihar,Palm Oil (Packed),104.59,
2024-06-29,Chhattisgarh,Palm Oil (Packed),109.0,
2024-06-29,Delhi,Palm Oil (Packed),104.0,
2024-06-29,DNH and DD,Palm Oil (Packed),107.67,
2024-06-29,Gujarat,Palm Oil (Packed),104.75,
2024-06-29,Haryana,Palm Oil (Packed),96.0,
2024-06-29,Himachal Pradesh,Palm Oil (Packed),115.5,
2024-06-29,Jammu and Kashmir,Palm Oil (Packed),120.33,
2024-06-29,Jharkhand,Palm Oil (Packed),105.94,
2024-06-29,Karnataka,Palm Oil (Packed),96.93,
2024-06-29,Kerala,Palm Oil (Packed),99.91,
2024-06-29,Madhya Pradesh,Palm Oil (Packed),110.05,
2024-06-29,Maharashtra,Palm Oil (Packed),102.75,
2024-06-29,Meghalaya,Palm Oil (Packed),175.0,
2024-06-29,Mizoram,Palm Oil (Packed),175.0,
2024-06-29,Nagaland,Palm Oil (Packed),120.0,
2024-06-29,Odisha,Palm Oil (Packed),95.52,
2024-06-29,Puducherry,Palm Oil (Packed),101.0,
2024-06-29,Punjab,Palm Oil (Packed),101.0,
2024-06-29,Rajasthan,Palm Oil (Packed),111.0,
2024-06-29,Sikkim,Palm Oil (Packed),111.0,
2024-06-29,Tamil Nadu,Palm Oil (Packed),93.92,
2024-06-29,Telangana,Palm Oil (Packed),96.7,
2024-06-29,Tripura,Palm Oil (Packed),100.25,
2024-06-29,Uttar Pradesh,Palm Oil (Packed),109.8,
2024-06-29,Uttarakhand,Palm Oil (Packed),116.5,
2024-06-29,West Bengal,Palm Oil (Packed),100.4,
2024-06-30,Andhra Pradesh,Palm Oil (Packed),91.0,
2024-06-30,Arunachal pradesh,Palm Oil (Packed),91.0,
2024-06-30,Assam,Palm Oil (Packed),106.0,
2024-06-30,Bihar,Palm Oil (Packed),101.21,
2024-06-30,Chandigarh,Palm Oil (Packed),105.0,
2024-06-30,Chhattisgarh,Palm Oil (Packed),101.0,
2024-06-30,Delhi,Palm Oil (Packed),104.0,
2024-06-30,DNH and DD,Palm Oil (Packed),107.67,
2024-06-30,Gujarat,Palm Oil (Packed),122.0,
2024-06-30,Haryana,Palm Oil (Packed),96.0,
2024-06-30,Himachal Pradesh,Palm Oil (Packed),115.5,
2024-06-30,Jammu and Kashmir,Palm Oil (Packed),115.5,
2024-06-30,Jharkhand,Palm Oil (Packed),109.36,
2024-06-30,Karnataka,Palm Oil (Packed),97.3,
2024-06-30,Madhya Pradesh,Palm Oil (Packed),110.76,
2024-06-30,Maharashtra,Palm Oil (Packed),102.75,
2024-06-30,Meghalaya,Palm Oil (Packed),102.75,
2024-06-30,Mizoram,Palm Oil (Packed),102.75,
2024-06-30,Odisha,Palm Oil (Packed),93.8,
2024-06-30,Puducherry,Palm Oil (Packed),101.0,
2024-06-30,Punjab,Palm Oil (Packed),101.33,
2024-06-30,Rajasthan,Palm Oil (Packed),111.0,
2024-06-30,Sikkim,Palm Oil (Packed),111.0,
2024-06-30,Tamil Nadu,Palm Oil (Packed),93.42,
2024-06-30,Telangana,Palm Oil (Packed),97.0,
2024-06-30,Uttar Pradesh,Palm Oil (Packed),110.74,
2024-06-30,West Bengal,Palm Oil (Packed),101.64,
2024-06-01,Andaman and Nicobar,Gur,77.33,
2024-06-01,Andhra Pradesh,Gur,59.0,
2024-06-01,Arunachal pradesh,Gur,80.0,
2024-06-01,Assam,Gur,58.71,
2024-06-01,Bihar,Gur,46.54,
2024-06-01,Chandigarh,Gur,51.0,
2024-06-01,Chhattisgarh,Gur,48.5,
2024-06-01,Delhi,Gur,58.0,
2024-06-01,DNH and DD,Gur,63.67,
2024-06-01,Gujarat,Gur,52.0,
2024-06-01,Haryana,Gur,47.33,
2024-06-01,Himachal Pradesh,Gur,48.33,
2024-06-01,Jammu and Kashmir,Gur,55.5,
2024-06-01,Jharkhand,Gur,48.35,
2024-06-01,Karnataka,Gur,52.4,
2024-06-01,Kerala,Gur,61.6,
2024-06-01,Madhya Pradesh,Gur,47.3,
2024-06-01,Maharashtra,Gur,54.47,
2024-06-01,Meghalaya,Gur,73.2,
2024-06-01,Mizoram,Gur,133.5,
2024-06-01,Nagaland,Gur,84.0,
2024-06-01,Odisha,Gur,50.57,
2024-06-01,Punjab,Gur,56.86,
2024-06-01,Rajasthan,Gur,42.29,
2024-06-01,Sikkim,Gur,59.2,
2024-06-01,Tamil Nadu,Gur,56.19,
2024-06-01,Telangana,Gur,56.6,
2024-06-01,Tripura,Gur,68.75,
2024-06-01,Uttar Pradesh,Gur,47.45,
2024-06-01,Uttarakhand,Gur,50.5,
2024-06-01,West Bengal,Gur,51.06,
2024-06-02,Andhra Pradesh,Gur,58.75,
2024-06-02,Arunachal pradesh,Gur,75.0,
2024-06-02,Assam,Gur,60.06,
2024-06-02,Bihar,Gur,46.69,
2024-06-02,Chandigarh,Gur,51.0,
2024-06-02,Chhattisgarh,Gur,46.8,
2024-06-02,Delhi,Gur,58.0,
2024-06-02,DNH and DD,Gur,63.67,
2024-06-02,Gujarat,Gur,52.67,
2024-06-02,Haryana,Gur,46.0,
2024-06-02,Himachal Pradesh,Gur,48.33,
2024-06-02,Jammu and Kashmir,Gur,56.5,
2024-06-02,Jharkhand,Gur,48.36,
2024-06-02,Karnataka,Gur,53.37,
2024-06-02,Madhya Pradesh,Gur,47.37,
2024-06-02,Maharashtra,Gur,54.47,
2024-06-02,Meghalaya,Gur,75.0,
2024-06-02,Mizoram,Gur,132.5,
2024-06-02,Odisha,Gur,54.6,
2024-06-02,Punjab,Gur,54.0,
2024-06-02,Rajasthan,Gur,42.86,
2024-06-02,Sikkim,Gur,66.0,
2024-06-02,Tamil Nadu,Gur,56.84,
2024-06-02,Telangana,Gur,55.67,
2024-06-02,Uttar Pradesh,Gur,48.62,
2024-06-02,Uttarakhand,Gur,50.0,
2024-06-02,West Bengal,Gur,52.69,
2024-06-03,Andaman and Nicobar,Gur,77.33,
2024-06-03,Andhra Pradesh,Gur,59.0,
2024-06-03,Arunachal pradesh,Gur,75.0,
2024-06-03,Assam,Gur,58.77,
2024-06-03,Bihar,Gur,47.18,
2024-06-03,Chandigarh,Gur,51.0,
2024-06-03,Chhattisgarh,Gur,47.14,
2024-06-03,Delhi,Gur,58.0,
2024-06-03,DNH and DD,Gur,63.67,
2024-06-03,Goa,Gur,60.0,
2024-06-03,Gujarat,Gur,50.71,
2024-06-03,Haryana,Gur,48.5,
2024-06-03,Himachal Pradesh,Gur,48.25,
2024-06-03,Jammu and Kashmir,Gur,55.17,
2024-06-03,Jharkhand,Gur,48.94,
2024-06-03,Karnataka,Gur,52.47,
2024-06-03,Kerala,Gur,64.0,
2024-06-03,Madhya Pradesh,Gur,47.19,
2024-06-03,Maharashtra,Gur,54.53,
2024-06-03,Manipur,Gur,85.0,
2024-06-03,Meghalaya,Gur,74.17,
2024-06-03,Mizoram,Gur,122.71,
2024-06-03,Nagaland,Gur,84.0,
2024-06-03,Odisha,Gur,50.95,
2024-06-03,Punjab,Gur,54.07,
2024-06-03,Rajasthan,Gur,44.34,
2024-06-03,Sikkim,Gur,59.2,
2024-06-03,Tamil Nadu,Gur,55.94,
2024-06-03,Telangana,Gur,56.5,
2024-06-03,Tripura,Gur,69.25,
2024-06-03,Uttar Pradesh,Gur,48.23,
2024-06-03,Uttarakhand,Gur,54.5,
2024-06-03,West Bengal,Gur,52.19,
2024-06-04,Andaman and Nicobar,Gur,77.33,
2024-06-04,Andhra Pradesh,Gur,58.0,
2024-06-04,Arunachal pradesh,Gur,72.5,
2024-06-04,Assam,Gur,59.77,
2024-06-04,Bihar,Gur,47.37,
2024-06-04,Chandigarh,Gur,51.0,
2024-06-04,Chhattisgarh,Gur,47.0,
2024-06-04,Delhi,Gur,58.0,
2024-06-04,DNH and DD,Gur,63.67,
2024-06-04,Goa,Gur,60.0,
2024-06-04,Gujarat,Gur,50.6,
2024-06-04,Haryana,Gur,48.5,
2024-06-04,Himachal Pradesh,Gur,48.5,
2024-06-04,Jammu and Kashmir,Gur,57.0,
2024-06-04,Jharkhand,Gur,49.13,
2024-06-04,Karnataka,Gur,53.13,
2024-06-04,Kerala,Gur,62.69,
2024-06-04,Madhya Pradesh,Gur,47.36,
2024-06-04,Maharashtra,Gur,54.42,
2024-06-04,Meghalaya,Gur,73.2,
2024-06-04,Mizoram,Gur,119.63,
2024-06-04,Nagaland,Gur,84.0,
2024-06-04,Odisha,Gur,50.17,
2024-06-04,Punjab,Gur,53.53,
2024-06-04,Rajasthan,Gur,45.0,
2024-06-04,Sikkim,Gur,59.2,
2024-06-04,Tamil Nadu,Gur,55.52,
2024-06-04,Telangana,Gur,56.0,
2024-06-04,Tripura,Gur,67.33,
2024-06-04,Uttar Pradesh,Gur,48.49,
2024-06-04,Uttarakhand,Gur,54.5,
2024-06-04,West Bengal,Gur,52.95,
2024-06-05,Andaman and Nicobar,Gur,77.33,
2024-06-05,Andhra Pradesh,Gur,59.0,
2024-06-05,Arunachal pradesh,Gur,76.5,
2024-06-05,Assam,Gur,58.68,
2024-06-05,Bihar,Gur,47.25,
2024-06-05,Chandigarh,Gur,51.0,
2024-06-05,Chhattisgarh,Gur,47.14,
2024-06-05,Delhi,Gur,58.0,
2024-06-05,DNH and DD,Gur,63.67,
2024-06-05,Goa,Gur,59.0,
2024-06-05,Gujarat,Gur,51.17,
2024-06-05,Haryana,Gur,48.75,
2024-06-05,Himachal Pradesh,Gur,48.58,
2024-06-05,Jammu and Kashmir,Gur,56.0,
2024-06-05,Jharkhand,Gur,48.41,
2024-06-05,Karnataka,Gur,52.78,
2024-06-05,Kerala,Gur,61.18,
2024-06-05,Madhya Pradesh,Gur,47.24,
2024-06-05,Maharashtra,Gur,54.74,
