,DATE,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
276,2024-06-09,26,38.4,28.6,31.6,75.4,136.0,116.2,108.2,90.6,41.2,52.25,177.0,139.4,125.2,137.0,160.5,104.59,44.4,311.4,22.75,24.6,31.6,32.8
277,2024-06-09,27,57.0,34.0,40.5,80.0,127.5,132.5,119.0,105.0,47.5,62.5,189.75,185.0,140.5,167.0,200.0,104.59,58.0,381.5,19.0,35.0,60.0,47.5
278,2024-06-09,28,60.94,44.94,54.33,92.28,179.89,143.28,125.28,90.79,44.28,46.83,203.61,177.88,128.22,129.4,113.17,93.33,57.0,321.31,24.65,45.5,36.78,50.0
279,2024-06-09,29,54.0,42.5,49.0,85.0,162.0,131.0,115.0,93.5,40.5,61.5,151.5,144.0,96.5,103.0,108.0,91.5,55.5,289.0,25.0,27.0,25.5,34.5
280,2024-06-09,31,39.0,26.0,32.21,83.65,156.6,121.72,114.51,93.21,43.82,62.84,190.54,138.74,128.12,130.07,151.71,111.75,49.26,236.14,26.46,24.66,28.46,26.09
281,2024-06-09,33,42.38,28.67,37.46,80.85,157.62,119.54,125.31,105.69,45.54,54.77,195.88,132.0,110.92,112.62,128.38,100.77,52.46,261.0,20.69,27.69,33.38,40.54
282,2024-06-10,0,47.5,36.89,67.0,95.0,169.0,155.0,136.5,103.5,55.5,73.0,232.5,176.0,166.5,129.4,133.0,116.0,79.5,300.0,19.5,55.0,55.0,80.0
283,2024-06-10,1,60.2,44.4,47.4,87.4,173.0,137.6,126.2,102.8,42.8,60.4,165.8,169.4,110.4,143.0,110.4,91.2,59.0,327.0,21.8,33.8,29.8,33.6
284,2024-06-10,2,46.0,45.0,44.75,100.5,151.75,133.25,123.25,103.25,53.33,75.67,143.5,156.0,152.33,136.0,177.67,104.59,76.0,303.5,19.33,32.67,40.0,50.0
285,2024-06-10,3,42.48,32.55,36.24,88.48,158.84,114.52,115.6,93.16,47.36,71.28,209.0,149.12,136.1,135.6,147.57,114.18,59.4,249.88,13.6,29.72,36.04,40.35
286,2024-06-10,4,38.06,27.0,33.0,80.65,150.88,121.59,113.76,80.0,44.21,56.3,177.75,133.82,122.03,125.67,161.56,103.21,46.94,275.7,22.91,22.18,29.73,29.67
287,2024-06-10,6,42.0,39.0,41.0,93.0,162.67,112.83,112.5,94.0,43.0,57.67,200.17,143.83,123.17,125.67,141.83,109.0,47.67,260.5,24.5,29.17,33.33,31.33
288,2024-06-10,8,40.0,29.0,31.0,93.0,173.0,143.0,123.0,90.0,44.0,56.0,207.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,32.0,42.0,28.0
289,2024-06-10,7,50.0,41.0,47.67,91.0,175.67,148.33,132.33,96.33,43.33,65.0,192.0,150.33,134.0,135.33,127.67,107.67,63.67,350.0,27.33,32.33,31.0,47.33
290,2024-06-10,9,52.5,48.0,45.5,93.5,179.5,152.5,135.0,98.0,44.0,57.5,220.5,162.5,140.5,152.5,117.5,98.5,59.0,329.0,24.5,42.5,42.5,55.0
291,2024-06-10,10,40.57,37.29,40.0,87.14,169.14,123.71,116.57,91.57,42.71,60.57,178.0,146.43,129.57,130.29,125.0,101.71,55.0,248.86,16.43,29.71,35.29,39.29
292,2024-06-10,11,44.33,31.67,34.33,82.0,139.0,111.33,113.67,99.0,44.33,61.67,175.33,128.67,126.67,124.0,150.67,108.33,50.33,245.0,27.33,21.0,37.33,25.67
293,2024-06-10,12,40.83,22.0,33.5,88.0,167.17,134.92,116.08,89.33,47.08,52.08,219.5,161.33,137.58,129.2,143.5,118.0,48.83,270.33,27.5,30.92,37.25,28.42
294,2024-06-10,13,46.5,30.0,37.83,92.5,155.0,127.83,123.83,101.33,52.0,51.0,189.75,148.33,135.33,129.67,144.2,126.0,54.17,317.83,27.4,29.83,35.83,33.67
295,2024-06-10,14,39.47,31.39,34.84,81.26,156.26,119.89,111.63,82.37,45.61,59.0,178.92,138.05,123.79,125.83,151.13,103.59,49.06,286.94,24.33,26.21,29.79,29.89
296,2024-06-10,15,59.94,43.75,47.59,93.63,166.44,141.47,127.47,106.84,42.78,50.94,180.47,162.91,120.38,136.35,120.38,97.59,52.78,290.03,20.5,36.16,33.42,40.81
297,2024-06-10,16,50.77,44.92,46.0,102.42,185.75,150.45,137.36,115.17,44.08,54.38,221.4,170.63,145.58,129.4,117.62,99.36,61.5,231.67,14.6,46.14,39.64,62.5
298,2024-06-10,17,40.92,29.0,34.31,85.98,164.44,119.42,115.17,91.52,43.38,57.71,189.5,135.29,120.71,112.6,136.51,110.39,47.73,252.63,19.6,25.85,27.42,28.44
299,2024-06-10,18,51.63,38.58,42.37,90.32,175.84,134.79,127.05,96.42,42.84,59.58,182.16,157.78,127.84,111.47,121.32,102.31,55.05,298.68,23.32,37.32,33.42,42.21
300,2024-06-10,19,50.0,45.0,40.0,100.0,180.0,145.0,140.0,95.0,55.0,59.95,189.75,150.0,140.0,140.0,139.0,140.0,85.0,220.0,25.0,40.0,45.0,35.0
301,2024-06-10,20,45.6,38.4,37.0,92.17,163.0,135.0,121.1,89.8,49.5,73.8,189.75,134.8,138.5,127.1,172.0,126.0,73.83,371.2,21.3,34.7,40.0,44.2
302,2024-06-10,21,48.18,42.0,45.9,107.44,150.71,125.86,128.11,99.55,50.27,78.0,159.5,185.55,170.8,128.0,183.67,130.83,119.63,479.67,29.18,40.27,53.36,75.91
303,2024-06-10,22,41.64,42.17,48.79,106.0,131.3,135.83,121.15,98.21,50.71,73.25,189.75,136.93,157.5,147.36,190.0,120.0,84.44,329.23,17.93,33.57,50.71,52.86
304,2024-06-10,23,38.23,37.69,40.0,83.86,162.59,122.59,112.68,83.32,44.86,53.0,161.25,140.27,115.95,125.17,117.36,95.82,50.57,278.94,25.86,26.5,34.91,40.77
305,2024-06-10,24,64.0,45.0,40.0,91.0,173.0,136.0,120.0,90.0,43.0,48.0,193.0,146.0,141.0,129.4,110.0,98.0,48.0,297.0,26.0,43.0,36.0,28.0
306,2024-06-10,25,39.14,25.14,30.86,89.79,160.64,127.07,117.43,99.0,44.85,59.69,197.82,126.77,121.31,117.69,131.45,101.33,54.08,271.31,26.62,25.62,31.46,22.23
307,2024-06-10,26,40.85,29.3,33.22,76.81,129.41,111.48,104.44,91.07,42.96,52.35,180.69,149.54,125.44,135.36,157.05,116.25,45.08,296.64,20.61,25.46,32.08,32.77
308,2024-06-10,27,54.2,35.2,38.4,85.0,133.0,126.6,124.0,101.0,49.0,63.4,189.75,166.6,127.2,137.5,170.2,104.59,59.2,410.0,18.6,36.4,47.0,42.0
309,2024-06-10,28,61.97,45.84,54.13,93.13,180.84,144.56,124.88,94.11,44.03,47.56,204.06,173.43,126.78,129.4,112.59,92.97,56.19,309.08,24.52,46.22,40.63,50.44
310,2024-06-10,29,54.3,42.7,45.9,80.11,164.8,129.3,119.3,93.3,41.3,66.3,163.4,165.6,121.2,150.5,115.9,97.7,57.1,301.9,20.4,31.5,27.1,33.8
311,2024-06-10,30,38.25,36.89,39.0,87.0,144.33,128.0,111.25,103.75,48.0,70.25,189.75,132.25,122.67,116.0,139.75,100.25,69.25,221.5,10.0,34.5,38.0,43.25
312,2024-06-10,31,38.68,26.07,32.32,82.47,155.6,119.76,114.56,93.6,43.72,62.78,188.97,139.47,128.01,130.64,152.47,110.7,48.93,239.63,26.63,25.23,29.5,27.23
313,2024-06-10,32,38.0,26.75,33.25,89.25,145.75,114.75,113.25,99.25,43.0,60.5,153.5,139.5,130.5,132.25,148.0,117.0,56.5,264.25,28.25,29.0,27.0,24.0
314,2024-06-10,33,44.09,30.1,37.74,84.48,155.78,124.09,129.7,106.3,46.09,54.5,198.82,132.22,113.48,113.13,127.39,100.1,51.59,272.64,22.14,28.35,33.39,38.48
315,2024-06-11,0,48.33,36.89,68.0,95.33,173.0,154.33,136.0,101.0,55.0,73.0,232.5,172.33,174.33,129.4,129.33,116.33,75.67,316.0,20.0,53.33,53.33,81.67
316,2024-06-11,1,60.75,44.0,44.25,89.5,177.0,136.0,125.25,97.5,43.25,59.0,164.75,170.67,111.5,124.5,110.5,91.5,59.75,359.25,22.0,33.5,31.5,41.75
317,2024-06-11,2,48.0,45.0,46.33,102.33,149.0,131.0,121.0,107.67,55.0,80.0,167.0,163.0,137.0,143.0,163.0,104.59,72.5,327.0,20.0,31.5,40.0,50.0
318,2024-06-11,3,42.32,32.42,36.4,89.2,160.48,114.36,116.76,92.48,47.24,71.2,212.8,150.12,135.89,135.28,145.81,113.88,59.48,255.24,13.52,30.16,35.0,40.48
319,2024-06-11,4,37.89,27.14,33.14,80.97,152.56,120.86,114.64,80.06,44.36,56.06,179.27,135.31,121.39,125.69,156.93,104.03,46.86,279.43,23.56,22.86,29.72,30.17
320,2024-06-11,5,40.0,32.0,34.0,95.0,179.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,253.0,28.0,24.0,32.0,35.0
321,2024-06-11,6,41.33,39.17,39.17,90.0,164.33,114.33,114.83,96.0,43.17,56.5,200.0,149.67,135.67,132.83,148.83,119.17,47.83,247.17,22.33,27.83,33.33,32.5
322,2024-06-11,8,40.0,29.0,31.0,93.0,173.0,143.0,123.0,90.0,44.0,56.0,207.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,32.0,42.0,28.0
323,2024-06-11,7,50.0,41.33,47.67,91.67,175.67,148.67,132.33,96.33,43.33,65.0,192.0,150.33,134.0,135.33,128.0,107.67,63.67,350.0,27.33,32.67,31.33,46.0
324,2024-06-11,9,52.5,48.0,45.5,93.5,180.0,154.5,135.0,98.0,44.0,57.5,220.5,162.5,140.5,152.5,117.5,98.5,59.0,329.0,24.5,42.0,45.0,56.0
325,2024-06-11,10,42.14,38.29,40.86,87.43,170.29,124.71,119.86,91.71,42.86,62.0,176.14,143.57,126.29,128.86,124.29,105.14,53.67,251.29,14.86,29.86,35.0,39.86
326,2024-06-11,11,43.25,30.0,34.5,77.75,129.25,107.25,107.75,96.25,43.75,60.0,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,19.5,34.25,24.25
327,2024-06-11,12,40.64,22.0,33.09,87.91,166.0,133.55,115.73,88.82,46.73,51.55,223.0,161.45,138.0,129.22,143.5,118.0,48.18,274.91,27.45,30.45,39.0,28.55
328,2024-06-11,13,47.17,32.8,39.33,97.5,151.67,127.83,125.0,103.5,50.8,50.8,189.75,149.67,136.33,131.33,143.0,121.33,53.2,312.8,27.0,29.5,36.0,31.83
329,2024-06-11,14,39.42,31.39,34.84,81.11,156.26,119.84,111.53,82.26,45.61,59.0,178.92,138.21,123.95,126.11,150.93,103.88,49.11,286.89,24.33,26.21,29.79,30.05
330,2024-06-11,15,59.91,43.75,47.56,93.94,167.0,141.5,127.53,106.88,42.81,50.91,180.63,163.13,120.44,136.23,120.41,97.69,52.78,290.47,20.47,36.5,34.0,41.22
331,2024-06-11,16,50.67,44.67,46.18,102.36,185.0,150.5,136.1,116.55,44.31,54.38,221.4,170.63,141.83,129.4,117.08,100.0,62.46,236.92,15.09,48.23,42.15,66.15
332,2024-06-11,17,41.07,28.7,34.04,86.59,164.5,119.78,115.04,91.8,43.4,57.91,189.36,135.04,120.38,112.91,137.23,110.9,47.67,256.35,18.93,26.4,28.6,28.62
333,2024-06-11,18,51.68,38.58,42.63,90.47,175.58,134.84,127.37,96.42,42.95,59.63,182.37,158.0,128.0,111.53,121.26,102.19,55.11,299.21,23.37,37.37,34.58,43.68
334,2024-06-11,20,46.1,38.3,36.9,93.17,162.86,134.67,121.1,90.0,49.5,73.8,189.75,134.8,138.0,128.1,172.0,126.0,73.83,371.0,21.3,34.7,41.0,45.6
335,2024-06-11,21,48.18,42.0,45.9,107.44,150.71,125.86,128.11,99.55,50.27,78.0,159.5,185.55,170.8,128.45,183.67,130.83,119.63,479.67,29.18,40.45,53.36,75.91
336,2024-06-11,22,41.53,43.29,48.87,105.0,133.0,136.43,122.5,98.33,50.67,72.17,189.75,138.47,157.5,148.87,190.0,120.0,84.44,330.71,18.07,33.33,51.0,54.33
337,2024-06-11,23,38.35,37.25,40.45,84.3,162.9,122.9,112.4,83.15,44.85,52.26,155.0,141.1,116.32,120.83,116.7,95.05,50.7,277.88,25.45,26.05,35.7,41.8
338,2024-06-11,24,64.0,45.0,40.0,91.0,173.0,136.0,120.0,90.0,43.0,48.0,193.0,146.0,141.0,129.4,110.0,98.0,48.0,297.0,26.0,43.0,36.0,28.0
339,2024-06-11,25,39.87,25.2,31.07,90.13,157.73,126.67,116.73,98.87,44.8,60.53,199.46,128.27,121.4,116.53,134.0,102.27,53.93,273.67,26.4,25.93,33.53,23.2
340,2024-06-11,26,41.73,29.15,33.12,76.42,132.12,112.35,105.38,89.62,42.36,52.04,180.44,146.44,123.13,131.63,157.41,114.25,44.2,292.38,20.17,24.92,32.83,33.75
341,2024-06-11,27,53.25,35.0,39.0,86.25,132.5,124.5,122.5,98.75,48.75,64.25,189.75,161.5,117.25,137.5,160.25,104.59,57.5,426.75,19.0,37.0,48.0,42.5
342,2024-06-11,28,62.03,45.69,54.68,93.06,181.15,144.44,124.76,94.03,44.09,47.18,204.09,173.44,126.88,129.4,112.82,93.18,56.24,309.08,24.67,46.55,42.27,56.73
343,2024-06-11,29,54.3,42.7,45.9,80.0,164.7,129.3,119.3,93.4,41.3,66.3,164.4,165.6,121.2,150.5,115.9,97.7,57.1,301.9,20.4,31.5,27.4,35.3
344,2024-06-11,30,38.5,36.89,39.0,87.0,144.33,128.0,111.25,103.75,48.0,70.25,189.75,132.25,122.67,116.0,139.75,100.25,69.25,221.5,10.0,35.0,38.75,45.0
345,2024-06-11,31,38.71,26.09,32.32,82.65,155.72,119.83,114.71,93.8,43.73,62.78,189.16,139.85,127.97,130.79,153.22,110.51,49.12,239.6,26.61,25.38,29.88,26.93
346,2024-06-11,32,38.0,27.0,33.0,90.0,141.67,113.33,109.33,99.0,43.0,59.67,148.67,138.0,130.67,135.0,152.33,143.0,57.0,278.0,28.0,29.33,28.0,23.67
347,2024-06-11,33,44.09,30.1,37.74,84.52,155.78,124.09,129.7,106.26,46.0,54.57,198.82,132.35,113.48,113.22,127.39,100.1,52.0,274.39,22.09,28.43,34.13,39.0
348,2024-06-12,0,48.33,36.89,68.0,95.67,173.0,154.0,136.33,101.67,55.33,73.0,232.5,172.33,172.67,129.4,128.67,115.0,76.33,316.0,20.67,53.33,53.33,83.33
349,2024-06-12,1,60.6,44.4,47.4,87.6,173.6,138.0,126.2,102.8,42.6,60.4,165.8,169.4,111.2,143.0,111.4,91.2,58.6,327.0,21.6,34.0,31.8,37.6
350,2024-06-12,2,46.0,45.0,44.25,101.25,152.25,132.75,123.25,102.75,55.0,77.0,167.0,139.0,128.5,131.5,161.5,104.59,80.0,327.0,17.5,33.33,41.33,52.0
351,2024-06-12,3,41.67,32.67,36.04,89.88,162.71,115.0,116.96,91.29,47.26,71.43,210.83,149.39,133.44,133.71,144.9,110.06,58.65,254.39,13.74,30.67,36.21,41.43
352,2024-06-12,4,38.17,27.03,32.97,80.71,151.31,121.09,114.37,80.06,44.29,55.91,180.13,134.34,121.74,125.54,161.36,103.29,46.8,279.82,23.17,22.66,29.97,29.89
353,2024-06-12,5,40.0,32.0,33.0,95.0,179.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,253.0,28.0,24.0,32.0,35.0
354,2024-06-12,6,38.25,39.25,38.75,92.25,161.75,120.25,117.25,97.0,43.5,51.0,187.25,157.5,143.0,142.0,152.5,126.5,46.5,240.0,19.25,27.5,33.75,35.0
355,2024-06-12,8,40.0,29.0,31.0,93.0,173.0,143.0,123.0,90.0,44.0,56.0,207.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,32.0,42.0,28.0
356,2024-06-12,7,50.0,41.33,47.67,91.67,175.67,148.67,132.33,96.33,43.33,65.0,192.0,150.33,134.0,135.33,128.0,107.67,63.67,350.0,27.33,32.67,31.33,45.33
357,2024-06-12,9,52.5,48.0,45.5,94.5,181.0,154.5,132.5,97.0,44.5,58.0,220.5,162.5,141.5,152.5,117.5,98.5,60.0,333.0,25.5,42.0,45.0,57.0
358,2024-06-12,10,43.13,37.88,40.63,87.88,170.25,126.13,118.38,92.75,43.13,61.63,178.0,144.38,128.63,129.63,125.38,104.5,53.86,251.5,16.63,29.57,33.86,39.29
359,2024-06-12,11,43.25,30.0,34.5,77.75,129.25,107.25,107.75,96.25,43.75,60.0,177.75,138.0,127.25,127.25,153.25,106.25,48.75,231.25,25.5,19.5,34.25,24.0
360,2024-06-12,12,40.92,22.0,33.42,88.08,167.08,134.75,116.5,89.42,47.0,52.25,219.5,161.75,138.08,129.4,143.5,118.0,48.75,270.33,27.5,31.17,39.5,28.83
361,2024-06-12,13,52.0,31.33,38.0,92.5,168.75,135.5,125.75,100.75,49.75,52.5,189.75,148.0,132.0,126.25,142.67,111.0,57.0,303.25,27.25,32.0,37.25,28.75
362,2024-06-12,14,39.28,31.18,35.0,81.39,156.5,119.83,112.17,82.67,45.76,59.19,174.0,139.06,125.0,126.94,153.29,104.31,49.41,289.65,24.24,26.17,30.39,30.22
363,2024-06-12,15,60.28,44.0,47.17,93.9,167.45,141.62,127.76,105.62,42.79,50.76,180.55,162.72,118.17,134.61,119.79,97.03,52.86,292.9,20.69,37.24,34.69,42.38
364,2024-06-12,16,50.09,45.18,46.27,104.17,184.64,150.44,137.27,119.0,44.46,54.38,221.0,170.63,142.25,129.4,117.46,99.9,62.54,232.33,15.18,48.62,42.77,66.0
365,2024-06-12,17,41.13,28.76,34.17,86.11,166.5,120.17,115.7,91.74,43.37,58.0,190.65,135.93,120.76,112.98,137.4,110.0,47.87,254.15,19.43,26.24,28.52,28.5
366,2024-06-12,18,51.68,38.32,42.63,90.63,176.32,134.68,127.21,96.37,43.05,59.63,182.42,158.11,128.0,111.53,121.26,102.5,55.21,299.0,23.47,37.42,34.89,44.53
367,2024-06-12,19,50.0,45.0,40.0,100.0,180.0,145.0,140.0,95.0,55.0,59.95,189.75,150.0,140.0,140.0,139.0,140.0,85.0,220.0,25.0,40.0,45.0,35.0
368,2024-06-12,20,46.1,38.4,36.9,93.5,162.86,135.0,121.1,90.1,49.5,73.8,189.75,136.7,138.5,126.5,172.0,126.0,73.83,370.6,21.3,34.7,42.2,46.2
369,2024-06-12,21,48.18,42.0,45.9,107.44,150.71,125.86,128.11,99.55,50.27,77.82,159.5,185.55,170.8,128.45,183.67,130.83,119.63,479.67,29.18,41.27,53.36,75.91
370,2024-06-12,22,41.75,42.88,48.0,102.5,131.92,132.5,122.33,97.38,50.38,72.77,200.0,139.19,166.0,150.19,195.0,142.5,84.0,322.67,17.88,32.75,50.63,53.44
371,2024-06-12,23,38.06,36.6,39.83,85.22,163.44,120.33,111.39,82.72,44.76,51.82,175.0,138.89,114.94,128.33,115.0,94.83,51.29,273.13,25.94,26.67,35.83,39.83
372,2024-06-12,24,64.0,45.0,40.0,91.0,173.0,136.0,120.0,90.0,43.0,48.0,193.0,146.0,141.0,129.4,110.0,98.0,48.0,297.0,26.0,43.0,36.0,28.0
373,2024-06-12,25,39.8,25.2,31.07,90.8,158.4,126.6,116.4,98.6,44.73,60.8,197.75,127.43,121.43,116.79,133.83,103.0,54.2,274.47,26.4,26.21,34.57,22.0
374,2024-06-12,26,41.11,29.18,32.89,76.75,130.29,111.68,105.43,89.75,42.56,52.0,181.81,147.31,123.67,133.32,155.86,110.5,44.44,301.27,20.72,25.07,33.67,33.41
375,2024-06-12,27,54.6,35.2,38.4,85.0,133.0,126.6,124.0,101.0,49.0,63.4,189.75,166.6,127.2,137.5,170.2,104.59,59.2,410.0,18.6,36.6,49.0,43.0
376,2024-06-12,28,61.71,45.37,53.72,93.63,182.38,144.88,124.88,93.52,44.19,47.06,202.66,174.8,125.66,129.4,113.0,93.47,56.41,310.63,24.19,46.53,44.91,62.59
377,2024-06-12,29,54.2,42.7,45.9,79.89,165.0,129.1,119.1,93.4,41.3,66.2,164.4,165.6,121.2,150.5,116.0,97.7,57.0,301.7,20.3,31.5,28.7,35.3
378,2024-06-12,30,38.5,36.89,39.0,87.0,144.33,128.0,111.25,103.75,48.0,70.25,189.75,132.25,122.67,116.0,139.75,100.25,69.25,221.5,10.0,35.25,39.0,47.75
379,2024-06-12,31,38.72,26.09,32.36,82.72,156.28,119.92,114.56,93.67,43.73,62.86,189.24,139.89,127.88,130.71,153.01,110.45,49.29,239.23,26.61,25.57,30.28,27.4
380,2024-06-12,32,37.75,26.75,33.25,88.75,146.5,115.0,113.25,99.25,43.0,60.5,154.75,139.0,130.75,131.0,147.0,116.5,56.75,264.25,28.25,28.75,28.5,24.25
381,2024-06-12,33,44.19,29.56,37.24,84.24,157.19,124.14,127.24,105.38,45.86,54.24,198.1,132.48,112.43,113.9,127.81,99.95,51.48,274.29,21.33,28.48,34.62,39.05
382,2024-06-13,0,48.33,36.89,68.0,95.33,172.67,154.0,135.67,101.33,55.33,73.0,232.5,172.33,171.33,129.4,128.67,114.0,76.33,318.33,20.67,53.33,53.33,84.33
383,2024-06-13,1,60.6,44.4,47.4,87.6,173.6,138.0,126.2,102.8,42.6,60.4,165.8,169.4,111.2,143.0,111.4,91.2,58.6,327.0,21.6,34.0,31.8,38.6
384,2024-06-13,2,48.0,45.0,45.67,102.33,149.67,130.0,120.33,106.67,55.0,80.0,143.5,176.5,168.5,144.0,186.5,104.59,80.0,327.0,20.0,35.0,44.0,55.0
385,2024-06-13,3,42.04,32.62,35.88,89.65,163.04,115.23,116.31,92.27,47.42,70.84,211.17,149.42,135.3,136.77,146.91,113.17,58.92,252.08,13.54,30.23,36.77,41.52
386,2024-06-13,4,38.12,27.09,33.06,80.76,152.79,121.15,114.42,80.24,44.24,55.97,180.0,135.09,122.06,126.03,160.89,103.43,46.88,283.19,23.06,22.84,30.0,29.53
387,2024-06-13,5,40.0,32.0,34.0,95.0,179.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,253.0,28.0,24.0,32.0,35.0
388,2024-06-13,6,41.63,38.38,39.88,93.13,164.63,114.88,113.38,94.0,43.25,57.88,203.5,150.0,128.38,129.75,142.88,113.75,48.25,299.13,23.25,28.0,33.71,33.43
389,2024-06-13,8,40.0,29.0,30.0,97.0,177.0,147.0,127.0,90.0,44.0,56.0,207.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,32.0,45.0,30.0
390,2024-06-13,7,50.0,41.33,47.67,91.67,175.67,148.0,132.33,95.67,43.67,65.0,192.33,150.33,134.0,135.0,127.33,107.0,63.67,350.0,27.33,32.67,32.33,48.0
391,2024-06-13,9,52.5,48.0,45.5,94.5,181.0,153.5,132.5,97.0,44.0,57.5,220.5,162.5,141.5,152.5,117.5,98.5,60.0,329.0,24.5,42.0,45.0,57.0
392,2024-06-13,10,43.13,37.75,40.63,87.75,170.0,126.0,118.38,92.75,43.0,60.86,176.88,144.0,128.25,128.63,124.63,104.25,56.57,258.43,17.57,29.75,34.38,38.38
393,2024-06-13,11,43.25,30.0,34.5,77.75,129.25,107.25,107.75,96.25,43.75,60.0,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,20.0,32.75,24.25
394,2024-06-13,12,40.75,22.0,33.33,88.08,167.33,135.25,116.67,89.42,47.0,52.25,219.5,162.17,138.0,129.4,143.5,118.0,48.58,270.42,27.58,31.17,40.42,29.17
395,2024-06-13,13,52.25,32.0,36.75,91.75,168.75,136.75,126.25,100.75,49.75,52.5,189.75,146.75,131.25,128.0,145.0,111.0,57.5,300.75,27.25,32.5,36.5,29.25
396,2024-06-13,14,39.61,31.59,35.17,81.56,156.56,120.11,111.39,82.5,45.81,58.93,169.73,140.06,125.35,127.0,153.31,104.5,48.88,280.94,23.94,26.06,31.29,29.94
397,2024-06-13,15,60.06,43.72,47.63,93.97,167.22,141.34,127.56,106.94,42.81,50.94,180.56,163.19,120.47,136.23,120.5,97.59,52.72,290.34,20.5,37.0,34.84,43.0
398,2024-06-13,16,49.92,44.85,46.08,103.5,185.58,150.1,137.27,116.27,44.29,54.21,221.0,170.63,145.38,129.4,117.67,99.36,61.62,234.15,14.91,48.29,42.71,67.71
399,2024-06-13,17,41.18,28.75,34.07,86.66,165.23,120.45,115.57,91.66,43.39,58.14,187.75,134.3,119.61,111.95,135.14,108.0,47.86,250.8,18.82,26.86,28.68,28.95
400,2024-06-13,18,51.79,38.42,42.53,90.74,176.32,134.84,127.47,96.42,42.95,59.68,182.74,158.17,128.0,111.63,121.21,102.44,55.32,299.0,23.47,37.47,35.05,45.68
401,2024-06-13,19,50.0,45.0,40.0,100.0,180.0,145.0,140.0,95.0,44.29,59.95,189.75,150.0,140.0,140.0,139.0,140.0,55.5,285.73,23.36,40.0,45.0,35.0
402,2024-06-13,20,46.2,38.4,36.9,94.33,162.86,133.83,121.1,90.1,49.5,73.8,189.75,136.5,138.5,126.78,172.0,126.0,73.83,374.2,21.3,34.7,42.7,49.5
403,2024-06-13,21,47.91,42.0,45.9,107.44,150.71,125.86,128.11,100.0,50.27,78.0,159.5,185.55,170.8,127.64,190.25,130.83,121.5,479.67,29.18,41.82,52.73,76.45
404,2024-06-13,22,41.29,43.29,49.29,104.5,134.0,138.33,122.69,98.21,50.71,73.17,189.75,136.93,143.33,146.64,190.0,120.0,84.44,333.85,18.29,33.57,50.36,55.36
405,2024-06-13,23,38.43,37.5,39.75,85.19,164.1,122.29,113.1,82.67,44.43,52.14,173.25,139.9,113.05,123.25,114.43,95.76,51.33,275.06,25.57,27.38,35.67,40.9
406,2024-06-13,24,64.0,45.0,40.0,91.0,177.0,137.0,120.0,90.0,43.0,48.0,195.0,146.0,142.0,129.4,110.0,98.0,48.0,298.0,26.0,45.0,36.0,28.0
407,2024-06-13,25,39.64,25.14,31.29,90.93,159.0,127.36,117.57,99.21,44.86,61.0,202.58,129.15,122.15,117.23,134.67,102.5,54.79,277.86,26.29,26.71,35.36,22.21
408,2024-06-13,26,41.45,29.17,32.83,77.18,129.83,112.38,105.31,91.03,42.57,52.08,181.04,149.19,125.52,136.35,155.18,121.4,44.54,298.62,20.04,25.25,33.82,33.14
409,2024-06-13,27,54.6,35.2,38.4,85.0,133.0,126.6,124.0,101.0,49.0,63.4,189.75,166.6,127.2,137.5,170.2,104.59,59.2,410.0,18.6,36.6,49.0,43.0
410,2024-06-13,28,61.36,45.72,55.06,93.47,181.94,144.82,124.88,94.03,44.06,46.85,204.18,172.06,126.85,129.4,112.85,93.24,55.94,309.83,24.47,46.65,45.53,61.59
411,2024-06-13,29,54.2,42.7,45.9,80.0,165.2,129.1,119.1,93.4,41.3,66.3,164.4,165.6,121.2,150.5,115.9,97.7,57.0,302.7,20.3,32.2,31.5,36.7
412,2024-06-13,30,38.5,36.89,39.0,87.0,144.33,128.0,111.25,103.75,48.0,70.25,189.75,132.25,122.67,116.0,139.75,100.25,69.25,221.5,10.0,34.5,39.0,49.0
413,2024-06-13,31,38.79,26.14,32.43,82.91,156.67,120.16,114.64,93.71,43.75,62.85,189.19,139.95,127.81,130.77,152.91,110.46,49.41,239.25,26.6,25.57,30.77,27.43
414,2024-06-13,32,38.67,24.67,33.0,86.33,156.33,117.0,118.0,100.33,44.0,61.67,158.0,136.33,125.0,127.0,148.0,90.0,58.67,267.67,28.33,29.33,30.0,22.67
