DATE,States/UTs,Commodity,Price
2024-06-18,Punjab,Mustard Oil (Packed),129.33
2024-06-18,Rajasthan,Mustard Oil (Packed),144.63
2024-06-18,Sikkim,Mustard Oil (Packed),164.0
2024-06-18,Tamil Nadu,Mustard Oil (Packed),174.13
2024-06-18,Telangana,Mustard Oil (Packed),166.5
2024-06-18,Tripura,Mustard Oil (Packed),132.25
2024-06-18,Uttar Pradesh,Mustard Oil (Packed),140.08
2024-06-18,Uttarakhand,Mustard Oil (Packed),138.33
2024-06-18,West Bengal,Mustard Oil (Packed),133.45
2024-06-19,Andaman and Nicobar,Mustard Oil (Packed),172.33
2024-06-19,Andhra Pradesh,Mustard Oil (Packed),164.2
2024-06-19,Arunachal pradesh,Mustard Oil (Packed),176.5
2024-06-19,Assam,Mustard Oil (Packed),149.67
2024-06-19,Bihar,Mustard Oil (Packed),136.16
2024-06-19,Chandigarh,Mustard Oil (Packed),148.0
2024-06-19,Chhattisgarh,Mustard Oil (Packed),152.71
2024-06-19,Delhi,Mustard Oil (Packed),148.0
2024-06-19,DNH and DD,Mustard Oil (Packed),153.5
2024-06-19,Goa,Mustard Oil (Packed),162.5
2024-06-19,Gujarat,Mustard Oil (Packed),144.13
2024-06-19,Haryana,Mustard Oil (Packed),141.67
2024-06-19,Himachal Pradesh,Mustard Oil (Packed),162.18
2024-06-19,Jammu and Kashmir,Mustard Oil (Packed),144.75
2024-06-19,Jharkhand,Mustard Oil (Packed),140.05
2024-06-19,Karnataka,Mustard Oil (Packed),163.03
2024-06-19,Kerala,Mustard Oil (Packed),163.29
2024-06-19,Madhya Pradesh,Mustard Oil (Packed),136.09
2024-06-19,Maharashtra,Mustard Oil (Packed),158.39
2024-06-19,Manipur,Mustard Oil (Packed),150.0
2024-06-19,Meghalaya,Mustard Oil (Packed),135.9
2024-06-19,Mizoram,Mustard Oil (Packed),185.55
2024-06-19,Nagaland,Mustard Oil (Packed),137.47
2024-06-19,Odisha,Mustard Oil (Packed),142.76
2024-06-19,Puducherry,Mustard Oil (Packed),146.0
2024-06-19,Punjab,Mustard Oil (Packed),129.2
2024-06-19,Rajasthan,Mustard Oil (Packed),144.75
2024-06-19,Sikkim,Mustard Oil (Packed),167.8
2024-06-19,Tamil Nadu,Mustard Oil (Packed),172.15
2024-06-19,Telangana,Mustard Oil (Packed),166.11
2024-06-19,Tripura,Mustard Oil (Packed),132.25
2024-06-19,Uttar Pradesh,Mustard Oil (Packed),140.14
2024-06-19,Uttarakhand,Mustard Oil (Packed),138.75
2024-06-19,West Bengal,Mustard Oil (Packed),132.64
2024-06-20,Andaman and Nicobar,Mustard Oil (Packed),172.33
2024-06-20,Andhra Pradesh,Mustard Oil (Packed),164.2
2024-06-20,Arunachal pradesh,Mustard Oil (Packed),176.5
2024-06-20,Assam,Mustard Oil (Packed),149.67
2024-06-20,Bihar,Mustard Oil (Packed),136.16
2024-06-20,Chandigarh,Mustard Oil (Packed),148.0
2024-06-20,Chhattisgarh,Mustard Oil (Packed),152.71
2024-06-20,Delhi,Mustard Oil (Packed),148.0
2024-06-20,DNH and DD,Mustard Oil (Packed),153.5
2024-06-20,Goa,Mustard Oil (Packed),162.5
2024-06-20,Gujarat,Mustard Oil (Packed),144.13
2024-06-20,Haryana,Mustard Oil (Packed),141.67
2024-06-20,Himachal Pradesh,Mustard Oil (Packed),162.18
2024-06-20,Jammu and Kashmir,Mustard Oil (Packed),144.75
2024-06-20,Jharkhand,Mustard Oil (Packed),140.05
2024-06-20,Karnataka,Mustard Oil (Packed),163.03
2024-06-20,Kerala,Mustard Oil (Packed),163.29
2024-06-20,Madhya Pradesh,Mustard Oil (Packed),136.09
2024-06-20,Maharashtra,Mustard Oil (Packed),158.39
2024-06-20,Manipur,Mustard Oil (Packed),150.0
2024-06-20,Meghalaya,Mustard Oil (Packed),135.9
2024-06-20,Mizoram,Mustard Oil (Packed),185.55
2024-06-20,Nagaland,Mustard Oil (Packed),137.47
2024-06-20,Odisha,Mustard Oil (Packed),142.76
2024-06-20,Puducherry,Mustard Oil (Packed),146.0
2024-06-20,Punjab,Mustard Oil (Packed),129.2
2024-06-20,Rajasthan,Mustard Oil (Packed),144.75
2024-06-20,Sikkim,Mustard Oil (Packed),167.8
2024-06-20,Tamil Nadu,Mustard Oil (Packed),172.15
2024-06-20,Telangana,Mustard Oil (Packed),166.11
2024-06-20,Tripura,Mustard Oil (Packed),132.25
2024-06-20,Uttar Pradesh,Mustard Oil (Packed),140.14
2024-06-20,Uttarakhand,Mustard Oil (Packed),138.75
2024-06-20,West Bengal,Mustard Oil (Packed),132.64
2024-06-21,Andaman and Nicobar,Mustard Oil (Packed),174.33
2024-06-21,Andhra Pradesh,Mustard Oil (Packed),165.67
2024-06-21,Arunachal pradesh,Mustard Oil (Packed),157.67
2024-06-21,Assam,Mustard Oil (Packed),151.04
2024-06-21,Bihar,Mustard Oil (Packed),135.56
2024-06-21,Chandigarh,Mustard Oil (Packed),148.0
2024-06-21,Chhattisgarh,Mustard Oil (Packed),150.75
2024-06-21,Delhi,Mustard Oil (Packed),148.0
2024-06-21,DNH and DD,Mustard Oil (Packed),150.33
2024-06-21,Goa,Mustard Oil (Packed),161.0
2024-06-21,Gujarat,Mustard Oil (Packed),145.17
2024-06-21,Haryana,Mustard Oil (Packed),138.67
2024-06-21,Himachal Pradesh,Mustard Oil (Packed),162.25
2024-06-21,Jammu and Kashmir,Mustard Oil (Packed),148.8
2024-06-21,Jharkhand,Mustard Oil (Packed),141.11
2024-06-21,Karnataka,Mustard Oil (Packed),162.74
2024-06-21,Kerala,Mustard Oil (Packed),162.57
2024-06-21,Madhya Pradesh,Mustard Oil (Packed),135.98
2024-06-21,Maharashtra,Mustard Oil (Packed),158.5
2024-06-21,Manipur,Mustard Oil (Packed),158.5
2024-06-21,Meghalaya,Mustard Oil (Packed),133.44
2024-06-21,Mizoram,Mustard Oil (Packed),185.55
2024-06-21,Nagaland,Mustard Oil (Packed),138.56
2024-06-21,Odisha,Mustard Oil (Packed),143.86
2024-06-21,Puducherry,Mustard Oil (Packed),146.0
2024-06-21,Punjab,Mustard Oil (Packed),130.07
2024-06-21,Rajasthan,Mustard Oil (Packed),146.54
2024-06-21,Sikkim,Mustard Oil (Packed),167.8
2024-06-21,Tamil Nadu,Mustard Oil (Packed),172.93
2024-06-21,Telangana,Mustard Oil (Packed),166.5
2024-06-21,Tripura,Mustard Oil (Packed),132.25
2024-06-21,Uttar Pradesh,Mustard Oil (Packed),140.27
2024-06-21,Uttarakhand,Mustard Oil (Packed),139.0
2024-06-21,West Bengal,Mustard Oil (Packed),133.64
2024-06-22,Andaman and Nicobar,Mustard Oil (Packed),172.67
2024-06-22,Andhra Pradesh,Mustard Oil (Packed),169.0
2024-06-22,Arunachal pradesh,Mustard Oil (Packed),157.67
2024-06-22,Assam,Mustard Oil (Packed),149.33
2024-06-22,Bihar,Mustard Oil (Packed),134.88
2024-06-22,Chandigarh,Mustard Oil (Packed),148.0
2024-06-22,Chhattisgarh,Mustard Oil (Packed),148.25
2024-06-22,Delhi,Mustard Oil (Packed),148.0
2024-06-22,DNH and DD,Mustard Oil (Packed),150.33
2024-06-22,Gujarat,Mustard Oil (Packed),141.33
2024-06-22,Haryana,Mustard Oil (Packed),138.75
2024-06-22,Himachal Pradesh,Mustard Oil (Packed),162.17
2024-06-22,Jammu and Kashmir,Mustard Oil (Packed),149.0
2024-06-22,Jharkhand,Mustard Oil (Packed),140.47
2024-06-22,Karnataka,Mustard Oil (Packed),163.33
2024-06-22,Kerala,Mustard Oil (Packed),163.57
2024-06-22,Madhya Pradesh,Mustard Oil (Packed),135.07
2024-06-22,Maharashtra,Mustard Oil (Packed),158.61
2024-06-22,Meghalaya,Mustard Oil (Packed),131.38
2024-06-22,Mizoram,Mustard Oil (Packed),190.0
2024-06-22,Nagaland,Mustard Oil (Packed),137.13
2024-06-22,Odisha,Mustard Oil (Packed),140.78
2024-06-22,Puducherry,Mustard Oil (Packed),146.0
2024-06-22,Punjab,Mustard Oil (Packed),130.07
2024-06-22,Rajasthan,Mustard Oil (Packed),153.0
2024-06-22,Sikkim,Mustard Oil (Packed),167.8
2024-06-22,Tamil Nadu,Mustard Oil (Packed),179.38
2024-06-22,Telangana,Mustard Oil (Packed),166.3
2024-06-22,Tripura,Mustard Oil (Packed),132.25
2024-06-22,Uttar Pradesh,Mustard Oil (Packed),140.03
2024-06-22,Uttarakhand,Mustard Oil (Packed),134.0
2024-06-22,West Bengal,Mustard Oil (Packed),131.31
2024-06-23,Andhra Pradesh,Mustard Oil (Packed),156.0
2024-06-23,Arunachal pradesh,Mustard Oil (Packed),157.67
2024-06-23,Assam,Mustard Oil (Packed),147.76
2024-06-23,Bihar,Mustard Oil (Packed),135.82
2024-06-23,Chandigarh,Mustard Oil (Packed),148.0
2024-06-23,Chhattisgarh,Mustard Oil (Packed),138.4
2024-06-23,Delhi,Mustard Oil (Packed),151.0
2024-06-23,DNH and DD,Mustard Oil (Packed),150.33
2024-06-23,Gujarat,Mustard Oil (Packed),140.75
2024-06-23,Haryana,Mustard Oil (Packed),138.33
2024-06-23,Himachal Pradesh,Mustard Oil (Packed),162.0
2024-06-23,Jammu and Kashmir,Mustard Oil (Packed),147.5
2024-06-23,Jharkhand,Mustard Oil (Packed),140.1
2024-06-23,Karnataka,Mustard Oil (Packed),162.9
2024-06-23,Madhya Pradesh,Mustard Oil (Packed),134.68
2024-06-23,Maharashtra,Mustard Oil (Packed),158.72
2024-06-23,Meghalaya,Mustard Oil (Packed),144.33
2024-06-23,Mizoram,Mustard Oil (Packed),190.0
2024-06-23,Odisha,Mustard Oil (Packed),139.75
2024-06-23,Punjab,Mustard Oil (Packed),129.58
2024-06-23,Rajasthan,Mustard Oil (Packed),141.33
2024-06-23,Sikkim,Mustard Oil (Packed),185.0
2024-06-23,Tamil Nadu,Mustard Oil (Packed),178.0
2024-06-23,Telangana,Mustard Oil (Packed),155.0
2024-06-23,Uttar Pradesh,Mustard Oil (Packed),140.12
2024-06-23,West Bengal,Mustard Oil (Packed),132.57
2024-06-24,Andaman and Nicobar,Mustard Oil (Packed),176.0
2024-06-24,Andhra Pradesh,Mustard Oil (Packed),169.0
2024-06-24,Arunachal pradesh,Mustard Oil (Packed),141.5
2024-06-24,Assam,Mustard Oil (Packed),150.43
2024-06-24,Bihar,Mustard Oil (Packed),136.11
2024-06-24,Chandigarh,Mustard Oil (Packed),148.0
2024-06-24,Chhattisgarh,Mustard Oil (Packed),156.33
2024-06-24,Delhi,Mustard Oil (Packed),148.0
2024-06-24,DNH and DD,Mustard Oil (Packed),153.33
2024-06-24,Goa,Mustard Oil (Packed),161.0
2024-06-24,Gujarat,Mustard Oil (Packed),144.0
2024-06-24,Haryana,Mustard Oil (Packed),139.0
2024-06-24,Himachal Pradesh,Mustard Oil (Packed),163.08
2024-06-24,Jammu and Kashmir,Mustard Oil (Packed),152.17
2024-06-24,Jharkhand,Mustard Oil (Packed),141.94
2024-06-24,Karnataka,Mustard Oil (Packed),162.61
2024-06-24,Kerala,Mustard Oil (Packed),163.57
2024-06-24,Madhya Pradesh,Mustard Oil (Packed),136.49
2024-06-24,Maharashtra,Mustard Oil (Packed),159.17
2024-06-24,Manipur,Mustard Oil (Packed),150.0
2024-06-24,Meghalaya,Mustard Oil (Packed),127.5
2024-06-24,Mizoram,Mustard Oil (Packed),185.55
2024-06-24,Nagaland,Mustard Oil (Packed),138.56
2024-06-24,Odisha,Mustard Oil (Packed),142.0
2024-06-24,Puducherry,Mustard Oil (Packed),146.0
2024-06-24,Punjab,Mustard Oil (Packed),129.73
2024-06-24,Rajasthan,Mustard Oil (Packed),148.59
2024-06-24,Sikkim,Mustard Oil (Packed),167.8
2024-06-24,Tamil Nadu,Mustard Oil (Packed),173.91
2024-06-24,Telangana,Mustard Oil (Packed),166.11
2024-06-24,Tripura,Mustard Oil (Packed),132.25
2024-06-24,Uttar Pradesh,Mustard Oil (Packed),140.37
2024-06-24,Uttarakhand,Mustard Oil (Packed),138.75
2024-06-24,West Bengal,Mustard Oil (Packed),133.13
2024-06-25,Andaman and Nicobar,Mustard Oil (Packed),172.33
2024-06-25,Andhra Pradesh,Mustard Oil (Packed),167.0
2024-06-25,Arunachal pradesh,Mustard Oil (Packed),157.67
2024-06-25,Assam,Mustard Oil (Packed),150.46
2024-06-25,Bihar,Mustard Oil (Packed),134.94
2024-06-25,Chandigarh,Mustard Oil (Packed),148.0
2024-06-25,Chhattisgarh,Mustard Oil (Packed),156.33
2024-06-25,Delhi,Mustard Oil (Packed),148.0
2024-06-25,DNH and DD,Mustard Oil (Packed),153.33
2024-06-25,Goa,Mustard Oil (Packed),161.0
2024-06-25,Gujarat,Mustard Oil (Packed),143.25
2024-06-25,Haryana,Mustard Oil (Packed),142.33
2024-06-25,Himachal Pradesh,Mustard Oil (Packed),163.08
2024-06-25,Jammu and Kashmir,Mustard Oil (Packed),153.14
2024-06-25,Jharkhand,Mustard Oil (Packed),141.11
2024-06-25,Karnataka,Mustard Oil (Packed),162.58
2024-06-25,Kerala,Mustard Oil (Packed),162.25
2024-06-25,Madhya Pradesh,Mustard Oil (Packed),136.3
2024-06-25,Maharashtra,Mustard Oil (Packed),159.33
2024-06-25,Manipur,Mustard Oil (Packed),150.0
2024-06-25,Meghalaya,Mustard Oil (Packed),135.0
2024-06-25,Mizoram,Mustard Oil (Packed),185.55
2024-06-25,Nagaland,Mustard Oil (Packed),138.88
2024-06-25,Odisha,Mustard Oil (Packed),141.7
2024-06-25,Puducherry,Mustard Oil (Packed),146.0
2024-06-25,Punjab,Mustard Oil (Packed),129.8
2024-06-25,Rajasthan,Mustard Oil (Packed),146.71
2024-06-25,Sikkim,Mustard Oil (Packed),167.8
2024-06-25,Tamil Nadu,Mustard Oil (Packed),174.83
2024-06-25,Telangana,Mustard Oil (Packed),163.8
2024-06-25,Tripura,Mustard Oil (Packed),132.25
2024-06-25,Uttar Pradesh,Mustard Oil (Packed),140.41
2024-06-25,Uttarakhand,Mustard Oil (Packed),139.0
2024-06-25,West Bengal,Mustard Oil (Packed),132.48
2024-06-26,Andaman and Nicobar,Mustard Oil (Packed),172.33
2024-06-26,Andhra Pradesh,Mustard Oil (Packed),167.0
2024-06-26,Arunachal pradesh,Mustard Oil (Packed),157.67
2024-06-26,Assam,Mustard Oil (Packed),150.46
2024-06-26,Bihar,Mustard Oil (Packed),134.94
2024-06-26,Chandigarh,Mustard Oil (Packed),148.0
2024-06-26,Chhattisgarh,Mustard Oil (Packed),156.33
2024-06-26,Delhi,Mustard Oil (Packed),148.0
2024-06-26,DNH and DD,Mustard Oil (Packed),153.33
2024-06-26,Goa,Mustard Oil (Packed),161.0
2024-06-26,Gujarat,Mustard Oil (Packed),143.25
2024-06-26,Haryana,Mustard Oil (Packed),142.33
2024-06-26,Himachal Pradesh,Mustard Oil (Packed),163.08
2024-06-26,Jammu and Kashmir,Mustard Oil (Packed),153.14
2024-06-26,Jharkhand,Mustard Oil (Packed),141.11
2024-06-26,Karnataka,Mustard Oil (Packed),162.58
2024-06-26,Kerala,Mustard Oil (Packed),162.25
2024-06-26,Madhya Pradesh,Mustard Oil (Packed),136.3
2024-06-26,Maharashtra,Mustard Oil (Packed),159.33
2024-06-26,Manipur,Mustard Oil (Packed),150.0
2024-06-26,Meghalaya,Mustard Oil (Packed),135.0
2024-06-26,Mizoram,Mustard Oil (Packed),185.55
2024-06-26,Nagaland,Mustard Oil (Packed),138.88
2024-06-26,Odisha,Mustard Oil (Packed),141.7
2024-06-26,Puducherry,Mustard Oil (Packed),146.0
2024-06-26,Punjab,Mustard Oil (Packed),129.8
2024-06-26,Rajasthan,Mustard Oil (Packed),146.71
2024-06-26,Sikkim,Mustard Oil (Packed),167.8
2024-06-26,Tamil Nadu,Mustard Oil (Packed),174.83
2024-06-26,Telangana,Mustard Oil (Packed),163.8
2024-06-26,Tripura,Mustard Oil (Packed),132.25
2024-06-26,Uttar Pradesh,Mustard Oil (Packed),140.41
2024-06-26,Uttarakhand,Mustard Oil (Packed),139.0
2024-06-26,West Bengal,Mustard Oil (Packed),132.48
2024-06-27,Andaman and Nicobar,Mustard Oil (Packed),175.0
2024-06-27,Andhra Pradesh,Mustard Oil (Packed),167.0
2024-06-27,Arunachal pradesh,Mustard Oil (Packed),157.67
2024-06-27,Assam,Mustard Oil (Packed),151.18
2024-06-27,Bihar,Mustard Oil (Packed),136.46
2024-06-27,Chandigarh,Mustard Oil (Packed),148.0
2024-06-27,Chhattisgarh,Mustard Oil (Packed),154.75
2024-06-27,Delhi,Mustard Oil (Packed),148.0
2024-06-27,DNH and DD,Mustard Oil (Packed),153.33
2024-06-27,Goa,Mustard Oil (Packed),161.0
2024-06-27,Gujarat,Mustard Oil (Packed),143.25
2024-06-27,Haryana,Mustard Oil (Packed),138.75
2024-06-27,Himachal Pradesh,Mustard Oil (Packed),163.83
2024-06-27,Jammu and Kashmir,Mustard Oil (Packed),153.4
2024-06-27,Jharkhand,Mustard Oil (Packed),141.5
2024-06-27,Karnataka,Mustard Oil (Packed),162.39
2024-06-27,Kerala,Mustard Oil (Packed),163.71
2024-06-27,Madhya Pradesh,Mustard Oil (Packed),136.35
2024-06-27,Maharashtra,Mustard Oil (Packed),159.33
2024-06-27,Meghalaya,Mustard Oil (Packed),135.0
2024-06-27,Mizoram,Mustard Oil (Packed),185.55
2024-06-27,Nagaland,Mustard Oil (Packed),137.47
2024-06-27,Odisha,Mustard Oil (Packed),142.69
2024-06-27,Puducherry,Mustard Oil (Packed),146.0
2024-06-27,Punjab,Mustard Oil (Packed),129.67
2024-06-27,Rajasthan,Mustard Oil (Packed),147.74
2024-06-27,Sikkim,Mustard Oil (Packed),167.8
2024-06-27,Tamil Nadu,Mustard Oil (Packed),173.19
2024-06-27,Telangana,Mustard Oil (Packed),163.7
2024-06-27,Tripura,Mustard Oil (Packed),132.25
2024-06-27,Uttar Pradesh,Mustard Oil (Packed),140.31
2024-06-27,Uttarakhand,Mustard Oil (Packed),139.0
2024-06-27,West Bengal,Mustard Oil (Packed),132.95
2024-06-28,Andaman and Nicobar,Mustard Oil (Packed),174.67
2024-06-28,Andhra Pradesh,Mustard Oil (Packed),167.0
2024-06-28,Arunachal pradesh,Mustard Oil (Packed),157.67
2024-06-28,Assam,Mustard Oil (Packed),150.0
2024-06-28,Bihar,Mustard Oil (Packed),135.97
2024-06-28,Chandigarh,Mustard Oil (Packed),148.0
2024-06-28,Chhattisgarh,Mustard Oil (Packed),154.83
2024-06-28,Delhi,Mustard Oil (Packed),148.0
2024-06-28,DNH and DD,Mustard Oil (Packed),153.33
2024-06-28,Goa,Mustard Oil (Packed),161.0
2024-06-28,Gujarat,Mustard Oil (Packed),142.86
2024-06-28,Haryana,Mustard Oil (Packed),138.75
2024-06-28,Himachal Pradesh,Mustard Oil (Packed),164.0
2024-06-28,Jammu and Kashmir,Mustard Oil (Packed),152.4
2024-06-28,Jharkhand,Mustard Oil (Packed),140.74
2024-06-28,Karnataka,Mustard Oil (Packed),161.73
2024-06-28,Kerala,Mustard Oil (Packed),165.5
2024-06-28,Madhya Pradesh,Mustard Oil (Packed),136.21
2024-06-28,Maharashtra,Mustard Oil (Packed),159.44
2024-06-28,Meghalaya,Mustard Oil (Packed),135.0
2024-06-28,Mizoram,Mustard Oil (Packed),182.7
2024-06-28,Nagaland,Mustard Oil (Packed),138.88
2024-06-28,Odisha,Mustard Oil (Packed),142.21
2024-06-28,Puducherry,Mustard Oil (Packed),146.0
2024-06-28,Punjab,Mustard Oil (Packed),129.8
2024-06-28,Rajasthan,Mustard Oil (Packed),146.46
2024-06-28,Sikkim,Mustard Oil (Packed),167.8
2024-06-28,Tamil Nadu,Mustard Oil (Packed),173.79
2024-06-28,Telangana,Mustard Oil (Packed),163.8
2024-06-28,Tripura,Mustard Oil (Packed),132.25
2024-06-28,Uttar Pradesh,Mustard Oil (Packed),140.32
2024-06-28,Uttarakhand,Mustard Oil (Packed),139.25
2024-06-28,West Bengal,Mustard Oil (Packed),133.32
2024-06-29,Andaman and Nicobar,Mustard Oil (Packed),174.0
2024-06-29,Andhra Pradesh,Mustard Oil (Packed),167.8
2024-06-29,Arunachal pradesh,Mustard Oil (Packed),141.5
2024-06-29,Assam,Mustard Oil (Packed),149.32
2024-06-29,Bihar,Mustard Oil (Packed),137.06
2024-06-29,Chhattisgarh,Mustard Oil (Packed),155.25
2024-06-29,Delhi,Mustard Oil (Packed),148.0
2024-06-29,DNH and DD,Mustard Oil (Packed),153.33
2024-06-29,Gujarat,Mustard Oil (Packed),143.63
2024-06-29,Haryana,Mustard Oil (Packed),138.33
2024-06-29,Himachal Pradesh,Mustard Oil (Packed),164.0
2024-06-29,Jammu and Kashmir,Mustard Oil (Packed),149.25
2024-06-29,Jharkhand,Mustard Oil (Packed),141.39
2024-06-29,Karnataka,Mustard Oil (Packed),161.9
2024-06-29,Kerala,Mustard Oil (Packed),164.29
2024-06-29,Madhya Pradesh,Mustard Oil (Packed),136.59
2024-06-29,Maharashtra,Mustard Oil (Packed),159.72
2024-06-29,Meghalaya,Mustard Oil (Packed),130.0
2024-06-29,Mizoram,Mustard Oil (Packed),185.0
2024-06-29,Nagaland,Mustard Oil (Packed),138.13
2024-06-29,Odisha,Mustard Oil (Packed),142.6
2024-06-29,Puducherry,Mustard Oil (Packed),146.0
2024-06-29,Punjab,Mustard Oil (Packed),129.86
2024-06-29,Rajasthan,Mustard Oil (Packed),144.43
2024-06-29,Sikkim,Mustard Oil (Packed),171.25
2024-06-29,Tamil Nadu,Mustard Oil (Packed),178.43
2024-06-29,Telangana,Mustard Oil (Packed),164.3
2024-06-29,Tripura,Mustard Oil (Packed),132.75
2024-06-29,Uttar Pradesh,Mustard Oil (Packed),140.07
2024-06-29,Uttarakhand,Mustard Oil (Packed),139.25
2024-06-29,West Bengal,Mustard Oil (Packed),131.93
2024-06-30,Andhra Pradesh,Mustard Oil (Packed),158.33
2024-06-30,Arunachal pradesh,Mustard Oil (Packed),176.5
2024-06-30,Assam,Mustard Oil (Packed),148.07
2024-06-30,Bihar,Mustard Oil (Packed),135.53
2024-06-30,Chandigarh,Mustard Oil (Packed),148.0
2024-06-30,Chhattisgarh,Mustard Oil (Packed),143.0
2024-06-30,Delhi,Mustard Oil (Packed),148.0
2024-06-30,DNH and DD,Mustard Oil (Packed),153.33
2024-06-30,Gujarat,Mustard Oil (Packed),145.0
2024-06-30,Haryana,Mustard Oil (Packed),138.33
2024-06-30,Himachal Pradesh,Mustard Oil (Packed),164.0
2024-06-30,Jammu and Kashmir,Mustard Oil (Packed),150.0
2024-06-30,Jharkhand,Mustard Oil (Packed),142.73
2024-06-30,Karnataka,Mustard Oil (Packed),163.5
2024-06-30,Madhya Pradesh,Mustard Oil (Packed),134.85
2024-06-30,Maharashtra,Mustard Oil (Packed),159.94
2024-06-30,Meghalaya,Mustard Oil (Packed),131.5
2024-06-30,Mizoram,Mustard Oil (Packed),185.0
2024-06-30,Odisha,Mustard Oil (Packed),140.2
2024-06-30,Puducherry,Mustard Oil (Packed),146.0
2024-06-30,Punjab,Mustard Oil (Packed),129.58
2024-06-30,Rajasthan,Mustard Oil (Packed),141.57
2024-06-30,Sikkim,Mustard Oil (Packed),185.0
2024-06-30,Tamil Nadu,Mustard Oil (Packed),179.33
2024-06-30,Telangana,Mustard Oil (Packed),155.33
2024-06-30,Uttar Pradesh,Mustard Oil (Packed),140.1
2024-06-30,West Bengal,Mustard Oil (Packed),131.91
2024-06-01,Andaman and Nicobar,Vanaspati (Packed),178.33
2024-06-01,Andhra Pradesh,Vanaspati (Packed),110.2
2024-06-01,Arunachal pradesh,Vanaspati (Packed),128.5
2024-06-01,Assam,Vanaspati (Packed),135.0
2024-06-01,Bihar,Vanaspati (Packed),121.54
2024-06-01,Chandigarh,Vanaspati (Packed),128.0
2024-06-01,Chhattisgarh,Vanaspati (Packed),123.0
2024-06-01,Delhi,Vanaspati (Packed),130.0
2024-06-01,DNH and DD,Vanaspati (Packed),134.0
2024-06-01,Gujarat,Vanaspati (Packed),129.14
2024-06-01,Haryana,Vanaspati (Packed),128.0
2024-06-01,Himachal Pradesh,Vanaspati (Packed),137.75
2024-06-01,Jammu and Kashmir,Vanaspati (Packed),134.8
2024-06-01,Jharkhand,Vanaspati (Packed),124.0
2024-06-01,Karnataka,Vanaspati (Packed),120.4
2024-06-01,Kerala,Vanaspati (Packed),145.1
2024-06-01,Madhya Pradesh,Vanaspati (Packed),120.52
2024-06-01,Maharashtra,Vanaspati (Packed),127.53
2024-06-01,Meghalaya,Vanaspati (Packed),133.0
2024-06-01,Mizoram,Vanaspati (Packed),220.0
2024-06-01,Nagaland,Vanaspati (Packed),166.0
2024-06-01,Odisha,Vanaspati (Packed),111.95
2024-06-01,Punjab,Vanaspati (Packed),122.43
2024-06-01,Rajasthan,Vanaspati (Packed),123.5
2024-06-01,Sikkim,Vanaspati (Packed),127.2
2024-06-01,Tamil Nadu,Vanaspati (Packed),128.5
2024-06-01,Telangana,Vanaspati (Packed),121.1
2024-06-01,Tripura,Vanaspati (Packed),122.67
2024-06-01,Uttar Pradesh,Vanaspati (Packed),128.21
2024-06-01,Uttarakhand,Vanaspati (Packed),134.5
2024-06-01,West Bengal,Vanaspati (Packed),110.88
2024-06-02,Andhra Pradesh,Vanaspati (Packed),110.25
2024-06-02,Arunachal pradesh,Vanaspati (Packed),137.0
2024-06-02,Assam,Vanaspati (Packed),134.18
2024-06-02,Bihar,Vanaspati (Packed),119.63
2024-06-02,Chandigarh,Vanaspati (Packed),128.0
2024-06-02,Chhattisgarh,Vanaspati (Packed),118.6
2024-06-02,Delhi,Vanaspati (Packed),130.0
2024-06-02,DNH and DD,Vanaspati (Packed),134.0
2024-06-02,Gujarat,Vanaspati (Packed),135.67
2024-06-02,Haryana,Vanaspati (Packed),120.0
2024-06-02,Himachal Pradesh,Vanaspati (Packed),137.75
2024-06-02,Jammu and Kashmir,Vanaspati (Packed),134.5
2024-06-02,Jharkhand,Vanaspati (Packed),117.55
2024-06-02,Karnataka,Vanaspati (Packed),119.2
2024-06-02,Madhya Pradesh,Vanaspati (Packed),119.17
2024-06-02,Maharashtra,Vanaspati (Packed),127.63
2024-06-02,Meghalaya,Vanaspati (Packed),130.0
2024-06-02,Mizoram,Vanaspati (Packed),220.0
2024-06-02,Odisha,Vanaspati (Packed),109.4
2024-06-02,Punjab,Vanaspati (Packed),122.18
2024-06-02,Rajasthan,Vanaspati (Packed),117.57
2024-06-02,Sikkim,Vanaspati (Packed),167.0
2024-06-02,Tamil Nadu,Vanaspati (Packed),126.79
2024-06-02,Telangana,Vanaspati (Packed),107.0
2024-06-02,Uttar Pradesh,Vanaspati (Packed),127.29
2024-06-02,Uttarakhand,Vanaspati (Packed),120.0
2024-06-02,West Bengal,Vanaspati (Packed),108.77
2024-06-03,Andaman and Nicobar,Vanaspati (Packed),178.33
2024-06-03,Andhra Pradesh,Vanaspati (Packed),110.4
2024-06-03,Arunachal pradesh,Vanaspati (Packed),152.33
2024-06-03,Assam,Vanaspati (Packed),134.86
2024-06-03,Bihar,Vanaspati (Packed),120.91
2024-06-03,Chandigarh,Vanaspati (Packed),128.0
2024-06-03,Chhattisgarh,Vanaspati (Packed),130.86
2024-06-03,Delhi,Vanaspati (Packed),130.0
2024-06-03,DNH and DD,Vanaspati (Packed),134.0
2024-06-03,Goa,Vanaspati (Packed),137.0
2024-06-03,Gujarat,Vanaspati (Packed),128.88
2024-06-03,Haryana,Vanaspati (Packed),128.0
2024-06-03,Himachal Pradesh,Vanaspati (Packed),137.58
2024-06-03,Jammu and Kashmir,Vanaspati (Packed),135.83
2024-06-03,Jharkhand,Vanaspati (Packed),123.89
