DATE,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
10/06/2024,Tamil Nadu,61.97,45.84,54.13,93.13,180.84,144.56,124.88,94.11,44.03,47.56,204.06,173.43,126.78,,112.59,92.97,56.19,309.08,24.52,46.22,40.63,50.44
10/06/2024,Telangana,54.3,42.7,45.9,80.11,164.8,129.3,119.3,93.3,41.3,66.3,163.4,165.6,121.2,150.5,115.9,97.7,57.1,301.9,20.4,31.5,27.1,33.8
10/06/2024,Tripura,38.25,,39,87,144.33,128,111.25,103.75,48,70.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,38,43.25
10/06/2024,Uttar Pradesh,38.68,26.07,32.32,82.47,155.6,119.76,114.56,93.6,43.72,62.78,188.97,139.47,128.01,130.64,152.47,110.7,48.93,239.63,26.63,25.23,29.5,27.23
10/06/2024,Uttarakhand,38,26.75,33.25,89.25,145.75,114.75,113.25,99.25,43,60.5,153.5,139.5,130.5,132.25,148,117,56.5,264.25,28.25,29,27,24
10/06/2024,West Bengal,44.09,30.1,37.74,84.48,155.78,124.09,129.7,106.3,46.09,54.5,198.82,132.22,113.48,113.13,127.39,100.1,51.59,272.64,22.14,28.35,33.39,38.48
11/06/2024,Andaman and Nicobar,48.33,,68,95.33,173,154.33,136,101,55,73,232.5,172.33,174.33,,129.33,116.33,75.67,316,20,53.33,53.33,81.67
11/06/2024,Andhra Pradesh,60.75,44,44.25,89.5,177,136,125.25,97.5,43.25,59,164.75,170.67,111.5,124.5,110.5,91.5,59.75,359.25,22,33.5,31.5,41.75
11/06/2024,Arunachal pradesh,48,45,46.33,102.33,149,131,121,107.67,55,80,167,163,137,143,163,,72.5,327,20,31.5,40,50
11/06/2024,Assam,42.32,32.42,36.4,89.2,160.48,114.36,116.76,92.48,47.24,71.2,212.8,150.12,135.89,135.28,145.81,113.88,59.48,255.24,13.52,30.16,35,40.48
11/06/2024,Bihar,37.89,27.14,33.14,80.97,152.56,120.86,114.64,80.06,44.36,56.06,179.27,135.31,121.39,125.69,156.93,104.03,46.86,279.43,23.56,22.86,29.72,30.17
11/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
11/06/2024,Chhattisgarh,41.33,39.17,39.17,90,164.33,114.33,114.83,96,43.17,56.5,200,149.67,135.67,132.83,148.83,119.17,47.83,247.17,22.33,27.83,33.33,32.5
11/06/2024,Delhi,40,29,31,93,173,143,123,90,44,56,207,148,130,128,139,104,58,243,26,32,42,28
11/06/2024,DNH and DD,50,41.33,47.67,91.67,175.67,148.67,132.33,96.33,43.33,65,192,150.33,134,135.33,128,107.67,63.67,350,27.33,32.67,31.33,46
11/06/2024,Goa,52.5,48,45.5,93.5,180,154.5,135,98,44,57.5,220.5,162.5,140.5,152.5,117.5,98.5,59,329,24.5,42,45,56
11/06/2024,Gujarat,42.14,38.29,40.86,87.43,170.29,124.71,119.86,91.71,42.86,62,176.14,143.57,126.29,128.86,124.29,105.14,53.67,251.29,14.86,29.86,35,39.86
11/06/2024,Haryana,43.25,30,34.5,77.75,129.25,107.25,107.75,96.25,43.75,60,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,19.5,34.25,24.25
11/06/2024,Himachal Pradesh,40.64,22,33.09,87.91,166,133.55,115.73,88.82,46.73,51.55,223,161.45,138,129.22,143.5,118,48.18,274.91,27.45,30.45,39,28.55
11/06/2024,Jammu and Kashmir,47.17,32.8,39.33,97.5,151.67,127.83,125,103.5,50.8,50.8,,149.67,136.33,131.33,143,121.33,53.2,312.8,27,29.5,36,31.83
11/06/2024,Jharkhand,39.42,31.39,34.84,81.11,156.26,119.84,111.53,82.26,45.61,59,178.92,138.21,123.95,126.11,150.93,103.88,49.11,286.89,24.33,26.21,29.79,30.05
11/06/2024,Karnataka,59.91,43.75,47.56,93.94,167,141.5,127.53,106.88,42.81,50.91,180.63,163.13,120.44,136.23,120.41,97.69,52.78,290.47,20.47,36.5,34,41.22
11/06/2024,Kerala,50.67,44.67,46.18,102.36,185,150.5,136.1,116.55,44.31,54.38,221.4,170.63,141.83,,117.08,100,62.46,236.92,15.09,48.23,42.15,66.15
11/06/2024,Madhya Pradesh,41.07,28.7,34.04,86.59,164.5,119.78,115.04,91.8,43.4,57.91,189.36,135.04,120.38,112.91,137.23,110.9,47.67,256.35,18.93,26.4,28.6,28.62
11/06/2024,Maharashtra,51.68,38.58,42.63,90.47,175.58,134.84,127.37,96.42,42.95,59.63,182.37,158,128,111.53,121.26,102.19,55.11,299.21,23.37,37.37,34.58,43.68
11/06/2024,Meghalaya,46.1,38.3,36.9,93.17,162.86,134.67,121.1,90,49.5,73.8,,134.8,138,128.1,172,126,73.83,371,21.3,34.7,41,45.6
11/06/2024,Mizoram,48.18,42,45.9,107.44,150.71,125.86,128.11,99.55,50.27,78,159.5,185.55,170.8,128.45,183.67,130.83,119.63,479.67,29.18,40.45,53.36,75.91
11/06/2024,Nagaland,41.53,43.29,48.87,105,133,136.43,122.5,98.33,50.67,72.17,,138.47,157.5,148.87,190,120,84.44,330.71,18.07,33.33,51,54.33
11/06/2024,Odisha,38.35,37.25,40.45,84.3,162.9,122.9,112.4,83.15,44.85,52.26,155,141.1,116.32,120.83,116.7,95.05,50.7,277.88,25.45,26.05,35.7,41.8
11/06/2024,Puducherry,64,45,40,91,173,136,120,90,43,48,193,146,141,,110,98,48,297,26,43,36,28
11/06/2024,Punjab,39.87,25.2,31.07,90.13,157.73,126.67,116.73,98.87,44.8,60.53,199.46,128.27,121.4,116.53,134,102.27,53.93,273.67,26.4,25.93,33.53,23.2
11/06/2024,Rajasthan,41.73,29.15,33.12,76.42,132.12,112.35,105.38,89.62,42.36,52.04,180.44,146.44,123.13,131.63,157.41,114.25,44.2,292.38,20.17,24.92,32.83,33.75
11/06/2024,Sikkim,53.25,35,39,86.25,132.5,124.5,122.5,98.75,48.75,64.25,,161.5,117.25,137.5,160.25,,57.5,426.75,19,37,48,42.5
11/06/2024,Tamil Nadu,62.03,45.69,54.68,93.06,181.15,144.44,124.76,94.03,44.09,47.18,204.09,173.44,126.88,,112.82,93.18,56.24,309.08,24.67,46.55,42.27,56.73
11/06/2024,Telangana,54.3,42.7,45.9,80,164.7,129.3,119.3,93.4,41.3,66.3,164.4,165.6,121.2,150.5,115.9,97.7,57.1,301.9,20.4,31.5,27.4,35.3
11/06/2024,Tripura,38.5,,39,87,144.33,128,111.25,103.75,48,70.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,35,38.75,45
11/06/2024,Uttar Pradesh,38.71,26.09,32.32,82.65,155.72,119.83,114.71,93.8,43.73,62.78,189.16,139.85,127.97,130.79,153.22,110.51,49.12,239.6,26.61,25.38,29.88,26.93
11/06/2024,Uttarakhand,38,27,33,90,141.67,113.33,109.33,99,43,59.67,148.67,138,130.67,135,152.33,143,57,278,28,29.33,28,23.67
11/06/2024,West Bengal,44.09,30.1,37.74,84.52,155.78,124.09,129.7,106.26,46,54.57,198.82,132.35,113.48,113.22,127.39,100.1,52,274.39,22.09,28.43,34.13,39
12/06/2024,Andaman and Nicobar,48.33,,68,95.67,173,154,136.33,101.67,55.33,73,232.5,172.33,172.67,,128.67,115,76.33,316,20.67,53.33,53.33,83.33
12/06/2024,Andhra Pradesh,60.6,44.4,47.4,87.6,173.6,138,126.2,102.8,42.6,60.4,165.8,169.4,111.2,143,111.4,91.2,58.6,327,21.6,34,31.8,37.6
12/06/2024,Arunachal pradesh,46,45,44.25,101.25,152.25,132.75,123.25,102.75,55,77,167,139,128.5,131.5,161.5,,80,327,17.5,33.33,41.33,52
12/06/2024,Assam,41.67,32.67,36.04,89.88,162.71,115,116.96,91.29,47.26,71.43,210.83,149.39,133.44,133.71,144.9,110.06,58.65,254.39,13.74,30.67,36.21,41.43
12/06/2024,Bihar,38.17,27.03,32.97,80.71,151.31,121.09,114.37,80.06,44.29,55.91,180.13,134.34,121.74,125.54,161.36,103.29,46.8,279.82,23.17,22.66,29.97,29.89
12/06/2024,Chandigarh,40,32,33,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
12/06/2024,Chhattisgarh,38.25,39.25,38.75,92.25,161.75,120.25,117.25,97,43.5,51,187.25,157.5,143,142,152.5,126.5,46.5,240,19.25,27.5,33.75,35
12/06/2024,Delhi,40,29,31,93,173,143,123,90,44,56,207,148,130,128,139,104,58,243,26,32,42,28
12/06/2024,DNH and DD,50,41.33,47.67,91.67,175.67,148.67,132.33,96.33,43.33,65,192,150.33,134,135.33,128,107.67,63.67,350,27.33,32.67,31.33,45.33
12/06/2024,Goa,52.5,48,45.5,94.5,181,154.5,132.5,97,44.5,58,220.5,162.5,141.5,152.5,117.5,98.5,60,333,25.5,42,45,57
12/06/2024,Gujarat,43.13,37.88,40.63,87.88,170.25,126.13,118.38,92.75,43.13,61.63,178,144.38,128.63,129.63,125.38,104.5,53.86,251.5,16.63,29.57,33.86,39.29
12/06/2024,Haryana,43.25,30,34.5,77.75,129.25,107.25,107.75,96.25,43.75,60,177.75,138,127.25,127.25,153.25,106.25,48.75,231.25,25.5,19.5,34.25,24
12/06/2024,Himachal Pradesh,40.92,22,33.42,88.08,167.08,134.75,116.5,89.42,47,52.25,219.5,161.75,138.08,129.4,143.5,118,48.75,270.33,27.5,31.17,39.5,28.83
12/06/2024,Jammu and Kashmir,52,31.33,38,92.5,168.75,135.5,125.75,100.75,49.75,52.5,,148,132,126.25,142.67,111,57,303.25,27.25,32,37.25,28.75
12/06/2024,Jharkhand,39.28,31.18,35,81.39,156.5,119.83,112.17,82.67,45.76,59.19,174,139.06,125,126.94,153.29,104.31,49.41,289.65,24.24,26.17,30.39,30.22
12/06/2024,Karnataka,60.28,44,47.17,93.9,167.45,141.62,127.76,105.62,42.79,50.76,180.55,162.72,118.17,134.61,119.79,97.03,52.86,292.9,20.69,37.24,34.69,42.38
12/06/2024,Kerala,50.09,45.18,46.27,104.17,184.64,150.44,137.27,119,44.46,54.38,221,170.63,142.25,,117.46,99.9,62.54,232.33,15.18,48.62,42.77,66
12/06/2024,Madhya Pradesh,41.13,28.76,34.17,86.11,166.5,120.17,115.7,91.74,43.37,58,190.65,135.93,120.76,112.98,137.4,110,47.87,254.15,19.43,26.24,28.52,28.5
12/06/2024,Maharashtra,51.68,38.32,42.63,90.63,176.32,134.68,127.21,96.37,43.05,59.63,182.42,158.11,128,111.53,121.26,102.5,55.21,299,23.47,37.42,34.89,44.53
12/06/2024,Manipur,50,45,40,100,180,145,140,95,55,,,150,140,140,,140,85,220,25,40,45,35
12/06/2024,Meghalaya,46.1,38.4,36.9,93.5,162.86,135,121.1,90.1,49.5,73.8,,136.7,138.5,126.5,172,126,73.83,370.6,21.3,34.7,42.2,46.2
12/06/2024,Mizoram,48.18,42,45.9,107.44,150.71,125.86,128.11,99.55,50.27,77.82,159.5,185.55,170.8,128.45,183.67,130.83,119.63,479.67,29.18,41.27,53.36,75.91
12/06/2024,Nagaland,41.75,42.88,48,102.5,131.92,132.5,122.33,97.38,50.38,72.77,200,139.19,166,150.19,195,142.5,84,322.67,17.88,32.75,50.63,53.44
12/06/2024,Odisha,38.06,36.6,39.83,85.22,163.44,120.33,111.39,82.72,44.76,51.82,175,138.89,114.94,128.33,115,94.83,51.29,273.13,25.94,26.67,35.83,39.83
12/06/2024,Puducherry,64,45,40,91,173,136,120,90,43,48,193,146,141,,110,98,48,297,26,43,36,28
12/06/2024,Punjab,39.8,25.2,31.07,90.8,158.4,126.6,116.4,98.6,44.73,60.8,197.75,127.43,121.43,116.79,133.83,103,54.2,274.47,26.4,26.21,34.57,22
12/06/2024,Rajasthan,41.11,29.18,32.89,76.75,130.29,111.68,105.43,89.75,42.56,52,181.81,147.31,123.67,133.32,155.86,110.5,44.44,301.27,20.72,25.07,33.67,33.41
12/06/2024,Sikkim,54.6,35.2,38.4,85,133,126.6,124,101,49,63.4,,166.6,127.2,137.5,170.2,,59.2,410,18.6,36.6,49,43
12/06/2024,Tamil Nadu,61.71,45.37,53.72,93.63,182.38,144.88,124.88,93.52,44.19,47.06,202.66,174.8,125.66,,113,93.47,56.41,310.63,24.19,46.53,44.91,62.59
12/06/2024,Telangana,54.2,42.7,45.9,79.89,165,129.1,119.1,93.4,41.3,66.2,164.4,165.6,121.2,150.5,116,97.7,57,301.7,20.3,31.5,28.7,35.3
12/06/2024,Tripura,38.5,,39,87,144.33,128,111.25,103.75,48,70.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,35.25,39,47.75
12/06/2024,Uttar Pradesh,38.72,26.09,32.36,82.72,156.28,119.92,114.56,93.67,43.73,62.86,189.24,139.89,127.88,130.71,153.01,110.45,49.29,239.23,26.61,25.57,30.28,27.4
12/06/2024,Uttarakhand,37.75,26.75,33.25,88.75,146.5,115,113.25,99.25,43,60.5,154.75,139,130.75,131,147,116.5,56.75,264.25,28.25,28.75,28.5,24.25
12/06/2024,West Bengal,44.19,29.56,37.24,84.24,157.19,124.14,127.24,105.38,45.86,54.24,198.1,132.48,112.43,113.9,127.81,99.95,51.48,274.29,21.33,28.48,34.62,39.05
13/06/2024,Andaman and Nicobar,48.33,,68,95.33,172.67,154,135.67,101.33,55.33,73,232.5,172.33,171.33,,128.67,114,76.33,318.33,20.67,53.33,53.33,84.33
13/06/2024,Andhra Pradesh,60.6,44.4,47.4,87.6,173.6,138,126.2,102.8,42.6,60.4,165.8,169.4,111.2,143,111.4,91.2,58.6,327,21.6,34,31.8,38.6
13/06/2024,Arunachal pradesh,48,45,45.67,102.33,149.67,130,120.33,106.67,55,80,143.5,176.5,168.5,144,186.5,,80,327,20,35,44,55
13/06/2024,Assam,42.04,32.62,35.88,89.65,163.04,115.23,116.31,92.27,47.42,70.84,211.17,149.42,135.3,136.77,146.91,113.17,58.92,252.08,13.54,30.23,36.77,41.52
13/06/2024,Bihar,38.12,27.09,33.06,80.76,152.79,121.15,114.42,80.24,44.24,55.97,180,135.09,122.06,126.03,160.89,103.43,46.88,283.19,23.06,22.84,30,29.53
13/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
13/06/2024,Chhattisgarh,41.63,38.38,39.88,93.13,164.63,114.88,113.38,94,43.25,57.88,203.5,150,128.38,129.75,142.88,113.75,48.25,299.13,23.25,28,33.71,33.43
13/06/2024,Delhi,40,29,30,97,177,147,127,90,44,56,207,148,130,128,139,104,58,243,26,32,45,30
13/06/2024,DNH and DD,50,41.33,47.67,91.67,175.67,148,132.33,95.67,43.67,65,192.33,150.33,134,135,127.33,107,63.67,350,27.33,32.67,32.33,48
13/06/2024,Goa,52.5,48,45.5,94.5,181,153.5,132.5,97,44,57.5,220.5,162.5,141.5,152.5,117.5,98.5,60,329,24.5,42,45,57
13/06/2024,Gujarat,43.13,37.75,40.63,87.75,170,126,118.38,92.75,43,60.86,176.88,144,128.25,128.63,124.63,104.25,56.57,258.43,17.57,29.75,34.38,38.38
13/06/2024,Haryana,43.25,30,34.5,77.75,129.25,107.25,107.75,96.25,43.75,60,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,20,32.75,24.25
13/06/2024,Himachal Pradesh,40.75,22,33.33,88.08,167.33,135.25,116.67,89.42,47,52.25,219.5,162.17,138,129.4,143.5,118,48.58,270.42,27.58,31.17,40.42,29.17
13/06/2024,Jammu and Kashmir,52.25,32,36.75,91.75,168.75,136.75,126.25,100.75,49.75,52.5,,146.75,131.25,128,145,111,57.5,300.75,27.25,32.5,36.5,29.25
13/06/2024,Jharkhand,39.61,31.59,35.17,81.56,156.56,120.11,111.39,82.5,45.81,58.93,169.73,140.06,125.35,127,153.31,104.5,48.88,280.94,23.94,26.06,31.29,29.94
13/06/2024,Karnataka,60.06,43.72,47.63,93.97,167.22,141.34,127.56,106.94,42.81,50.94,180.56,163.19,120.47,136.23,120.5,97.59,52.72,290.34,20.5,37,34.84,43
13/06/2024,Kerala,49.92,44.85,46.08,103.5,185.58,150.1,137.27,116.27,44.29,54.21,221,170.63,145.38,,117.67,99.36,61.62,234.15,14.91,48.29,42.71,67.71
13/06/2024,Madhya Pradesh,41.18,28.75,34.07,86.66,165.23,120.45,115.57,91.66,43.39,58.14,187.75,134.3,119.61,111.95,135.14,108,47.86,250.8,18.82,26.86,28.68,28.95
13/06/2024,Maharashtra,51.79,38.42,42.53,90.74,176.32,134.84,127.47,96.42,42.95,59.68,182.74,158.17,128,111.63,121.21,102.44,55.32,299,23.47,37.47,35.05,45.68
13/06/2024,Manipur,50,45,40,100,180,145,140,95,,,,150,140,140,,140,,,,40,45,35
13/06/2024,Meghalaya,46.2,38.4,36.9,94.33,162.86,133.83,121.1,90.1,49.5,73.8,,136.5,138.5,126.78,172,126,73.83,374.2,21.3,34.7,42.7,49.5
13/06/2024,Mizoram,47.91,42,45.9,107.44,150.71,125.86,128.11,100,50.27,78,159.5,185.55,170.8,127.64,190.25,130.83,121.5,479.67,29.18,41.82,52.73,76.45
13/06/2024,Nagaland,41.29,43.29,49.29,104.5,134,138.33,122.69,98.21,50.71,73.17,,136.93,143.33,146.64,190,120,84.44,333.85,18.29,33.57,50.36,55.36
13/06/2024,Odisha,38.43,37.5,39.75,85.19,164.1,122.29,113.1,82.67,44.43,52.14,173.25,139.9,113.05,123.25,114.43,95.76,51.33,275.06,25.57,27.38,35.67,40.9
13/06/2024,Puducherry,64,45,40,91,177,137,120,90,43,48,195,146,142,,110,98,48,298,26,45,36,28
13/06/2024,Punjab,39.64,25.14,31.29,90.93,159,127.36,117.57,99.21,44.86,61,202.58,129.15,122.15,117.23,134.67,102.5,54.79,277.86,26.29,26.71,35.36,22.21
13/06/2024,Rajasthan,41.45,29.17,32.83,77.18,129.83,112.38,105.31,91.03,42.57,52.08,181.04,149.19,125.52,136.35,155.18,121.4,44.54,298.62,20.04,25.25,33.82,33.14
13/06/2024,Sikkim,54.6,35.2,38.4,85,133,126.6,124,101,49,63.4,,166.6,127.2,137.5,170.2,,59.2,410,18.6,36.6,49,43
13/06/2024,Tamil Nadu,61.36,45.72,55.06,93.47,181.94,144.82,124.88,94.03,44.06,46.85,204.18,172.06,126.85,,112.85,93.24,55.94,309.83,24.47,46.65,45.53,61.59
13/06/2024,Telangana,54.2,42.7,45.9,80,165.2,129.1,119.1,93.4,41.3,66.3,164.4,165.6,121.2,150.5,115.9,97.7,57,302.7,20.3,32.2,31.5,36.7
13/06/2024,Tripura,38.5,,39,87,144.33,128,111.25,103.75,48,70.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,39,49
13/06/2024,Uttar Pradesh,38.79,26.14,32.43,82.91,156.67,120.16,114.64,93.71,43.75,62.85,189.19,139.95,127.81,130.77,152.91,110.46,49.41,239.25,26.6,25.57,30.77,27.43
13/06/2024,Uttarakhand,38.67,24.67,33,86.33,156.33,117,118,100.33,44,61.67,158,136.33,125,127,148,90,58.67,267.67,28.33,29.33,30,22.67
13/06/2024,West Bengal,44.17,30,37.7,84.52,155.83,124.09,129.78,106.35,46,54.65,198.82,132.43,113.52,113.26,127.48,100.14,52.04,274.39,22.09,28.48,34.57,39.48
14/06/2024,Andaman and Nicobar,48.33,,68,96,172.67,155.67,136.67,102.33,55.33,73,232.5,171.67,170.33,,128.67,114,76.33,318.33,20.67,53.33,53.33,83.33
14/06/2024,Andhra Pradesh,62,42.75,45.5,86.25,168.75,135.75,125.25,104.5,42.5,58.5,165.5,167,109.5,143,112,90.75,58,334.5,22.25,33.25,33.5,40.75
14/06/2024,Arunachal pradesh,44.67,,44,99,155,130,123.33,96.67,55,77,143.5,157,152.33,136,177.67,,80,327,17.5,35.67,43.33,53.33
14/06/2024,Assam,42.15,32.54,36.3,88.96,160.37,114.96,115.81,92.37,47.41,70.81,208.57,149.48,136,136.7,146.45,114.84,59,246.52,13.44,29.96,37.59,42.76
14/06/2024,Bihar,38.18,27.15,33.36,80.76,152.48,119.97,113.94,80.24,44.42,55.85,169.25,134.06,120.52,125.76,158.56,103.78,46.91,274.81,22.91,23.24,30.15,30.36
14/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
14/06/2024,Chhattisgarh,39.57,37.57,39.14,92.57,164.29,115.86,114.57,92,43.29,57.71,196.57,152,125.71,133.29,147.57,115.86,47.14,295.71,22.29,30.43,33.57,36.14
14/06/2024,Delhi,40,29,31,97,177,147,127,90,44,56,209,148,130,128,139,104,58,243,26,30,47,32
14/06/2024,DNH and DD,50,41.33,47.67,91.67,177,148,132.67,95.67,43.67,65,192.33,150.33,134,135,127.33,107.33,63.67,350,27.33,32.67,32.33,48.67
14/06/2024,Goa,52.5,48,45.5,94.5,181,153.5,132.5,97,44,57.5,220.5,162.5,141.5,152.5,117.5,98.5,60,329,24.5,42.5,46,57.5
14/06/2024,Gujarat,43.25,37.88,40.75,88.25,170.38,126.38,118.63,92.88,43.13,61.5,177,144.13,128.38,129,124.75,104.25,56.13,251.63,16.63,30.25,34.5,38.75
14/06/2024,Haryana,43.25,30,34.25,77.5,128.75,107,107.75,96.25,43.75,60,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,20,33.5,24
14/06/2024,Himachal Pradesh,40.75,22,33.42,88,167.25,135.25,116.75,89.5,47,52.17,219.5,162.25,138,129.4,143.5,118,48.67,270.33,27.5,31.33,40.75,29.17
14/06/2024,Jammu and Kashmir,52,32,38,94.5,170,135.5,126.25,100.75,49.75,52.5,,148.25,131.25,126.75,144.33,111,57.75,305.75,27.25,32.5,37,29.25
14/06/2024,Jharkhand,39.53,31.5,35.11,81.32,157.79,120.26,111.89,82.53,45.78,59,178.23,139.16,124.68,126.17,151.4,104.41,49.72,285.89,24.5,26.33,31.78,30.61
14/06/2024,Karnataka,60.06,43.59,47.63,94,167.22,141.47,127.63,107,42.88,50.94,180.59,163.22,120.47,136.19,120.5,97.66,52.59,291.16,20.53,37.03,35.06,44.22
14/06/2024,Kerala,49.82,44.67,46.18,103.27,185.18,149.78,136.1,117.9,44.08,54.58,221.5,163.14,142.5,,117.25,99.9,61.83,231.25,14.8,49.23,42.85,69.69
14/06/2024,Madhya Pradesh,41.11,28.83,34.24,86.24,166.65,120.65,115.96,91.85,43.47,58.16,190.3,134.6,119.65,112.16,136.31,109.77,47.91,250.38,19.22,27.07,29.13,29.11
14/06/2024,Maharashtra,51.68,38.42,42.58,90.95,176.53,135.37,127.79,96.37,43,59.84,182.79,158.17,127.95,111.79,120.89,102.44,55.42,298.63,23.47,37.89,35.16,46.05
14/06/2024,Manipur,50,43,40,100,180,145,140,95,55,,,150,140,140,,140,85,220,25,40,45,35
14/06/2024,Meghalaya,46.2,38.4,36.8,94.33,162.57,133.33,120.8,90,49.6,73.8,,136.6,138.75,127.22,172,126,74.17,373.5,21.3,34.7,42.7,49.5
14/06/2024,Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100,50.55,78,159.5,185.55,170.8,127.82,190.25,130.83,121.5,479.67,29.18,41.91,53,76.45
14/06/2024,Nagaland,41.75,42.88,48,102.5,131.92,132.5,122.33,97.38,50.38,73.29,200,138.88,166,149.88,195,142.5,84,322.67,17.88,32.75,51.25,56.25
14/06/2024,Odisha,39.56,37.63,40,84.44,163.22,126.11,111.44,83.56,45.33,52.67,180,139.33,113.13,119.5,114.89,95.78,50.78,295.63,26.56,28.22,34.56,42
14/06/2024,Puducherry,64,45,40,91,177,137,120,90,43,48,195,146,142,,110,98,48,298,26,45,36,28
14/06/2024,Punjab,39.64,25.07,31.21,91.57,160.93,128.43,117.21,97.71,44.71,60.93,198.58,130.21,120.86,117.57,133.92,101.8,53.21,272.07,26.86,26,36.07,22.14
14/06/2024,Rajasthan,40.74,29.29,32.97,76.35,128.74,111.42,104.48,90,42.58,52.18,182.14,147.26,122.19,134.54,155.87,110.33,44.23,297.38,20.36,25.17,33.7,33.3
14/06/2024,Sikkim,53.25,35,39,87,136.25,124.5,123.75,97.5,48.75,64.25,,161.5,117.25,137.5,160.25,,58.75,426.75,19,37,51,44.75
14/06/2024,Tamil Nadu,61.85,45.97,54.41,93.82,182.53,145.18,125.21,94.14,43.97,47.29,204.15,173.38,126.62,,112.94,93.47,56,309.46,24.21,46.59,45.94,60.09
14/06/2024,Telangana,54.7,42.5,45.8,80,165.5,130,119.8,94.2,41.3,66.3,164.4,165.6,121.2,150.5,115.9,97.7,57.1,303.2,20.4,32.4,34.5,38.6
14/06/2024,Tripura,38.5,,39,87,144.33,128,111.25,103.75,48,70.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,39,49
14/06/2024,Uttar Pradesh,38.8,26.11,32.4,82.96,156.75,120.16,114.67,93.79,43.78,62.97,189.2,140.15,127.85,130.71,152.89,110.51,49.41,239.42,26.64,25.72,31.34,27.65
14/06/2024,Uttarakhand,38.67,27.33,33,92.33,144,114,110,100,43,59.67,149,138.33,130.67,133.33,152.33,143,57.33,278,28,28.67,32.33,24.67
14/06/2024,West Bengal,44.22,30.1,37.7,84.52,155.87,124.09,129.83,106.39,46,54.65,198.82,132.43,113.52,113.3,127.43,100.14,52,274.39,22.09,28.57,34.91,39.91
15/06/2024,Andaman and Nicobar,48.33,,68,95.33,172.67,156,137.33,101.67,55.33,73,232.5,171.67,168.67,,128.67,114,76.33,318.33,21,53.33,53.33,84.33
15/06/2024,Andhra Pradesh,60.6,44.4,47.2,88,176.6,138.6,126,101.6,42.8,60.4,166.8,169.4,111,146.33,111.4,90.2,58.8,327,21.8,34.2,33.2,40.2
15/06/2024,Arunachal pradesh,55,45,49,105,156,135,120,110,60,80,167,163,137,143,163,,80,327,20,50,50,70
15/06/2024,Assam,42.35,32.5,36.27,89,161.58,116.64,116.27,91.5,47.19,71.52,208.57,149.04,134.5,136.35,145.29,111,58.85,250.81,13.35,29.92,38,44
15/06/2024,Bihar,38.29,27.11,33,81.23,153.37,121.03,114.6,80.37,44.34,55.94,182.31,135.06,122.71,125.71,160.34,102.82,47.63,279.79,22.97,23.49,30.89,30.66
15/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
15/06/2024,Chhattisgarh,40.8,38.6,38.6,87.2,160.6,118.4,119,87.2,43.2,61.8,197,141.8,120.6,125.2,143.8,109.6,50.2,289.6,24.2,30.6,32.8,39.8
15/06/2024,Delhi,40,29,31,97,177,147,127,90,45,56,209,148,130,128,139,104,58,243,26,30,48,32
15/06/2024,DNH and DD,50,41.33,47.67,91.67,177,148,132.67,95.67,43.67,65,192.33,150.33,134,135,127.33,107.33,63.67,350,27.33,32.67,32.33,48.67
15/06/2024,Gujarat,42.14,38.29,40.86,87.43,170.29,124.71,119.86,91.71,42.86,62,176.14,143.57,126.29,128.86,124.29,105.14,56.29,251.29,14.86,29.86,35,40
15/06/2024,Haryana,46,28.67,33.67,76,127.33,108.67,106.67,96.33,43.67,60,186.67,141.33,127.33,132.67,153.67,111.33,47.67,237.33,25,18.33,26.33,21
15/06/2024,Himachal Pradesh,40.75,22,33.33,87.92,167.25,135.25,116.67,89.5,47,52.17,219.5,162.25,138,129.4,143.5,118,48.67,270.33,27.5,31.5,41.25,29.25
15/06/2024,Jammu and Kashmir,46.5,30,37.83,93.33,155,127.83,123.83,100.5,51.5,51.17,,147.83,134.5,128.67,142,125.5,54.5,317.83,27.4,30.67,38,34.67
