Dates,States/UTs,Commodity,Price
7/22/2024,Karnataka,Soya Oil (Packed),131.77
7/22/2024,Kerala,Soya Oil (Packed),129
7/22/2024,Madhya Pradesh,Soya Oil (Packed),111.79
7/22/2024,Maharashtra,Soya Oil (Packed),112.58
7/22/2024,Manipur,Soya Oil (Packed),145
7/22/2024,Meghalaya,Soya Oil (Packed),125.5
7/22/2024,Mizoram,Soya Oil (Packed),123.7
7/22/2024,Nagaland,Soya Oil (Packed),144.5
7/22/2024,Odisha,Soya Oil (Packed),127.44
7/22/2024,Puducherry,Soya Oil (Packed),127.44
7/22/2024,Punjab,Soya Oil (Packed),118.67
7/22/2024,Rajasthan,Soya Oil (Packed),129.81
7/22/2024,Sikkim,Soya Oil (Packed),131.5
7/22/2024,Tamil Nadu,Soya Oil (Packed),131.5
7/22/2024,Telangana,Soya Oil (Packed),149.5
7/22/2024,Tripura,Soya Oil (Packed),116.75
7/22/2024,Uttar Pradesh,Soya Oil (Packed),128.63
7/22/2024,Uttarakhand,Soya Oil (Packed),133.33
7/22/2024,West Bengal,Soya Oil (Packed),113.91
7/23/2024,Andaman and Nicobar,Soya Oil (Packed),113.91
7/23/2024,Andhra Pradesh,Soya Oil (Packed),123
7/23/2024,Arunachal pradesh,Soya Oil (Packed),136
7/23/2024,Assam,Soya Oil (Packed),136.65
7/23/2024,Bihar,Soya Oil (Packed),127.74
7/23/2024,Chandigarh,Soya Oil (Packed),123
7/23/2024,Chhattisgarh,Soya Oil (Packed),118.25
7/23/2024,Delhi,Soya Oil (Packed),130
7/23/2024,DNH and DD,Soya Oil (Packed),146
7/23/2024,Goa,Soya Oil (Packed),148.5
7/23/2024,Gujarat,Soya Oil (Packed),127.43
7/23/2024,Haryana,Soya Oil (Packed),120.25
7/23/2024,Himachal Pradesh,Soya Oil (Packed),131.2
7/23/2024,Jammu and Kashmir,Soya Oil (Packed),126.33
7/23/2024,Jharkhand,Soya Oil (Packed),123.47
7/23/2024,Karnataka,Soya Oil (Packed),131.74
7/23/2024,Kerala,Soya Oil (Packed),129
7/23/2024,Madhya Pradesh,Soya Oil (Packed),111.81
7/23/2024,Maharashtra,Soya Oil (Packed),112.53
7/23/2024,Manipur,Soya Oil (Packed),145
7/23/2024,Meghalaya,Soya Oil (Packed),125.2
7/23/2024,Mizoram,Soya Oil (Packed),123.7
7/23/2024,Nagaland,Soya Oil (Packed),142.8
7/23/2024,Odisha,Soya Oil (Packed),126.8
7/23/2024,Puducherry,Soya Oil (Packed),126.8
7/23/2024,Punjab,Soya Oil (Packed),119.13
7/23/2024,Rajasthan,Soya Oil (Packed),128.92
7/23/2024,Sikkim,Soya Oil (Packed),131.5
7/23/2024,Tamil Nadu,Soya Oil (Packed),131.5
7/23/2024,Telangana,Soya Oil (Packed),148.5
7/23/2024,Tripura,Soya Oil (Packed),115.75
7/23/2024,Uttar Pradesh,Soya Oil (Packed),128.07
7/23/2024,Uttarakhand,Soya Oil (Packed),131.5
7/23/2024,West Bengal,Soya Oil (Packed),113.59
7/24/2024,Andaman and Nicobar,Soya Oil (Packed),113.59
7/24/2024,Andhra Pradesh,Soya Oil (Packed),123
7/24/2024,Arunachal pradesh,Soya Oil (Packed),131
7/24/2024,Assam,Soya Oil (Packed),132.87
7/24/2024,Bihar,Soya Oil (Packed),127.43
7/24/2024,Chandigarh,Soya Oil (Packed),123
7/24/2024,Chhattisgarh,Soya Oil (Packed),118.22
7/24/2024,Delhi,Soya Oil (Packed),130
7/24/2024,DNH and DD,Soya Oil (Packed),146
7/24/2024,Goa,Soya Oil (Packed),148.5
7/24/2024,Gujarat,Soya Oil (Packed),127.63
7/24/2024,Haryana,Soya Oil (Packed),126
7/24/2024,Himachal Pradesh,Soya Oil (Packed),131.2
7/24/2024,Jammu and Kashmir,Soya Oil (Packed),125.83
7/24/2024,Jharkhand,Soya Oil (Packed),123.65
7/24/2024,Karnataka,Soya Oil (Packed),131.74
7/24/2024,Kerala,Soya Oil (Packed),129
7/24/2024,Madhya Pradesh,Soya Oil (Packed),111.35
7/24/2024,Maharashtra,Soya Oil (Packed),112.37
7/24/2024,Manipur,Soya Oil (Packed),145
7/24/2024,Meghalaya,Soya Oil (Packed),125.2
7/24/2024,Mizoram,Soya Oil (Packed),126.91
7/24/2024,Nagaland,Soya Oil (Packed),144.19
7/24/2024,Odisha,Soya Oil (Packed),127.18
7/24/2024,Puducherry,Soya Oil (Packed),127.18
7/24/2024,Punjab,Soya Oil (Packed),118.8
7/24/2024,Rajasthan,Soya Oil (Packed),128.54
7/24/2024,Sikkim,Soya Oil (Packed),131.5
7/24/2024,Tamil Nadu,Soya Oil (Packed),131.5
7/24/2024,Telangana,Soya Oil (Packed),148.5
7/24/2024,Tripura,Soya Oil (Packed),115.75
7/24/2024,Uttar Pradesh,Soya Oil (Packed),127.73
7/24/2024,Uttarakhand,Soya Oil (Packed),131.5
7/24/2024,West Bengal,Soya Oil (Packed),113.48
7/25/2024,Andaman and Nicobar,Soya Oil (Packed),113.48
7/25/2024,Andhra Pradesh,Soya Oil (Packed),142
7/25/2024,Arunachal pradesh,Soya Oil (Packed),135.67
7/25/2024,Assam,Soya Oil (Packed),136.19
7/25/2024,Bihar,Soya Oil (Packed),127.05
7/25/2024,Chandigarh,Soya Oil (Packed),123
7/25/2024,Chhattisgarh,Soya Oil (Packed),118.22
7/25/2024,Delhi,Soya Oil (Packed),130
7/25/2024,DNH and DD,Soya Oil (Packed),146
7/25/2024,Goa,Soya Oil (Packed),148.5
7/25/2024,Gujarat,Soya Oil (Packed),127.5
7/25/2024,Haryana,Soya Oil (Packed),120.25
7/25/2024,Himachal Pradesh,Soya Oil (Packed),130.8
7/25/2024,Jammu and Kashmir,Soya Oil (Packed),125.83
7/25/2024,Jharkhand,Soya Oil (Packed),123.39
7/25/2024,Karnataka,Soya Oil (Packed),131.74
7/25/2024,Kerala,Soya Oil (Packed),129
7/25/2024,Madhya Pradesh,Soya Oil (Packed),111.23
7/25/2024,Maharashtra,Soya Oil (Packed),111.94
7/25/2024,Manipur,Soya Oil (Packed),145
7/25/2024,Meghalaya,Soya Oil (Packed),125.2
7/25/2024,Mizoram,Soya Oil (Packed),126.91
7/25/2024,Nagaland,Soya Oil (Packed),144.19
7/25/2024,Odisha,Soya Oil (Packed),125
7/25/2024,Puducherry,Soya Oil (Packed),125
7/25/2024,Punjab,Soya Oil (Packed),118.8
7/25/2024,Rajasthan,Soya Oil (Packed),127.67
7/25/2024,Sikkim,Soya Oil (Packed),131.5
7/25/2024,Tamil Nadu,Soya Oil (Packed),131.5
7/25/2024,Telangana,Soya Oil (Packed),148.5
7/25/2024,Tripura,Soya Oil (Packed),115.75
7/25/2024,Uttar Pradesh,Soya Oil (Packed),127.05
7/25/2024,Uttarakhand,Soya Oil (Packed),134
7/25/2024,West Bengal,Soya Oil (Packed),113.22
7/26/2024,Andaman and Nicobar,Soya Oil (Packed),113.22
7/26/2024,Andhra Pradesh,Soya Oil (Packed),142
7/26/2024,Arunachal pradesh,Soya Oil (Packed),138.67
7/26/2024,Assam,Soya Oil (Packed),136.78
7/26/2024,Bihar,Soya Oil (Packed),127.36
7/26/2024,Chandigarh,Soya Oil (Packed),123
7/26/2024,Chhattisgarh,Soya Oil (Packed),119.5
7/26/2024,Delhi,Soya Oil (Packed),130
7/26/2024,DNH and DD,Soya Oil (Packed),146
7/26/2024,Goa,Soya Oil (Packed),149.5
7/26/2024,Gujarat,Soya Oil (Packed),127.63
7/26/2024,Haryana,Soya Oil (Packed),120.25
7/26/2024,Himachal Pradesh,Soya Oil (Packed),130.7
7/26/2024,Jammu and Kashmir,Soya Oil (Packed),125.83
7/26/2024,Jharkhand,Soya Oil (Packed),123.44
7/26/2024,Karnataka,Soya Oil (Packed),133.27
7/26/2024,Kerala,Soya Oil (Packed),129
7/26/2024,Madhya Pradesh,Soya Oil (Packed),111.31
7/26/2024,Maharashtra,Soya Oil (Packed),112.42
7/26/2024,Manipur,Soya Oil (Packed),112.42
7/26/2024,Meghalaya,Soya Oil (Packed),125.5
7/26/2024,Mizoram,Soya Oil (Packed),126.91
7/26/2024,Nagaland,Soya Oil (Packed),142.47
7/26/2024,Odisha,Soya Oil (Packed),126.67
7/26/2024,Puducherry,Soya Oil (Packed),126.67
7/26/2024,Punjab,Soya Oil (Packed),119.77
7/26/2024,Rajasthan,Soya Oil (Packed),127.21
7/26/2024,Sikkim,Soya Oil (Packed),131.5
7/26/2024,Tamil Nadu,Soya Oil (Packed),131.5
7/26/2024,Telangana,Soya Oil (Packed),149
7/26/2024,Tripura,Soya Oil (Packed),115.75
7/26/2024,Uttar Pradesh,Soya Oil (Packed),127.55
7/26/2024,Uttarakhand,Soya Oil (Packed),131.5
7/26/2024,West Bengal,Soya Oil (Packed),113
7/27/2024,Andaman and Nicobar,Soya Oil (Packed),113
7/27/2024,Andhra Pradesh,Soya Oil (Packed),123
7/27/2024,Arunachal pradesh,Soya Oil (Packed),136.5
7/27/2024,Assam,Soya Oil (Packed),132.14
7/27/2024,Bihar,Soya Oil (Packed),128.06
7/27/2024,Chandigarh,Soya Oil (Packed),123
7/27/2024,Chhattisgarh,Soya Oil (Packed),119.5
7/27/2024,Delhi,Soya Oil (Packed),130
7/27/2024,DNH and DD,Soya Oil (Packed),146
7/27/2024,Gujarat,Soya Oil (Packed),126.75
7/27/2024,Haryana,Soya Oil (Packed),124
7/27/2024,Himachal Pradesh,Soya Oil (Packed),130.7
7/27/2024,Jammu and Kashmir,Soya Oil (Packed),127.71
7/27/2024,Jharkhand,Soya Oil (Packed),122.59
7/27/2024,Karnataka,Soya Oil (Packed),132.89
7/27/2024,Kerala,Soya Oil (Packed),129
7/27/2024,Madhya Pradesh,Soya Oil (Packed),111.02
7/27/2024,Maharashtra,Soya Oil (Packed),112.37
7/27/2024,Meghalaya,Soya Oil (Packed),121.88
7/27/2024,Mizoram,Soya Oil (Packed),130
7/27/2024,Nagaland,Soya Oil (Packed),144.81
7/27/2024,Odisha,Soya Oil (Packed),124.5
7/27/2024,Puducherry,Soya Oil (Packed),124.5
7/27/2024,Punjab,Soya Oil (Packed),120.42
7/27/2024,Rajasthan,Soya Oil (Packed),121.14
7/27/2024,Sikkim,Soya Oil (Packed),131.33
7/27/2024,Tamil Nadu,Soya Oil (Packed),131.33
7/27/2024,Telangana,Soya Oil (Packed),138.8
7/27/2024,Tripura,Soya Oil (Packed),115.75
7/27/2024,Uttar Pradesh,Soya Oil (Packed),127.15
7/27/2024,Uttarakhand,Soya Oil (Packed),128.67
7/27/2024,West Bengal,Soya Oil (Packed),112.88
7/28/2024,Andhra Pradesh,Soya Oil (Packed),123
7/28/2024,Arunachal pradesh,Soya Oil (Packed),136.5
7/28/2024,Assam,Soya Oil (Packed),131.28
7/28/2024,Bihar,Soya Oil (Packed),123.81
7/28/2024,Chandigarh,Soya Oil (Packed),123
7/28/2024,Chhattisgarh,Soya Oil (Packed),119
7/28/2024,Delhi,Soya Oil (Packed),130
7/28/2024,DNH and DD,Soya Oil (Packed),146
7/28/2024,Gujarat,Soya Oil (Packed),120
7/28/2024,Haryana,Soya Oil (Packed),117
7/28/2024,Himachal Pradesh,Soya Oil (Packed),130.7
7/28/2024,Jammu and Kashmir,Soya Oil (Packed),126
7/28/2024,Jharkhand,Soya Oil (Packed),124.33
7/28/2024,Karnataka,Soya Oil (Packed),131.84
7/28/2024,Madhya Pradesh,Soya Oil (Packed),110.66
7/28/2024,Maharashtra,Soya Oil (Packed),112.53
7/28/2024,Meghalaya,Soya Oil (Packed),118.5
7/28/2024,Mizoram,Soya Oil (Packed),130
7/28/2024,Odisha,Soya Oil (Packed),118
7/28/2024,Puducherry,Soya Oil (Packed),118
7/28/2024,Punjab,Soya Oil (Packed),119.9
7/28/2024,Rajasthan,Soya Oil (Packed),122.33
7/28/2024,Sikkim,Soya Oil (Packed),120
7/28/2024,Tamil Nadu,Soya Oil (Packed),120
7/28/2024,Telangana,Soya Oil (Packed),104
7/28/2024,Uttar Pradesh,Soya Oil (Packed),126.76
7/28/2024,West Bengal,Soya Oil (Packed),113.23
7/29/2024,Andaman and Nicobar,Soya Oil (Packed),113.23
7/29/2024,Andhra Pradesh,Soya Oil (Packed),123
7/29/2024,Arunachal pradesh,Soya Oil (Packed),136.5
7/29/2024,Assam,Soya Oil (Packed),135.16
7/29/2024,Bihar,Soya Oil (Packed),127.72
7/29/2024,Chandigarh,Soya Oil (Packed),123
7/29/2024,Chhattisgarh,Soya Oil (Packed),118.44
7/29/2024,Delhi,Soya Oil (Packed),130
7/29/2024,DNH and DD,Soya Oil (Packed),139.33
7/29/2024,Goa,Soya Oil (Packed),149.5
7/29/2024,Gujarat,Soya Oil (Packed),127.5
7/29/2024,Haryana,Soya Oil (Packed),120.25
7/29/2024,Himachal Pradesh,Soya Oil (Packed),130.6
7/29/2024,Jammu and Kashmir,Soya Oil (Packed),127.5
7/29/2024,Jharkhand,Soya Oil (Packed),122.89
7/29/2024,Karnataka,Soya Oil (Packed),131.53
7/29/2024,Kerala,Soya Oil (Packed),131.53
7/29/2024,Madhya Pradesh,Soya Oil (Packed),111.21
7/29/2024,Maharashtra,Soya Oil (Packed),112.26
7/29/2024,Manipur,Soya Oil (Packed),145
7/29/2024,Meghalaya,Soya Oil (Packed),125.2
7/29/2024,Mizoram,Soya Oil (Packed),120.67
7/29/2024,Nagaland,Soya Oil (Packed),144.81
7/29/2024,Odisha,Soya Oil (Packed),127.09
7/29/2024,Puducherry,Soya Oil (Packed),127.09
7/29/2024,Punjab,Soya Oil (Packed),120.15
7/29/2024,Rajasthan,Soya Oil (Packed),126.97
7/29/2024,Sikkim,Soya Oil (Packed),131.5
7/29/2024,Tamil Nadu,Soya Oil (Packed),131.5
7/29/2024,Telangana,Soya Oil (Packed),112
7/29/2024,Tripura,Soya Oil (Packed),115.5
7/29/2024,Uttar Pradesh,Soya Oil (Packed),126.91
7/29/2024,Uttarakhand,Soya Oil (Packed),130.75
7/29/2024,West Bengal,Soya Oil (Packed),112.91
7/30/2024,Andaman and Nicobar,Soya Oil (Packed),112.91
7/30/2024,Andhra Pradesh,Soya Oil (Packed),141.33
7/30/2024,Arunachal pradesh,Soya Oil (Packed),133.67
7/30/2024,Assam,Soya Oil (Packed),136.2
7/30/2024,Bihar,Soya Oil (Packed),126.91
7/30/2024,Chandigarh,Soya Oil (Packed),123
7/30/2024,Chhattisgarh,Soya Oil (Packed),118.25
7/30/2024,Delhi,Soya Oil (Packed),130
7/30/2024,DNH and DD,Soya Oil (Packed),135.33
7/30/2024,Goa,Soya Oil (Packed),149.5
7/30/2024,Gujarat,Soya Oil (Packed),126.43
7/30/2024,Haryana,Soya Oil (Packed),123
7/30/2024,Himachal Pradesh,Soya Oil (Packed),130.5
7/30/2024,Jammu and Kashmir,Soya Oil (Packed),128.17
7/30/2024,Jharkhand,Soya Oil (Packed),123.06
7/30/2024,Karnataka,Soya Oil (Packed),130.9
7/30/2024,Kerala,Soya Oil (Packed),131
7/30/2024,Madhya Pradesh,Soya Oil (Packed),110.96
7/30/2024,Maharashtra,Soya Oil (Packed),112.16
7/30/2024,Manipur,Soya Oil (Packed),145
7/30/2024,Meghalaya,Soya Oil (Packed),125.2
7/30/2024,Mizoram,Soya Oil (Packed),124.6
7/30/2024,Nagaland,Soya Oil (Packed),143.2
7/30/2024,Odisha,Soya Oil (Packed),125.89
7/30/2024,Puducherry,Soya Oil (Packed),125.89
7/30/2024,Punjab,Soya Oil (Packed),118.5
7/30/2024,Rajasthan,Soya Oil (Packed),125.68
7/30/2024,Sikkim,Soya Oil (Packed),131.5
7/30/2024,Tamil Nadu,Soya Oil (Packed),131.5
7/30/2024,Telangana,Soya Oil (Packed),146.17
7/30/2024,Tripura,Soya Oil (Packed),115.67
7/30/2024,Uttar Pradesh,Soya Oil (Packed),127.38
7/30/2024,Uttarakhand,Soya Oil (Packed),130.75
7/30/2024,West Bengal,Soya Oil (Packed),113.1
7/31/2024,Andaman and Nicobar,Soya Oil (Packed),113.1
7/31/2024,Andhra Pradesh,Soya Oil (Packed),141.33
7/31/2024,Arunachal pradesh,Soya Oil (Packed),136.5
7/31/2024,Assam,Soya Oil (Packed),134.3
7/31/2024,Bihar,Soya Oil (Packed),127.32
7/31/2024,Chandigarh,Soya Oil (Packed),123
7/31/2024,Chhattisgarh,Soya Oil (Packed),119.5
7/31/2024,Delhi,Soya Oil (Packed),130
7/31/2024,DNH and DD,Soya Oil (Packed),135.33
7/31/2024,Goa,Soya Oil (Packed),149.5
7/31/2024,Gujarat,Soya Oil (Packed),128.71
7/31/2024,Haryana,Soya Oil (Packed),123
7/31/2024,Himachal Pradesh,Soya Oil (Packed),130.6
7/31/2024,Jammu and Kashmir,Soya Oil (Packed),128.33
7/31/2024,Jharkhand,Soya Oil (Packed),122.67
7/31/2024,Karnataka,Soya Oil (Packed),130.68
7/31/2024,Kerala,Soya Oil (Packed),131
7/31/2024,Madhya Pradesh,Soya Oil (Packed),111.38
7/31/2024,Maharashtra,Soya Oil (Packed),111.79
7/31/2024,Manipur,Soya Oil (Packed),145
7/31/2024,Meghalaya,Soya Oil (Packed),125.4
7/31/2024,Mizoram,Soya Oil (Packed),124.4
7/31/2024,Nagaland,Soya Oil (Packed),145.4
7/31/2024,Odisha,Soya Oil (Packed),126.5
7/31/2024,Puducherry,Soya Oil (Packed),126.5
7/31/2024,Punjab,Soya Oil (Packed),118.73
7/31/2024,Rajasthan,Soya Oil (Packed),126.58
7/31/2024,Sikkim,Soya Oil (Packed),131.5
7/31/2024,Tamil Nadu,Soya Oil (Packed),131.5
7/31/2024,Telangana,Soya Oil (Packed),146
7/31/2024,Tripura,Soya Oil (Packed),116.75
7/31/2024,Uttar Pradesh,Soya Oil (Packed),126.88
7/31/2024,Uttarakhand,Soya Oil (Packed),131.25
7/31/2024,West Bengal,Soya Oil (Packed),112.78
7/1/2024,Andaman and Nicobar,Sunflower Oil (Packed),129.67
7/1/2024,Andhra Pradesh,Sunflower Oil (Packed),111.2
7/1/2024,Arunachal pradesh,Sunflower Oil (Packed),166.5
7/1/2024,Assam,Sunflower Oil (Packed),147.09
7/1/2024,Bihar,Sunflower Oil (Packed),157.83
7/1/2024,Chandigarh,Sunflower Oil (Packed),135
7/1/2024,Chhattisgarh,Sunflower Oil (Packed),142.25
7/1/2024,Delhi,Sunflower Oil (Packed),139
7/1/2024,DNH and DD,Sunflower Oil (Packed),127.33
7/1/2024,Goa,Sunflower Oil (Packed),117.5
7/1/2024,Gujarat,Sunflower Oil (Packed),126.38
7/1/2024,Haryana,Sunflower Oil (Packed),140
7/1/2024,Himachal Pradesh,Sunflower Oil (Packed),140.5
7/1/2024,Jammu and Kashmir,Sunflower Oil (Packed),143.8
7/1/2024,Jharkhand,Sunflower Oil (Packed),151
7/1/2024,Karnataka,Sunflower Oil (Packed),121.23
7/1/2024,Kerala,Sunflower Oil (Packed),118.08
7/1/2024,Madhya Pradesh,Sunflower Oil (Packed),135.35
7/1/2024,Maharashtra,Sunflower Oil (Packed),122.68
7/1/2024,Manipur,Sunflower Oil (Packed),122.68
7/1/2024,Meghalaya,Sunflower Oil (Packed),172
7/1/2024,Mizoram,Sunflower Oil (Packed),190.25
7/1/2024,Nagaland,Sunflower Oil (Packed),195
7/1/2024,Odisha,Sunflower Oil (Packed),116.67
7/1/2024,Puducherry,Sunflower Oil (Packed),110
7/1/2024,Punjab,Sunflower Oil (Packed),135
7/1/2024,Rajasthan,Sunflower Oil (Packed),156.35
7/1/2024,Sikkim,Sunflower Oil (Packed),176.5
7/1/2024,Tamil Nadu,Sunflower Oil (Packed),113.77
7/1/2024,Telangana,Sunflower Oil (Packed),115.3
7/1/2024,Tripura,Sunflower Oil (Packed),139.75
7/1/2024,Uttar Pradesh,Sunflower Oil (Packed),152.18
7/1/2024,Uttarakhand,Sunflower Oil (Packed),147.75
7/1/2024,West Bengal,Sunflower Oil (Packed),127.86
7/2/2024,Andaman and Nicobar,Sunflower Oil (Packed),128.67
7/2/2024,Andhra Pradesh,Sunflower Oil (Packed),111.2
7/2/2024,Arunachal pradesh,Sunflower Oil (Packed),186.5
7/2/2024,Assam,Sunflower Oil (Packed),144.55
7/2/2024,Bihar,Sunflower Oil (Packed),158.59
7/2/2024,Chandigarh,Sunflower Oil (Packed),135
7/2/2024,Chhattisgarh,Sunflower Oil (Packed),142.25
7/2/2024,Delhi,Sunflower Oil (Packed),139
7/2/2024,DNH and DD,Sunflower Oil (Packed),128
7/2/2024,Goa,Sunflower Oil (Packed),117.5
7/2/2024,Gujarat,Sunflower Oil (Packed),125.63
7/2/2024,Haryana,Sunflower Oil (Packed),148.33
7/2/2024,Himachal Pradesh,Sunflower Oil (Packed),140.5
7/2/2024,Jammu and Kashmir,Sunflower Oil (Packed),142.5
7/2/2024,Jharkhand,Sunflower Oil (Packed),150.94
7/2/2024,Karnataka,Sunflower Oil (Packed),120.9
7/2/2024,Kerala,Sunflower Oil (Packed),118.43
7/2/2024,Madhya Pradesh,Sunflower Oil (Packed),136.43
7/2/2024,Maharashtra,Sunflower Oil (Packed),122.74
7/2/2024,Manipur,Sunflower Oil (Packed),122.74
7/2/2024,Meghalaya,Sunflower Oil (Packed),171
7/2/2024,Mizoram,Sunflower Oil (Packed),190.25
7/2/2024,Nagaland,Sunflower Oil (Packed),195
7/2/2024,Odisha,Sunflower Oil (Packed),116.44
7/2/2024,Puducherry,Sunflower Oil (Packed),110
7/2/2024,Punjab,Sunflower Oil (Packed),134.69
7/2/2024,Rajasthan,Sunflower Oil (Packed),156.52
7/2/2024,Sikkim,Sunflower Oil (Packed),176.25
7/2/2024,Tamil Nadu,Sunflower Oil (Packed),113.93
7/2/2024,Telangana,Sunflower Oil (Packed),115.2
7/2/2024,Tripura,Sunflower Oil (Packed),139.75
7/2/2024,Uttar Pradesh,Sunflower Oil (Packed),151.59
7/2/2024,Uttarakhand,Sunflower Oil (Packed),147.75
7/2/2024,West Bengal,Sunflower Oil (Packed),128
7/3/2024,Andaman and Nicobar,Sunflower Oil (Packed),128.67
7/3/2024,Andhra Pradesh,Sunflower Oil (Packed),111.2
7/3/2024,Arunachal pradesh,Sunflower Oil (Packed),181
7/3/2024,Assam,Sunflower Oil (Packed),146.95
7/3/2024,Bihar,Sunflower Oil (Packed),160
7/3/2024,Chandigarh,Sunflower Oil (Packed),135
7/3/2024,Chhattisgarh,Sunflower Oil (Packed),131.83
7/3/2024,Delhi,Sunflower Oil (Packed),139
7/3/2024,DNH and DD,Sunflower Oil (Packed),128
7/3/2024,Goa,Sunflower Oil (Packed),117.5
7/3/2024,Gujarat,Sunflower Oil (Packed),126
7/3/2024,Haryana,Sunflower Oil (Packed),140
7/3/2024,Himachal Pradesh,Sunflower Oil (Packed),140.5
7/3/2024,Jammu and Kashmir,Sunflower Oil (Packed),140
7/3/2024,Jharkhand,Sunflower Oil (Packed),151.07
7/3/2024,Karnataka,Sunflower Oil (Packed),120.97
7/3/2024,Kerala,Sunflower Oil (Packed),118.5
7/3/2024,Madhya Pradesh,Sunflower Oil (Packed),138.11
7/3/2024,Maharashtra,Sunflower Oil (Packed),122.84
7/3/2024,Meghalaya,Sunflower Oil (Packed),190.5
7/3/2024,Mizoram,Sunflower Oil (Packed),190.25
7/3/2024,Nagaland,Sunflower Oil (Packed),195
7/3/2024,Odisha,Sunflower Oil (Packed),116.3
7/3/2024,Puducherry,Sunflower Oil (Packed),110
7/3/2024,Punjab,Sunflower Oil (Packed),135.46
7/3/2024,Rajasthan,Sunflower Oil (Packed),157
7/3/2024,Sikkim,Sunflower Oil (Packed),175.75
7/3/2024,Tamil Nadu,Sunflower Oil (Packed),114.12
7/3/2024,Telangana,Sunflower Oil (Packed),115.2
7/3/2024,Tripura,Sunflower Oil (Packed),139.75
7/3/2024,Uttar Pradesh,Sunflower Oil (Packed),151.63
7/3/2024,Uttarakhand,Sunflower Oil (Packed),147.75
7/3/2024,West Bengal,Sunflower Oil (Packed),128.68
7/4/2024,Andaman and Nicobar,Sunflower Oil (Packed),129.33
7/4/2024,Andhra Pradesh,Sunflower Oil (Packed),110.25
7/4/2024,Arunachal pradesh,Sunflower Oil (Packed),181
7/4/2024,Assam,Sunflower Oil (Packed),146.1
7/4/2024,Bihar,Sunflower Oil (Packed),158.07
7/4/2024,Chandigarh,Sunflower Oil (Packed),135
7/4/2024,Chhattisgarh,Sunflower Oil (Packed),130.13
7/4/2024,Delhi,Sunflower Oil (Packed),139
7/4/2024,DNH and DD,Sunflower Oil (Packed),128
7/4/2024,Goa,Sunflower Oil (Packed),117.5
7/4/2024,Gujarat,Sunflower Oil (Packed),125.25
7/4/2024,Haryana,Sunflower Oil (Packed),140
7/4/2024,Himachal Pradesh,Sunflower Oil (Packed),140.5
7/4/2024,Jammu and Kashmir,Sunflower Oil (Packed),142.33
7/4/2024,Jharkhand,Sunflower Oil (Packed),151.07
7/4/2024,Karnataka,Sunflower Oil (Packed),121.16
7/4/2024,Kerala,Sunflower Oil (Packed),118.08
7/4/2024,Madhya Pradesh,Sunflower Oil (Packed),136.89
7/4/2024,Maharashtra,Sunflower Oil (Packed),122.79
7/4/2024,Manipur,Sunflower Oil (Packed),122.79
7/4/2024,Meghalaya,Sunflower Oil (Packed),171
7/4/2024,Mizoram,Sunflower Oil (Packed),190.25
7/4/2024,Nagaland,Sunflower Oil (Packed),195
7/4/2024,Odisha,Sunflower Oil (Packed),116.29
7/4/2024,Puducherry,Sunflower Oil (Packed),110
7/4/2024,Punjab,Sunflower Oil (Packed),134.83
7/4/2024,Rajasthan,Sunflower Oil (Packed),155.13
7/4/2024,Sikkim,Sunflower Oil (Packed),175.75
7/4/2024,Tamil Nadu,Sunflower Oil (Packed),114.28
7/4/2024,Telangana,Sunflower Oil (Packed),114.9
7/4/2024,Tripura,Sunflower Oil (Packed),139.75
7/4/2024,Uttar Pradesh,Sunflower Oil (Packed),151.86
7/4/2024,Uttarakhand,Sunflower Oil (Packed),147.75
7/4/2024,West Bengal,Sunflower Oil (Packed),128.68
7/5/2024,Andaman and Nicobar,Sunflower Oil (Packed),129.33
7/5/2024,Andhra Pradesh,Sunflower Oil (Packed),111.6
7/5/2024,Arunachal pradesh,Sunflower Oil (Packed),181
7/5/2024,Assam,Sunflower Oil (Packed),146.41
7/5/2024,Bihar,Sunflower Oil (Packed),158.85
7/5/2024,Chandigarh,Sunflower Oil (Packed),135
7/5/2024,Chhattisgarh,Sunflower Oil (Packed),134.33
7/5/2024,Delhi,Sunflower Oil (Packed),139
7/5/2024,DNH and DD,Sunflower Oil (Packed),128
7/5/2024,Goa,Sunflower Oil (Packed),117.5
7/5/2024,Gujarat,Sunflower Oil (Packed),121.67
7/5/2024,Haryana,Sunflower Oil (Packed),132.67
7/5/2024,Himachal Pradesh,Sunflower Oil (Packed),140.5
7/5/2024,Jammu and Kashmir,Sunflower Oil (Packed),141.8
7/5/2024,Jharkhand,Sunflower Oil (Packed),151
7/5/2024,Karnataka,Sunflower Oil (Packed),121.9
7/5/2024,Kerala,Sunflower Oil (Packed),118.38
7/5/2024,Madhya Pradesh,Sunflower Oil (Packed),136.74
7/5/2024,Maharashtra,Sunflower Oil (Packed),122.79
7/5/2024,Manipur,Sunflower Oil (Packed),122.79
7/5/2024,Meghalaya,Sunflower Oil (Packed),175.33
7/5/2024,Mizoram,Sunflower Oil (Packed),190.25
7/5/2024,Nagaland,Sunflower Oil (Packed),195
7/5/2024,Odisha,Sunflower Oil (Packed),116.92
7/5/2024,Puducherry,Sunflower Oil (Packed),110
7/5/2024,Punjab,Sunflower Oil (Packed),135.31
7/5/2024,Rajasthan,Sunflower Oil (Packed),154.61
7/5/2024,Sikkim,Sunflower Oil (Packed),175.75
